sample,mass,salinity,Sample.ID,Type, Notes
20180721_JUNK,60.6513,29,JUNK,JUNK,
20180721_CRM1,59.2593,33.481,CRM1,CRM,Bottle #168-0033
20180721_CRM2,59.2624,33.481,CRM2,CRM,Bottle #168-0033
