sample,mass,salinity,Sample.ID,Type, Notes
20180716_JUNK,60.7668,29,JUNK,JUNK,
20180716_CRM1,59.176,33.481,CRM1,CRM,Bottle #168-0511
20180716_CRM2,59.607,33.481,CRM2,CRM,Bottle #168-0511
