sample,mass,salinity,Sample.ID,Type, Notes
20180811_JUNK,60.1175,29,JUNK,JUNK,
20180811_CRM1,59.2085,33.607,CRM1,CRM,Bottle #137-1026
20180811_CRM2,59.3719,33.607,CRM2,CRM,Bottle #137-1026
