sample,mass,salinity,Sample.ID,Type, Notes
20180720_JUNK,59.3953,29,JUNK,JUNK,
20180720_CRM1,59.1559,33.481,CRM1,CRM,Bottle #168-0033
20180720_CRM2,59.527,33.481,CRM2,CRM,Bottle #168-0033
