Date,ID,tank,SDR_position,RUN,Day_Trial,Treat1_Treat2,number_indivs,mean_size,stdev_size
20180811,H1_B_blank_D4,H1_B_blank,D4,1,4_2,Ambient_Ambient,10,NA,NA
20180811,H1_B_blank_D5,H1_B_blank,D5,1,4_2,Ambient_Ambient,10,NA,NA
20180811,H1_B_blank_D6,H1_B_blank,D6,1,4_2,Ambient_Ambient,10,NA,NA
20180811,H2_T_A1,H2_T,A1,2,4_2,Ambient_Low,10,5.5749,0.81046426
20180811,H2_T_A2,H2_T,A2,2,4_2,Ambient_Low,10,5.5819,0.72157812
20180811,H2_T_A3,H2_T,A3,2,4_2,Ambient_Low,10,5.7562,0.69731864
20180811,H3_T_A4,H3_T,A4,2,4_2,Low_Ambient,10,6.0682,0.89858788
20180811,H3_T_A5,H3_T,A5,2,4_2,Low_Ambient,10,6.0838,0.94299061
20180811,H3_T_A6,H3_T,A6,2,4_2,Low_Ambient,10,6.0025,0.62091514
20180811,H2_B_B1,H2_B,B1,2,4_2,Ambient_Ambient,10,5.36154546,0.68520134
20180811,H2_B_B2,H2_B,B2,2,4_2,Ambient_Ambient,10,5.9543,0.50420103
20180811,H2_B_B3,H2_B,B3,2,4_2,Ambient_Ambient,10,5.4227,0.73728783
20180811,H3_B_B4,H3_B,B4,2,4_2,Low_Low,10,5.7556,0.63525641
20180811,H3_B_B5,H3_B,B5,2,4_2,Low_Low,10,5.7893,0.67854961
20180811,H3_B_B6,H3_B,B6,2,4_2,Low_Low,10,5.5796,0.48636662
20180811,H2_T_blank_C1,H2_T_blank,C1,2,4_2,Ambient_Low,10,NA,NA
20180811,H2_T_blank_C2,H2_T_blank,C2,2,4_2,Ambient_Low,10,NA,NA
20180811,H2_T_blank_C3,H2_T_blank,C3,2,4_2,Ambient_Low,10,NA,NA
20180811,H3_T_blank_C4,H3_T_blank,C4,2,4_2,Low_Ambient,10,NA,NA
20180811,H3_T_blank_C5,H3_T_blank,C5,2,4_2,Low_Ambient,10,NA,NA
20180811,H3_T_blank_C6,H3_T_blank,C6,2,4_2,Low_Ambient,10,NA,NA
20180811,H2_B_blank_D1,H2_B_blank,D1,2,4_2,Ambient_Ambient,10,NA,NA
20180811,H2_B_blank_D2,H2_B_blank,D2,2,4_2,Ambient_Ambient,10,NA,NA
20180811,H2_B_blank_D3,H2_B_blank,D3,2,4_2,Ambient_Ambient,10,NA,NA
20180811,H3_B_blank_D4,H3_B_blank,D4,2,4_2,Low_Low,10,NA,NA
20180811,H3_B_blank_D5,H3_B_blank,D5,2,4_2,Low_Low,10,NA,NA
20180811,H3_B_blank_D6,H3_B_blank,D6,2,4_2,Low_Low,10,NA,NA
20180813,H0_T_A1,H0_T,A1,1,6_2,Low_Ambient,10,4.9118,0.87559907
20180813,H0_T_A2,H0_T,A2,1,6_2,Low_Ambient,10,5.2091,0.7356283
20180813,H0_T_A3,H0_T,A3,1,6_2,Low_Ambient,10,5.7073,0.3829076
20180813,H1_T_A4,H1_T,A4,1,6_2,Ambient_Low,10,5.7218,0.54295525
20180813,H1_T_A5,H1_T,A5,1,6_2,Ambient_Low,10,5.644,1.06478073
20180813,H1_T_A6,H1_T,A6,1,6_2,Ambient_Low,10,5.7593,0.68943956
20180813,H0_B_B1,H0_B,B1,1,6_2,Low_Low,10,5.2196,0.80679933
20180813,H0_B_B2,H0_B,B2,1,6_2,Low_Low,10,4.894,0.63933976
20180813,H0_B_B3,H0_B,B3,1,6_2,Low_Low,10,5.4258,0.77975264
20180813,H1_B_B4,H1_B,B4,1,6_2,Ambient_Ambient,11,5.4258,0.77975264
20180813,H1_B_B5,H1_B,B5,1,6_2,Ambient_Ambient,10,6.11827273,0.81331225
20180813,H1_B_B6,H1_B,B6,1,6_2,Ambient_Ambient,10,6.2661,0.80444259
20180813,H0_T_blank_C1,H0_T_blank,C1,1,6_2,Low_Ambient,10,NA,NA
20180813,H0_T_blank_C2,H0_T_blank,C2,1,6_2,Low_Ambient,10,NA,NA
20180813,H0_T_blank_C3,H0_T_blank,C3,1,6_2,Low_Ambient,10,NA,NA
20180813,H1_T_blank_C4,H1_T_blank,C4,1,6_2,Ambient_Low,10,NA,NA
20180813,H1_T_blank_C5,H1_T_blank,C5,1,6_2,Ambient_Low,10,NA,NA
20180813,H1_T_blank_C6,H1_T_blank,C6,1,6_2,Ambient_Low,10,NA,NA
20180813,H0_B_blank_D1,H0_B_blank,D1,1,6_2,Low_Low,10,NA,NA
20180813,H0_B_blank_D2,H0_B_blank,D2,1,6_2,Low_Low,10,NA,NA
20180813,H0_B_blank_D3,H0_B_blank,D3,1,6_2,Low_Low,10,NA,NA
20180813,H1_B_blank_D4,H1_B_blank,D4,1,6_2,Ambient_Ambient,10,NA,NA
20180813,H1_B_blank_D5,H1_B_blank,D5,1,6_2,Ambient_Ambient,10,NA,NA
20180813,H1_B_blank_D6,H1_B_blank,D6,1,6_2,Ambient_Ambient,10,NA,NA
20180813,H2_T_A1,H2_T,A1,2,6_2,Ambient_Low,10,5.8585,0.6225284
20180813,H2_T_A2,H2_T,A2,2,6_2,Ambient_Low,10,5.384,0.86261231
20180813,H2_T_A3,H2_T,A3,2,6_2,Ambient_Low,10,5.7345,0.77477169
20180813,H3_T_A4,H3_T,A4,2,6_2,Low_Ambient,10,6.1083,0.7162647
20180813,H3_T_A5,H3_T,A5,2,6_2,Low_Ambient,10,5.7417,0.93884824
20180813,H3_T_A6,H3_T,A6,2,6_2,Low_Ambient,10,6.5543,0.77988618
20180813,H2_B_B1,H2_B,B1,2,6_2,Ambient_Ambient,10,5.7081,0.63881687
20180813,H2_B_B2,H2_B,B2,2,6_2,Ambient_Ambient,10,5.7534,0.53352147
20180813,H2_B_B3,H2_B,B3,2,6_2,Ambient_Ambient,10,5.6502,0.59847525
20180813,H3_B_B4,H3_B,B4,2,6_2,Low_Low,10,5.7312,0.65937745
20180813,H3_B_B5,H3_B,B5,2,6_2,Low_Low,10,5.6942,0.57868967
20180813,H3_B_B6,H3_B,B6,2,6_2,Low_Low,10,5.7823,0.66024626
20180813,H2_T_blank_C1,H2_T_blank,C1,2,6_2,Ambient_Low,10,NA,NA
20180813,H2_T_blank_C2,H2_T_blank,C2,2,6_2,Ambient_Low,10,NA,NA
20180813,H2_T_blank_C3,H2_T_blank,C3,2,6_2,Ambient_Low,10,NA,NA
20180813,H3_T_blank_C4,H3_T_blank,C4,2,6_2,Low_Ambient,10,NA,NA
20180813,H3_T_blank_C5,H3_T_blank,C5,2,6_2,Low_Ambient,10,NA,NA
20180813,H3_T_blank_C6,H3_T_blank,C6,2,6_2,Low_Ambient,10,NA,NA
20180813,H2_B_blank_D1,H2_B_blank,D1,2,6_2,Ambient_Ambient,10,NA,NA
20180813,H2_B_blank_D2,H2_B_blank,D2,2,6_2,Ambient_Ambient,10,NA,NA
20180813,H2_B_blank_D3,H2_B_blank,D3,2,6_2,Ambient_Ambient,10,NA,NA
20180813,H3_B_blank_D4,H3_B_blank,D4,2,6_2,Low_Low,10,NA,NA
20180813,H3_B_blank_D5,H3_B_blank,D5,2,6_2,Low_Low,10,NA,NA
20180813,H3_B_blank_D6,H3_B_blank,D6,2,6_2,Low_Low,10,NA,NA
