"Sample.ID","Date","RUN","SDR_position","b1.Lpc","alpha","Notes","ID","tank","Day_Trial","Treat1_Treat2","number_indivs","mean_size","stdev_size"
"20180719_B2_2","20180719",2,"B2",-2.05282655328589,0.2,"all","H2_B_B2","H2_B","5_1","Ambient",10,5.4277,0.490656035
"20180719_B3_1","20180719",1,"B3",-1.86751021682769,0.2,"all","H0_B_B3","H0_B","5_1","Low",10,4.7994,0.690766595
"20180719_B3_2","20180719",2,"B3",-3.2431757451426,0.2,"all","H2_B_B3","H2_B","5_1","Ambient",10,5.3319,0.706232013
"20180719_B4_1","20180719",1,"B4",-1.53061850027366,0.2,"all","H1_B_B4","H1_B","5_1","Ambient",10,5.0138,0.591599677
"20180719_B4_2","20180719",2,"B4",-2.24701255527125,0.2,"all","H3_B_B4","H3_B","5_1","Low",10,5.2947,0.781314
"20180719_B5_1","20180719",1,"B5",-2.70690518822727,0.2,"all","H1_B_B5","H1_B","5_1","Ambient",10,5.1337,0.628958584
"20180719_B5_2","20180719",2,"B5",-3.24407039313442,0.2,"all","H3_B_B5","H3_B","5_1","Low",10,5.2493,0.56634227
"20180719_B6_1","20180719",1,"B6",-2.08466660208782,0.2,"all","H1_B_B6","H1_B","5_1","Ambient",10,4.9275,0.628126005
"20180719_B6_2","20180719",2,"B6",-2.14716998879643,0.2,"all","H3_B_B6","H3_B","5_1","Low",10,5.1947,0.364524668
"20180719_C1_1","20180719",1,"C1",-0.862170256158103,0.2,"all","H0_T_blank_C1","H0_T_blank","5_1","Low",10,NA,NA
"20180719_C1_2","20180719",2,"C1",-0.874079440418525,0.2,"all","H2_T_blank_C1","H2_T_blank","5_1","Ambient",10,NA,NA
"20180719_C2_1","20180719",1,"C2",-0.845393551444134,0.2,"all","H0_T_blank_C2","H0_T_blank","5_1","Low",10,NA,NA
"20180719_C2_2","20180719",2,"C2",-0.863918927405464,0.2,"all","H2_T_blank_C2","H2_T_blank","5_1","Ambient",10,NA,NA
"20180719_C3_1","20180719",1,"C3",-0.871032063803707,0.2,"all","H0_T_blank_C3","H0_T_blank","5_1","Low",10,NA,NA
"20180719_C3_2","20180719",2,"C3",-1.02830797351922,0.2,"all","H2_T_blank_C3","H2_T_blank","5_1","Ambient",10,NA,NA
"20180719_C4_1","20180719",1,"C4",-1.17367894525988,0.2,"all","H1_T_blank_C4","H1_T_blank","5_1","Ambient",10,NA,NA
"20180719_C4_2","20180719",2,"C4",-1.25956122584672,0.2,"all","H3_T_blank_C4","H3_T_blank","5_1","Low",10,NA,NA
"20180719_C5_1","20180719",1,"C5",-0.806698257171051,0.2,"all","H1_T_blank_C5","H1_T_blank","5_1","Ambient",10,NA,NA
"20180719_C5_2","20180719",2,"C5",-0.577085525496155,0.2,"all","H3_T_blank_C5","H3_T_blank","5_1","Low",10,NA,NA
"20180719_C6_1","20180719",1,"C6",-0.909560979073138,0.2,"all","H1_T_blank_C6","H1_T_blank","5_1","Ambient",10,NA,NA
"20180719_C6_2","20180719",2,"C6",-0.761836580406247,0.2,"all","H3_T_blank_C6","H3_T_blank","5_1","Low",10,NA,NA
"20180719_D1_1","20180719",1,"D1",-0.851714933416025,0.2,"all","H0_B_blank_D1","H0_B_blank","5_1","Low",10,NA,NA
"20180719_D1_2","20180719",2,"D1",-0.754162634498549,0.2,"all","H2_B_blank_D1","H2_B_blank","5_1","Ambient",10,NA,NA
"20180719_D2_1","20180719",1,"D2",-0.985164887532864,0.2,"all","H0_B_blank_D2","H0_B_blank","5_1","Low",10,NA,NA
"20180719_D2_2","20180719",2,"D2",-0.980812082150707,0.2,"all","H2_B_blank_D2","H2_B_blank","5_1","Ambient",10,NA,NA
"20180719_D3_1","20180719",1,"D3",-0.919434035917226,0.2,"all","H0_B_blank_D3","H0_B_blank","5_1","Low",10,NA,NA
"20180719_D3_2","20180719",2,"D3",-1.17954309996756,0.2,"all","H2_B_blank_D3","H2_B_blank","5_1","Ambient",10,NA,NA
"20180719_D4_1","20180719",1,"D4",-0.943825076476773,0.2,"all","H1_B_blank_D4","H1_B_blank","5_1","Ambient",10,NA,NA
"20180719_D4_2","20180719",2,"D4",-0.823193706787813,0.2,"all","H3_B_blank_D4","H3_B_blank","5_1","Low",10,NA,NA
"20180719_D5_1","20180719",1,"D5",-0.747460278792235,0.2,"all","H1_B_blank_D5","H1_B_blank","5_1","Ambient",10,NA,NA
"20180719_D5_2","20180719",2,"D5",-0.693294494195094,0.2,"all","H3_B_blank_D5","H3_B_blank","5_1","Low",10,NA,NA
"20180719_D6_1","20180719",1,"D6",-0.606974993876293,0.2,"all","H1_B_blank_D6","H1_B_blank","5_1","Ambient",10,NA,NA
"20180719_D6_2","20180719",2,"D6",-0.756255859311266,0.2,"all","H3_B_blank_D6","H3_B_blank","5_1","Low",10,NA,NA
"20180722_A1_1","20180722",1,"A1",-1.07188881023664,0.2,"all","H0_T_A1","H0_T","8_1","Low",10,5.0561,0.483446527
"20180722_A1_2","20180722",2,"A1",-2.32873552545001,0.2,"all","H2_T_A1","H2_T","8_1","Ambient",10,5.115,0.87093092
"20180722_A2_1","20180722",1,"A2",-1.29627028748935,0.2,"all","H0_T_A2","H0_T","8_1","Low",10,5.1746,0.535843302
"20180722_A2_2","20180722",2,"A2",-2.00301035658397,0.2,"all","H2_T_A2","H2_T","8_1","Ambient",10,5.1385,0.607942477
"20180722_A3_1","20180722",1,"A3",-1.45309709647063,0.2,"all","H0_T_A3","H0_T","8_1","Low",10,4.9261,0.584950226
"20180722_A3_2","20180722",2,"A3",-1.71515434626744,0.2,"all","H2_T_A3","H2_T","8_1","Ambient",10,5.222,0.499779285
"20180722_A4_1","20180722",1,"A4",-1.96600479661655,0.2,"all","H1_T_A4","H1_T","8_1","Ambient",10,5.0501,0.825386166
"20180722_A4_2","20180722",2,"A4",-2.38651168381782,0.2,"all","H3_T_A4","H3_T","8_1","Low",10,5.5784,0.385286387
"20180722_A5_1","20180722",1,"A5",-4.25525774148361,0.2,"all","H1_T_A5","H1_T","8_1","Ambient",10,4.9454,0.938102008
"20180722_A5_2","20180722",2,"A5",-3.52973783218697,0.2,"all","H3_T_A5","H3_T","8_1","Low",10,5.5212,0.677497815
"20180722_A6_1","20180722",1,"A6",-3.14874906691517,0.2,"all","H1_T_A6","H1_T","8_1","Ambient",10,5.0295,0.591765579
"20180722_A6_2","20180722",2,"A6",-2.25557140912011,0.2,"all","H3_T_A6","H3_T","8_1","Low",10,5.1907,1.038685178
"20180722_B1_1","20180722",1,"B1",-4.62483452475509,0.2,"all","H0_B_B1","H0_B","8_1","Low",10,4.984,0.518925599
"20180722_B1_2","20180722",2,"B1",-1.61854888734996,0.2,"all","H2_B_B1","H2_B","8_1","Ambient",10,5.2781,0.691656699
"20180722_B2_1","20180722",1,"B2",-1.95630946230418,0.2,"all","H0_B_B2","H0_B","8_1","Low",10,4.7746,0.631559833
"20180722_B2_2","20180722",2,"B2",-2.61523237879652,0.2,"all","H2_B_B2","H2_B","8_1","Ambient",10,5.291,0.771178319
"20180722_B3_1","20180722",1,"B3",-2.97336520585583,0.2,"all","H0_B_B3","H0_B","8_1","Low",9,4.9882,0.715666403
"20180722_B3_2","20180722",2,"B3",-2.15959863702725,0.2,"all","H2_B_B3","H2_B","8_1","Ambient",10,5.4839,0.552442546
"20180722_B4_1","20180722",1,"B4",-0.951812270253835,0.2,"all","H1_B_B4","H1_B","8_1","Ambient",9,4.749222222,0.743046899
"20180722_B4_2","20180722",2,"B4",-1.70264181584091,0.2,"all","H3_B_B4","H3_B","8_1","Low",10,5.0719,0.747445197
"20180722_B5_1","20180722",1,"B5",-3.5006191793691,0.2,"all","H1_B_B5","H1_B","8_1","Ambient",10,5.2632,0.693766659
"20180722_B5_2","20180722",2,"B5",-1.33219286381477,0.2,"all","H3_B_B5","H3_B","8_1","Low",10,5.3219,0.264098235
"20180722_B6_1","20180722",1,"B6",-2.64753714606714,0.2,"all","H1_B_B6","H1_B","8_1","Ambient",10,5.1463,0.325766464
"20180722_B6_2","20180722",2,"B6",-1.34209534022106,0.2,"all","H3_B_B6","H3_B","8_1","Low",10,5.1732,0.505236534
"20180722_C1_1","20180722",1,"C1",-1.20995686199079,0.2,"all","H0_T_blank_C1","H0_T_blank","8_1","Low",10,NA,NA
"20180722_C1_2","20180722",2,"C1",-0.897057264861331,0.2,"all","H2_T_blank_C1","H2_T_blank","8_1","Ambient",10,NA,NA
"20180722_C2_1","20180722",1,"C2",-1.20197183279054,0.2,"all","H0_T_blank_C2","H0_T_blank","8_1","Low",10,NA,NA
"20180722_C2_2","20180722",2,"C2",-1.12364230069486,0.2,"all","H2_T_blank_C2","H2_T_blank","8_1","Ambient",10,NA,NA
"20180722_C3_1","20180722",1,"C3",-1.23183760709371,0.2,"all","H0_T_blank_C3","H0_T_blank","8_1","Low",10,NA,NA
"20180722_C3_2","20180722",2,"C3",-1.07217782202102,0.2,"all","H2_T_blank_C3","H2_T_blank","8_1","Ambient",10,NA,NA
"20180722_C4_1","20180722",1,"C4",-1.02806626290093,0.2,"all","H1_T_blank_C4","H1_T_blank","8_1","Ambient",10,NA,NA
"20180722_C4_2","20180722",2,"C4",-0.808901185421943,0.2,"all","H3_T_blank_C4","H3_T_blank","8_1","Low",10,NA,NA
"20180722_C5_1","20180722",1,"C5",-1.0654498683408,0.2,"all","H1_T_blank_C5","H1_T_blank","8_1","Ambient",10,NA,NA
"20180722_C5_2","20180722",2,"C5",-1.09153147289993,0.2,"all","H3_T_blank_C5","H3_T_blank","8_1","Low",10,NA,NA
"20180722_C6_1","20180722",1,"C6",-2.7326995259785,0.2,"all","H1_T_blank_C6","H1_T_blank","8_1","Ambient",10,NA,NA
"20180722_C6_2","20180722",2,"C6",-0.869359776291703,0.2,"all","H3_T_blank_C6","H3_T_blank","8_1","Low",10,NA,NA
"20180722_D1_1","20180722",1,"D1",-0.876611954030381,0.2,"all","H0_B_blank_D1","H0_B_blank","8_1","Low",10,NA,NA
"20180722_D1_2","20180722",2,"D1",-0.882059231490286,0.2,"all","H2_B_blank_D1","H2_B_blank","8_1","Ambient",10,NA,NA
"20180722_D2_1","20180722",1,"D2",-1.32922828426482,0.2,"all","H0_B_blank_D2","H0_B_blank","8_1","Low",10,NA,NA
"20180722_D2_2","20180722",2,"D2",-1.57922422955961,0.2,"all","H2_B_blank_D2","H2_B_blank","8_1","Ambient",10,NA,NA
"20180722_D3_1","20180722",1,"D3",-2.10211501144449,0.2,"all","H0_B_blank_D3","H0_B_blank","8_1","Low",10,NA,NA
"20180722_D3_2","20180722",2,"D3",-1.21472131867337,0.2,"all","H2_B_blank_D3","H2_B_blank","8_1","Ambient",10,NA,NA
"20180722_D4_1","20180722",1,"D4",-0.976080562249148,0.2,"all","H1_B_blank_D4","H1_B_blank","8_1","Ambient",10,NA,NA
"20180722_D4_2","20180722",2,"D4",-1.21482055740393,0.2,"all","H3_B_blank_D4","H3_B_blank","8_1","Low",10,NA,NA
"20180722_D5_1","20180722",1,"D5",-1.59710598211665,0.2,"all","H1_B_blank_D5","H1_B_blank","8_1","Ambient",10,NA,NA
"20180722_D5_2","20180722",2,"D5",-1.18911890732395,0.2,"all","H3_B_blank_D5","H3_B_blank","8_1","Low",10,NA,NA
"20180722_D6_1","20180722",1,"D6",-1.23071730338703,0.2,"all","H1_B_blank_D6","H1_B_blank","8_1","Ambient",10,NA,NA
"20180722_D6_2","20180722",2,"D6",-0.908897218619609,0.2,"all","H3_B_blank_D6","H3_B_blank","8_1","Low",10,NA,NA
"20180724_A1_1","20180724",1,"A1",-1.49865257068666,0.2,"all","H0_T_A1","H0_T","10_1","Low",10,5.1096,0.62127954
"20180724_A1_2","20180724",2,"A1",-3.2810899910532,0.2,"all","H2_T_A1","H2_T","10_1","Ambient",10,5.341,0.55198591
"20180724_A2_1","20180724",1,"A2",-2.6020392447541,0.2,"all","H0_T_A2","H0_T","10_1","Low",10,5.4318,0.3243903
"20180724_A2_2","20180724",2,"A2",-3.11555877487196,0.2,"all","H2_T_A2","H2_T","10_1","Ambient",10,4.8744,0.343943535
"20180724_A3_1","20180724",1,"A3",-1.55390021801939,0.2,"all","H0_T_A3","H0_T","10_1","Low",10,5.0449,0.659767206
"20180724_A3_2","20180724",2,"A3",-1.55663231497645,0.2,"all","H2_T_A3","H2_T","10_1","Ambient",10,5.2041,0.692565994
"20180724_A4_1","20180724",1,"A4",-2.81033507052279,0.2,"all","H1_T_A4","H1_T","10_1","Ambient",10,5.021,0.864072271
"20180724_A4_2","20180724",2,"A4",-2.73600145351174,0.2,"all","H3_T_A4","H3_T","10_1","Low",10,5.4338,0.779450063
"20180724_A5_1","20180724",1,"A5",-3.04673969468792,0.2,"all","H1_T_A5","H1_T","10_1","Ambient",10,5.4303,0.627244246
"20180724_A5_2","20180724",2,"A5",-2.17491928233454,0.2,"all","H3_T_A5","H3_T","10_1","Low",10,5.4296,0.495054475
"20180724_A6_1","20180724",1,"A6",-3.1996349921034,0.2,"all","H1_T_A6","H1_T","10_1","Ambient",10,5.6119,0.625410345
"20180724_A6_2","20180724",2,"A6",-2.80966462921827,0.2,"all","H3_T_A6","H3_T","10_1","Low",10,5.0938,0.671471982
"20180724_B1_1","20180724",1,"B1",-1.96250478437315,0.2,"all","H0_B_B1","H0_B","10_1","Low",10,4.9996,0.750422873
"20180724_B1_2","20180724",2,"B1",-2.14228670345671,0.2,"all","H2_B_B1","H2_B","10_1","Ambient",10,5.4986,0.333044942
"20180724_B2_1","20180724",1,"B2",-2.61699082481413,0.2,"all","H0_B_B2","H0_B","10_1","Low",10,4.9965,0.733739471
"20180724_B2_2","20180724",2,"B2",-1.74059997139647,0.2,"all","H2_B_B2","H2_B","10_1","Ambient",10,5.2981,0.698756427
"20180724_B3_1","20180724",1,"B3",-2.28043418339678,0.2,"all","H0_B_B3","H0_B","10_1","Low",10,5.3896,0.655714403
"20180724_B3_2","20180724",2,"B3",-1.87588963047618,0.2,"all","H2_B_B3","H2_B","10_1","Ambient",10,5.1683,0.660851984
"20180724_B4_1","20180724",1,"B4",-2.48907088609705,0.2,"all","H1_B_B4","H1_B","10_1","Ambient",10,5.1491,0.715998363
"20180724_B4_2","20180724",2,"B4",-2.24393977251008,0.2,"all","H3_B_B4","H3_B","10_1","Low",10,5.3038,0.264363723
"20180724_B5_1","20180724",1,"B5",-2.86935584672159,0.2,"all","H1_B_B5","H1_B","10_1","Ambient",10,5.2891,0.866118089
"20180724_B5_2","20180724",2,"B5",-3.16176436274685,0.2,"all","H3_B_B5","H3_B","10_1","Low",10,5.3658,0.587868806
"20180724_B6_1","20180724",1,"B6",-2.75476348624953,0.2,"all","H1_B_B6","H1_B","10_1","Ambient",10,5.4167,0.82375469
"20180724_B6_2","20180724",2,"B6",-1.67484453971152,0.2,"all","H3_B_B6","H3_B","10_1","Low",10,5.194,0.612460248
"20180724_C1_1","20180724",1,"C1",-1.32068335981916,0.2,"all","H0_T_blank_C1","H0_T_blank","10_1","Low",10,NA,NA
"20180724_C1_2","20180724",2,"C1",-1.14686161215044,0.2,"all","H2_T_blank_C1","H2_T_blank","10_1","Ambient",10,NA,NA
"20180724_C2_1","20180724",1,"C2",-1.19680072005729,0.2,"all","H0_T_blank_C2","H0_T_blank","10_1","Low",10,NA,NA
"20180724_C2_2","20180724",2,"C2",-0.926839295533297,0.2,"all","H2_T_blank_C2","H2_T_blank","10_1","Ambient",10,NA,NA
"20180724_C3_1","20180724",1,"C3",-0.514487067927899,0.2,"all","H0_T_blank_C3","H0_T_blank","10_1","Low",10,NA,NA
"20180724_C3_2","20180724",2,"C3",-0.789356675064458,0.2,"all","H2_T_blank_C3","H2_T_blank","10_1","Ambient",10,NA,NA
"20180724_C4_1","20180724",1,"C4",-0.747485176541652,0.2,"all","H1_T_blank_C4","H1_T_blank","10_1","Ambient",10,NA,NA
"20180724_C4_2","20180724",2,"C4",-1.0205222602669,0.2,"all","H3_T_blank_C4","H3_T_blank","10_1","Low",10,NA,NA
"20180724_C5_1","20180724",1,"C5",-0.936930821246262,0.2,"all","H1_T_blank_C5","H1_T_blank","10_1","Ambient",10,NA,NA
"20180724_C5_2","20180724",2,"C5",-1.18135079469881,0.2,"all","H3_T_blank_C5","H3_T_blank","10_1","Low",10,NA,NA
"20180724_C6_1","20180724",1,"C6",-0.836341238956131,0.2,"all","H1_T_blank_C6","H1_T_blank","10_1","Ambient",10,NA,NA
"20180724_C6_2","20180724",2,"C6",-1.00999256866818,0.2,"all","H3_T_blank_C6","H3_T_blank","10_1","Low",10,NA,NA
"20180724_D1_1","20180724",1,"D1",-0.890345659485802,0.2,"all","H0_B_blank_D1","H0_B_blank","10_1","Low",10,NA,NA
"20180724_D1_2","20180724",2,"D1",-1.29744295041758,0.2,"all","H2_B_blank_D1","H2_B_blank","10_1","Ambient",10,NA,NA
"20180724_D2_1","20180724",1,"D2",-0.757413484994836,0.2,"all","H0_B_blank_D2","H0_B_blank","10_1","Low",10,NA,NA
"20180724_D2_2","20180724",2,"D2",-1.29788961384219,0.2,"all","H2_B_blank_D2","H2_B_blank","10_1","Ambient",10,NA,NA
"20180724_D3_1","20180724",1,"D3",-0.952284466038375,0.2,"all","H0_B_blank_D3","H0_B_blank","10_1","Low",10,NA,NA
"20180724_D3_2","20180724",2,"D3",-0.816167931153758,0.2,"all","H2_B_blank_D3","H2_B_blank","10_1","Ambient",10,NA,NA
"20180724_D4_1","20180724",1,"D4",-0.920869037382427,0.2,"all","H1_B_blank_D4","H1_B_blank","10_1","Ambient",10,NA,NA
"20180724_D4_2","20180724",2,"D4",-1.01528613483659,0.2,"all","H3_B_blank_D4","H3_B_blank","10_1","Low",10,NA,NA
"20180724_D5_1","20180724",1,"D5",-0.573516877449042,0.2,"all","H1_B_blank_D5","H1_B_blank","10_1","Ambient",10,NA,NA
"20180724_D5_2","20180724",2,"D5",-2.09580759821514,0.2,"all","H3_B_blank_D5","H3_B_blank","10_1","Low",10,NA,NA
"20180724_D6_1","20180724",1,"D6",-1.00973330822277,0.2,"all","H1_B_blank_D6","H1_B_blank","10_1","Ambient",10,NA,NA
"20180724_D6_2","20180724",2,"D6",-0.86483477867076,0.2,"all","H3_B_blank_D6","H3_B_blank","10_1","Low",10,NA,NA
"20180807_A1_1","20180807",1,"A1",-2.77847375226957,0.2,"all","H0_T_A1","H0_T","0_2","Low_Ambient",10,NA,NA
"20180807_A1_2","20180807",2,"A1",-4.59950700280111,0.2,"all","H2_T_A1","H2_T","0_2","Ambient_Low",10,NA,NA
"20180807_A2_1","20180807",1,"A2",-2.91943018536874,0.2,"all","H0_T_A2","H0_T","0_2","Low_Ambient",10,NA,NA
"20180807_A2_2","20180807",2,"A2",-3.91888183206784,0.2,"all","H2_T_A2","H2_T","0_2","Ambient_Low",10,NA,NA
