Sample.ID,Date,RUN,SDR_position,b1.Lpc,alpha,Notes,ID,tank,Day_Trial,Treat1_Treat2,number_indivs,mean_size,stdev_size
20180719_A3_2,20180719,2,A3,-3.096614464,0.6,all,H2_T_A3,H2_T,5_1,Ambient,10,4.7867,0.646806351
20180719_A4_2,20180719,2,A4,-1.54343317,0.6,all,H3_T_A4,H3_T,5_1,Low,10,5.393777778,0.413674322
20180719_A5_2,20180719,2,A5,-1.313404804,0.6,all,H3_T_A5,H3_T,5_1,Low,10,5.3153,0.425094512
20180719_A6_2,20180719,2,A6,-1.70227585,0.6,all,H3_T_A6,H3_T,5_1,Low,10,5.3695,0.808668625
20180719_B1_2,20180719,2,B1,-1.766718207,0.6,all,H2_B_B1,H2_B,5_1,Ambient,10,5.4275,0.511151261
20180719_B2_2,20180719,2,B2,-1.81526799,0.6,all,H2_B_B2,H2_B,5_1,Ambient,10,5.4277,0.490656035
20180719_B3_2,20180719,2,B3,-3.244672867,0.6,all,H2_B_B3,H2_B,5_1,Ambient,10,5.3319,0.706232013
20180719_B4_2,20180719,2,B4,-2.247012555,0.6,all,H3_B_B4,H3_B,5_1,Low,10,5.2947,0.781314
20180719_B5_2,20180719,2,B5,-2.993412454,0.6,all,H3_B_B5,H3_B,5_1,Low,10,5.2493,0.56634227
20180719_B6_2,20180719,2,B6,-2.380784374,0.6,all,H3_B_B6,H3_B,5_1,Low,10,5.1947,0.364524668
20180719_C1_2,20180719,2,C1,-0.73277922,0.6,all,H2_T_blank_C1,H2_T_blank,5_1,Ambient,10,NA,NA
20180719_C2_2,20180719,2,C2,-0.850072132,0.6,all,H2_T_blank_C2,H2_T_blank,5_1,Ambient,10,NA,NA
20180719_C3_2,20180719,2,C3,-1.028307974,0.6,all,H2_T_blank_C3,H2_T_blank,5_1,Ambient,10,NA,NA
20180719_C4_2,20180719,2,C4,-1.245004519,0.6,all,H3_T_blank_C4,H3_T_blank,5_1,Low,10,NA,NA
20180719_C5_2,20180719,2,C5,-0.724603718,0.6,all,H3_T_blank_C5,H3_T_blank,5_1,Low,10,NA,NA
20180719_C6_2,20180719,2,C6,-0.834907295,0.6,all,H3_T_blank_C6,H3_T_blank,5_1,Low,10,NA,NA
20180719_D1_2,20180719,2,D1,-1.001410051,0.6,all,H2_B_blank_D1,H2_B_blank,5_1,Ambient,10,NA,NA
20180719_D2_2,20180719,2,D2,-0.997792486,0.6,all,H2_B_blank_D2,H2_B_blank,5_1,Ambient,10,NA,NA
20180719_D3_2,20180719,2,D3,-1.030654685,0.6,all,H2_B_blank_D3,H2_B_blank,5_1,Ambient,10,NA,NA
20180719_D4_2,20180719,2,D4,-0.822566169,0.6,all,H3_B_blank_D4,H3_B_blank,5_1,Low,10,NA,NA
20180719_D5_2,20180719,2,D5,-0.799360091,0.6,all,H3_B_blank_D5,H3_B_blank,5_1,Low,10,NA,NA
20180719_D6_2,20180719,2,D6,-0.844161234,0.6,all,H3_B_blank_D6,H3_B_blank,5_1,Low,10,NA,NA
20180722_A1_1,20180722,1,A1,-1.687573378,0.6,all,H0_T_A1,H0_T,8_1,Low,10,5.0561,0.483446527
20180722_A2_1,20180722,1,A2,-4.172381075,0.6,all,H0_T_A2,H0_T,8_1,Low,10,5.1746,0.535843302
20180722_A3_1,20180722,1,A3,-2.419082946,0.6,all,H0_T_A3,H0_T,8_1,Low,10,4.9261,0.584950226
20180722_A4_1,20180722,1,A4,-4.50103082,0.6,all,H1_T_A4,H1_T,8_1,Ambient,10,5.0501,0.825386166
20180722_A5_1,20180722,1,A5,-4.588634737,0.6,all,H1_T_A5,H1_T,8_1,Ambient,10,4.9454,0.938102008
20180722_A6_1,20180722,1,A6,-2.526438839,0.6,all,H1_T_A6,H1_T,8_1,Ambient,10,5.0295,0.591765579
20180722_B1_1,20180722,1,B1,-3.797826659,0.6,all,H0_B_B1,H0_B,8_1,Low,10,4.984,0.518925599
20180722_B2_1,20180722,1,B2,-2.676644916,0.6,all,H0_B_B2,H0_B,8_1,Low,10,4.7746,0.631559833
20180722_B3_1,20180722,1,B3,-5.026881683,0.6,all,H0_B_B3,H0_B,8_1,Low,9,5.037,0.741221627
20180722_B4_1,20180722,1,B4,-3.833817415,0.6,all,H1_B_B4,H1_B,8_1,Ambient,9,4.749222222,0.743046899
20180722_B5_1,20180722,1,B5,-4.463100697,0.6,all,H1_B_B5,H1_B,8_1,Ambient,10,5.2632,0.693766659
20180722_B6_1,20180722,1,B6,-3.828320726,0.6,all,H1_B_B6,H1_B,8_1,Ambient,10,5.1463,0.325766464
20180722_C1_1,20180722,1,C1,-1.187481047,0.6,all,H0_T_blank_C1,H0_T_blank,8_1,Low,10,NA,NA
20180722_C2_1,20180722,1,C2,-1.455195117,0.6,all,H0_T_blank_C2,H0_T_blank,8_1,Low,10,NA,NA
20180722_C3_1,20180722,1,C3,-1.727824781,0.6,all,H0_T_blank_C3,H0_T_blank,8_1,Low,10,NA,NA
20180722_C4_1,20180722,1,C4,-1.297734682,0.6,all,H1_T_blank_C4,H1_T_blank,8_1,Ambient,10,NA,NA
20180722_C5_1,20180722,1,C5,-1.816413265,0.6,all,H1_T_blank_C5,H1_T_blank,8_1,Ambient,10,NA,NA
20180722_C6_1,20180722,1,C6,-1.60450397,0.6,all,H1_T_blank_C6,H1_T_blank,8_1,Ambient,10,NA,NA
20180722_D1_1,20180722,1,D1,-1.996261093,0.6,all,H0_B_blank_D1,H0_B_blank,8_1,Low,10,NA,NA
20180722_D2_1,20180722,1,D2,-4.164232514,0.6,all,H0_B_blank_D2,H0_B_blank,8_1,Low,10,NA,NA
20180722_D3_1,20180722,1,D3,-2.158145473,0.6,all,H0_B_blank_D3,H0_B_blank,8_1,Low,10,NA,NA
20180722_D4_1,20180722,1,D4,-1.304735509,0.6,all,H1_B_blank_D4,H1_B_blank,8_1,Ambient,10,NA,NA
20180722_D5_1,20180722,1,D5,-1.391255073,0.6,all,H1_B_blank_D5,H1_B_blank,8_1,Ambient,10,NA,NA
20180722_D6_1,20180722,1,D6,-2.202552395,0.6,all,H1_B_blank_D6,H1_B_blank,8_1,Ambient,10,NA,NA
20180722_A1_2,20180722,2,A1,-2.328735525,0.6,all,H2_T_A1,H2_T,8_1,Ambient,10,5.115,0.87093092
20180722_A2_2,20180722,2,A2,-2.050872161,0.6,all,H2_T_A2,H2_T,8_1,Ambient,10,5.1385,0.607942477
20180722_A3_2,20180722,2,A3,-2.124157079,0.6,all,H2_T_A3,H2_T,8_1,Ambient,10,5.222,0.499779285
20180722_A4_2,20180722,2,A4,-3.169939221,0.6,all,H3_T_A4,H3_T,8_1,Low,10,5.5784,0.385286387
20180722_A5_2,20180722,2,A5,-2.502090008,0.6,all,H3_T_A5,H3_T,8_1,Low,10,5.5212,0.677497815
20180722_A6_2,20180722,2,A6,-2.041278151,0.6,all,H3_T_A6,H3_T,8_1,Low,10,5.1907,1.038685178
20180722_B1_2,20180722,2,B1,-2.81491876,0.6,all,H2_B_B1,H2_B,8_1,Ambient,10,5.2781,0.691656699
20180722_B2_2,20180722,2,B2,-1.845065603,0.6,all,H2_B_B2,H2_B,8_1,Ambient,10,5.291,0.771178319
20180722_B3_2,20180722,2,B3,-2.074187035,0.6,all,H2_B_B3,H2_B,8_1,Ambient,10,5.4839,0.552442546
20180722_B4_2,20180722,2,B4,-3.0049365,0.6,all,H3_B_B4,H3_B,8_1,Low,10,5.0719,0.747445197
20180722_B5_2,20180722,2,B5,-3.82196413,0.6,all,H3_B_B5,H3_B,8_1,Low,10,5.3219,0.264098235
20180722_B6_2,20180722,2,B6,-2.252079377,0.6,all,H3_B_B6,H3_B,8_1,Low,10,5.1732,0.505236534
20180722_C1_2,20180722,2,C1,-0.990335369,0.6,all,H2_T_blank_C1,H2_T_blank,8_1,Ambient,10,NA,NA
20180722_C2_2,20180722,2,C2,-1.123642301,0.6,all,H2_T_blank_C2,H2_T_blank,8_1,Ambient,10,NA,NA
20180722_C3_2,20180722,2,C3,-1.017073248,0.6,all,H2_T_blank_C3,H2_T_blank,8_1,Ambient,10,NA,NA
20180722_C4_2,20180722,2,C4,-0.841617076,0.6,all,H3_T_blank_C4,H3_T_blank,8_1,Low,10,NA,NA
20180722_C5_2,20180722,2,C5,-1.286443875,0.6,all,H3_T_blank_C5,H3_T_blank,8_1,Low,10,NA,NA
20180722_C6_2,20180722,2,C6,-1.123558229,0.6,all,H3_T_blank_C6,H3_T_blank,8_1,Low,10,NA,NA
20180722_D1_2,20180722,2,D1,-1.128678181,0.6,all,H2_B_blank_D1,H2_B_blank,8_1,Ambient,10,NA,NA
20180722_D2_2,20180722,2,D2,-1.33240904,0.6,all,H2_B_blank_D2,H2_B_blank,8_1,Ambient,10,NA,NA
20180722_D3_2,20180722,2,D3,-1.278954695,0.6,all,H2_B_blank_D3,H2_B_blank,8_1,Ambient,10,NA,NA
20180722_D4_2,20180722,2,D4,-1.222207291,0.6,all,H3_B_blank_D4,H3_B_blank,8_1,Low,10,NA,NA
20180722_D5_2,20180722,2,D5,-1.397641948,0.6,all,H3_B_blank_D5,H3_B_blank,8_1,Low,10,NA,NA
20180722_D6_2,20180722,2,D6,-1.076127685,0.6,all,H3_B_blank_D6,H3_B_blank,8_1,Low,10,NA,NA
20180724_A1_1,20180724,1,A1,-1.910504533,0.6,all,H0_T_A1,H0_T,10_1,Low,10,5.1096,0.62127954
20180724_A2_1,20180724,1,A2,-2.421603812,0.6,all,H0_T_A2,H0_T,10_1,Low,10,5.4318,0.3243903
20180724_A3_1,20180724,1,A3,-1.989459196,0.6,all,H0_T_A3,H0_T,10_1,Low,10,5.0449,0.659767206
20180724_A4_1,20180724,1,A4,-2.835303046,0.6,all,H1_T_A4,H1_T,10_1,Ambient,10,5.021,0.864072271
20180724_A5_1,20180724,1,A5,-2.903319611,0.6,all,H1_T_A5,H1_T,10_1,Ambient,10,5.4303,0.627244246
20180724_A6_1,20180724,1,A6,-3.199729561,0.6,all,H1_T_A6,H1_T,10_1,Ambient,10,5.6119,0.625410345
20180724_B1_1,20180724,1,B1,-2.26637443,0.6,all,H0_B_B1,H0_B,10_1,Low,10,4.9996,0.750422873
20180724_B2_1,20180724,1,B2,-2.502179872,0.6,all,H0_B_B2,H0_B,10_1,Low,10,4.9965,0.733739471
20180724_B3_1,20180724,1,B3,-2.199755192,0.6,all,H0_B_B3,H0_B,10_1,Low,10,5.3896,0.655714403
20180724_B4_1,20180724,1,B4,-2.609952308,0.6,all,H1_B_B4,H1_B,10_1,Ambient,10,5.1491,0.715998363
20180724_B5_1,20180724,1,B5,-3.008180071,0.6,all,H1_B_B5,H1_B,10_1,Ambient,10,5.2891,0.866118089
20180724_B6_1,20180724,1,B6,-2.586980823,0.6,all,H1_B_B6,H1_B,10_1,Ambient,10,5.4167,0.82375469
20180724_C1_1,20180724,1,C1,-1.288110952,0.6,all,H0_T_blank_C1,H0_T_blank,10_1,Low,10,NA,NA
20180724_C2_1,20180724,1,C2,-1.15965085,0.6,all,H0_T_blank_C2,H0_T_blank,10_1,Low,10,NA,NA
20180724_C3_1,20180724,1,C3,-0.514487068,0.6,all,H0_T_blank_C3,H0_T_blank,10_1,Low,10,NA,NA
20180724_C4_1,20180724,1,C4,-0.735647949,0.6,all,H1_T_blank_C4,H1_T_blank,10_1,Ambient,10,NA,NA
20180724_C5_1,20180724,1,C5,-0.984011164,0.6,all,H1_T_blank_C5,H1_T_blank,10_1,Ambient,10,NA,NA
20180724_C6_1,20180724,1,C6,-0.894142381,0.6,all,H1_T_blank_C6,H1_T_blank,10_1,Ambient,10,NA,NA
20180724_D1_1,20180724,1,D1,-0.826647363,0.6,all,H0_B_blank_D1,H0_B_blank,10_1,Low,10,NA,NA
20180724_D2_1,20180724,1,D2,-1.291621237,0.6,all,H0_B_blank_D2,H0_B_blank,10_1,Low,10,NA,NA
20180724_D3_1,20180724,1,D3,-0.987324753,0.6,all,H0_B_blank_D3,H0_B_blank,10_1,Low,10,NA,NA
20180724_D4_1,20180724,1,D4,-0.988199058,0.6,all,H1_B_blank_D4,H1_B_blank,10_1,Ambient,10,NA,NA
20180724_D5_1,20180724,1,D5,-0.617991491,0.6,all,H1_B_blank_D5,H1_B_blank,10_1,Ambient,10,NA,NA
20180724_D6_1,20180724,1,D6,-1.036731125,0.6,all,H1_B_blank_D6,H1_B_blank,10_1,Ambient,10,NA,NA
20180724_A1_2,20180724,2,A1,-3.896474796,0.6,all,H2_T_A1,H2_T,10_1,Ambient,10,5.341,0.55198591
20180724_A2_2,20180724,2,A2,-3.180854961,0.6,all,H2_T_A2,H2_T,10_1,Ambient,10,4.8744,0.343943535
20180724_A3_2,20180724,2,A3,-2.44215841,0.6,all,H2_T_A3,H2_T,10_1,Ambient,10,5.2041,0.692565994
20180724_A4_2,20180724,2,A4,-2.942582051,0.6,all,H3_T_A4,H3_T,10_1,Low,10,5.4338,0.779450063
20180724_A5_2,20180724,2,A5,-2.267275258,0.6,all,H3_T_A5,H3_T,10_1,Low,10,5.4296,0.495054475
20180724_A6_2,20180724,2,A6,-2.89658783,0.6,all,H3_T_A6,H3_T,10_1,Low,10,5.0938,0.671471982
20180724_B1_2,20180724,2,B1,-2.5378629,0.6,all,H2_B_B1,H2_B,10_1,Ambient,10,5.4986,0.333044942
20180724_B2_2,20180724,2,B2,-2.627909483,0.6,all,H2_B_B2,H2_B,10_1,Ambient,10,5.2981,0.698756427
20180724_B3_2,20180724,2,B3,-1.682704606,0.6,all,H2_B_B3,H2_B,10_1,Ambient,10,5.1683,0.660851984
20180724_B4_2,20180724,2,B4,-1.454141744,0.6,all,H3_B_B4,H3_B,10_1,Low,10,5.3038,0.264363723
20180724_B5_2,20180724,2,B5,-3.13164067,0.6,all,H3_B_B5,H3_B,10_1,Low,10,5.3658,0.587868806
20180724_B6_2,20180724,2,B6,-2.212926153,0.6,all,H3_B_B6,H3_B,10_1,Low,10,5.194,0.612460248
20180724_C1_2,20180724,2,C1,-1.246442653,0.6,all,H2_T_blank_C1,H2_T_blank,10_1,Ambient,10,NA,NA
20180724_C2_2,20180724,2,C2,-0.893553675,0.6,all,H2_T_blank_C2,H2_T_blank,10_1,Ambient,10,NA,NA
20180724_C3_2,20180724,2,C3,-0.789735934,0.6,all,H2_T_blank_C3,H2_T_blank,10_1,Ambient,10,NA,NA
20180724_C4_2,20180724,2,C4,-1.196450782,0.6,all,H3_T_blank_C4,H3_T_blank,10_1,Low,10,NA,NA
20180724_C5_2,20180724,2,C5,-1.076827602,0.6,all,H3_T_blank_C5,H3_T_blank,10_1,Low,10,NA,NA
20180724_C6_2,20180724,2,C6,-0.984771437,0.6,all,H3_T_blank_C6,H3_T_blank,10_1,Low,10,NA,NA
20180724_D1_2,20180724,2,D1,-1.413302552,0.6,all,H2_B_blank_D1,H2_B_blank,10_1,Ambient,10,NA,NA
20180724_D2_2,20180724,2,D2,-1.224953005,0.6,all,H2_B_blank_D2,H2_B_blank,10_1,Ambient,10,NA,NA
20180724_D3_2,20180724,2,D3,-0.731666162,0.6,all,H2_B_blank_D3,H2_B_blank,10_1,Ambient,10,NA,NA
20180724_D4_2,20180724,2,D4,-1.189711742,0.6,all,H3_B_blank_D4,H3_B_blank,10_1,Low,10,NA,NA
20180724_D5_2,20180724,2,D5,-1.722533258,0.6,all,H3_B_blank_D5,H3_B_blank,10_1,Low,10,NA,NA
20180724_D6_2,20180724,2,D6,-1.059694118,0.6,all,H3_B_blank_D6,H3_B_blank,10_1,Low,10,NA,NA
20180807_A1_1,20180807,1,A1,-2.51808933,0.6,all,H0_T_A1,H0_T,0_2,Low_Ambient,10,4.9323,0.58371874
20180807_A2_1,20180807,1,A2,-1.944478122,0.6,all,H0_T_A2,H0_T,0_2,Low_Ambient,10,5.1593,0.83764751
20180807_A3_1,20180807,1,A3,-2.798777688,0.6,all,H0_T_A3,H0_T,0_2,Low_Ambient,10,5.4338,0.7593693
20180807_A4_1,20180807,1,A4,-2.538223793,0.6,all,H1_T_A4,H1_T,0_2,Ambient_Low,10,5.7079,0.56135124
20180807_A5_1,20180807,1,A5,-2.577187349,0.6,all,H1_T_A5,H1_T,0_2,Ambient_Low,10,5.7379,1.13133662
20180807_A6_1,20180807,1,A6,-3.499794898,0.6,all,H1_T_A6,H1_T,0_2,Ambient_Low,10,5.8775,1.15802507
20180807_B1_1,20180807,1,B1,-1.598641524,0.6,all,H0_B_B1,H0_B,0_2,Low_Low,10,5.45011111,0.71844214
20180807_B2_1,20180807,1,B2,-2.379737264,0.6,all,H0_B_B2,H0_B,0_2,Low_Low,10,5.2923,0.56710357
20180807_B3_1,20180807,1,B3,-2.830398381,0.6,all,H0_B_B3,H0_B,0_2,Low_Low,10,5.5804,0.87316642
20180807_B4_1,20180807,1,B4,-4.376448913,0.6,all,H1_B_B4,H1_B,0_2,Ambient_Ambient,10,5.8329,0.96890619
20180807_B5_1,20180807,1,B5,-4.153625209,0.6,all,H1_B_B5,H1_B,0_2,Ambient_Ambient,10,5.8637,0.8930787
20180807_B6_1,20180807,1,B6,-4.908554215,0.6,all,H1_B_B6,H1_B,0_2,Ambient_Ambient,10,6.2644,0.99160758
20180807_C1_1,20180807,1,C1,-1.040090963,0.6,all,H0_T_blank_C1,H0_T_blank,0_2,Low_Ambient,10,NA,NA
20180807_C2_1,20180807,1,C2,-0.699310346,0.6,all,H0_T_blank_C2,H0_T_blank,0_2,Low_Ambient,10,NA,NA
20180807_C3_1,20180807,1,C3,-0.944064543,0.6,all,H0_T_blank_C3,H0_T_blank,0_2,Low_Ambient,10,NA,NA
20180807_C4_1,20180807,1,C4,-1.087386636,0.6,all,H1_T_blank_C4,H1_T_blank,0_2,Ambient_Low,10,NA,NA
20180807_C5_1,20180807,1,C5,-0.876928219,0.6,all,H1_T_blank_C5,H1_T_blank,0_2,Ambient_Low,10,NA,NA
20180807_C6_1,20180807,1,C6,-1.214738123,0.6,all,H1_T_blank_C6,H1_T_blank,0_2,Ambient_Low,10,NA,NA
