Sample.ID,Date,RUN,SDR_position,b1.Lpc,alpha,Notes,ID,tank,Day_Trial,Treat1_Treat2,number_indivs,mean_size,stdev_size
20180716_D5_1,20180716,1,D5,-1.252913199,0.2,okay - inconsistancies in graph,H1_B_blank_D5,H1_B_blank,2_1,Ambient,10,NA,NA
20180716_D6_1,20180716,1,D6,-1.478644151,0.2,L%,H1_B_blank_D6,H1_B_blank,2_1,Ambient,10,NA,NA
20180716_A1_2,20180716,2,A1,-2.182617319,0.2,L% near to peak,H2_T_A1,H2_T,2_1,Ambient,10,5.3568,0.578412348
20180716_A2_2,20180716,2,A2,-3.157102856,0.4,L%,H2_T_A2,H2_T,2_1,Ambient,10,5.0663,0.632012843
20180716_A3_2,20180716,2,A3,-1.765936863,0.2,"okay - huge break in rate at minunte 10, this is slower at larger peak but LATER in trial",H2_T_A3,H2_T,2_1,Ambient,10,5.0571,0.632988406
20180716_A4_2,20180716,2,A4,-3.222656285,0.2,L%,H3_T_A4,H3_T,2_1,Low,10,5.141,1.102219276
20180716_A5_2,20180716,2,A5,-5.623462567,0.2,"okay - at start of trial, likley why faster!",H3_T_A5,H3_T,2_1,Low,10,5.1263,0.599313135
20180716_A6_2,20180716,2,A6,-2.270624485,0.2,"okay - at end of trial, likley why slow than Leq!",H3_T_A6,H3_T,2_1,Low,10,5.555,0.805278282
20180716_B1_2,20180716,2,B1,-3.533777524,0.2,L%,H2_B_B1,H2_B,2_1,Ambient,10,5.2332,0.633533617
20180716_B2_2,20180716,2,B2,-3.375057212,0.2,L%,H2_B_B2,H2_B,2_1,Ambient,10,5.1857,0.707673347
20180716_B3_2,20180716,2,B3,-1.856776181,0.2,L%,H2_B_B3,H2_B,2_1,Ambient,10,5.0895,0.666986798
20180716_B4_2,20180716,2,B4,-2.920461077,0.2,L%,H3_B_B4,H3_B,2_1,Low,10,5.2077,0.357929555
20180716_B5_2,20180716,2,B5,-2.840871391,0.2,L%,H3_B_B5,H3_B,2_1,Low,10,5.4425,0.692098781
20180716_B6_2,20180716,2,B6,-2.238912574,0.2,L%,H3_B_B6,H3_B,2_1,Low,10,5.0739,0.559193755
20180716_C1_2,20180716,2,C1,-1.206175449,0.2,L%,H2_T_blank_C1,H2_T_blank,2_1,Ambient,10,NA,NA
20180716_C2_2,20180716,2,C2,-1.516044176,0.2,L%,H2_T_blank_C2,H2_T_blank,2_1,Ambient,10,NA,NA
20180716_C3_2,20180716,2,C3,-1.795512864,0.2,L%,H2_T_blank_C3,H2_T_blank,2_1,Ambient,10,NA,NA
20180716_C4_2,20180716,2,C4,-1.116519661,0.2,L%,H3_T_blank_C4,H3_T_blank,2_1,Low,10,NA,NA
20180716_C5_2,20180716,2,C5,-1.644113816,0.2,L%,H3_T_blank_C5,H3_T_blank,2_1,Low,10,NA,NA
20180716_C6_2,20180716,2,C6,-1.654579099,0.2,L%,H3_T_blank_C6,H3_T_blank,2_1,Low,10,NA,NA
20180716_D1_2,20180716,2,D1,-1.420468169,0.2,L%,H2_B_blank_D1,H2_B_blank,2_1,Ambient,10,NA,NA
20180716_D2_2,20180716,2,D2,-1.089276289,0.2,L%,H2_B_blank_D2,H2_B_blank,2_1,Ambient,10,NA,NA
20180716_D3_2,20180716,2,D3,-1.439048908,0.2,L%,H2_B_blank_D3,H2_B_blank,2_1,Ambient,10,NA,NA
20180716_D4_2,20180716,2,D4,-1.671189436,0.2,L%,H3_B_blank_D4,H3_B_blank,2_1,Low,10,NA,NA
20180716_D5_2,20180716,2,D5,-1.315496831,0.2,L% double peak,H3_B_blank_D5,H3_B_blank,2_1,Low,10,NA,NA
20180716_D6_2,20180716,2,D6,-1.08571201,0.2,L%,H3_B_blank_D6,H3_B_blank,2_1,Low,10,NA,NA
20180719_A1_1,20180719,1,A1,-1.104611926,0.2,L%,H0_T_A1,H0_T,5_1,Low,10,5.2944,0.311382295
20180719_A2_1,20180719,1,A2,-2.19483683,0.2,L%,H0_T_A2,H0_T,5_1,Low,10,5.1528,0.550306339
20180719_A3_1,20180719,1,A3,-2.095935406,0.2,L%,H0_T_A3,H0_T,5_1,Low,10,4.7914,0.455908909
20180719_A4_1,20180719,1,A4,-2.486083893,0.2,L%,H1_T_A4,H1_T,5_1,Ambient,10,5.0174,0.801409481
20180719_A5_1,20180719,1,A5,-5.132592912,0.1,L% - first peak Lpc from start of trial,H1_T_A5,H1_T,5_1,Ambient,10,5.0243,0.601912332
20180719_A6_1,20180719,1,A6,-3.511102343,0.2,L%,H1_T_A6,H1_T,5_1,Ambient,10,5.252,0.522592044
20180719_B1_1,20180719,1,B1,-1.727168457,0.2,L%,H0_B_B1,H0_B,5_1,Low,10,4.8237,0.754307048
20180719_B2_1,20180719,1,B2,-1.166108596,0.2,L%,H0_B_B2,H0_B,5_1,Low,10,4.9948,0.671066614
20180719_B3_1,20180719,1,B3,-1.867510217,0.2,L% good - second peak,H0_B_B3,H0_B,5_1,Low,10,4.7994,0.690766595
20180719_B4_1,20180719,1,B4,-3.647895708,0.2,L% higher alpha to emcompass more data - data is jumpy,H1_B_B4,H1_B,5_1,Ambient,10,5.0138,0.591599677
20180719_B5_1,20180719,1,B5,-2.706905188,0.2,L%,H1_B_B5,H1_B,5_1,Ambient,10,5.1337,0.628958584
20180719_B6_1,20180719,1,B6,-2.084666602,0.2,L%,H1_B_B6,H1_B,5_1,Ambient,10,4.9275,0.628126005
20180719_C1_1,20180719,1,C1,-0.862170256,0.2,L%,H0_T_blank_C1,H0_T_blank,5_1,Low,10,NA,NA
20180719_C2_1,20180719,1,C2,-0.845393551,0.2,L%,H0_T_blank_C2,H0_T_blank,5_1,Low,10,NA,NA
20180719_C3_1,20180719,1,C3,-0.871032064,0.2,L%,H0_T_blank_C3,H0_T_blank,5_1,Low,10,NA,NA
20180719_C4_1,20180719,1,C4,-1.173678945,0.2,L%,H1_T_blank_C4,H1_T_blank,5_1,Ambient,10,NA,NA
20180719_C5_1,20180719,1,C5,-0.806698257,0.2,L%,H1_T_blank_C5,H1_T_blank,5_1,Ambient,10,NA,NA
20180719_C6_1,20180719,1,C6,-0.909560979,0.2,L%,H1_T_blank_C6,H1_T_blank,5_1,Ambient,10,NA,NA
20180719_D1_1,20180719,1,D1,-0.851714933,0.2,L%,H0_B_blank_D1,H0_B_blank,5_1,Low,10,NA,NA
20180719_D2_1,20180719,1,D2,-0.985164888,0.2,L%,H0_B_blank_D2,H0_B_blank,5_1,Low,10,NA,NA
20180719_D3_1,20180719,1,D3,-0.919434036,0.2,L%,H0_B_blank_D3,H0_B_blank,5_1,Low,10,NA,NA
20180719_D4_1,20180719,1,D4,-0.943825076,0.2,L%,H1_B_blank_D4,H1_B_blank,5_1,Ambient,10,NA,NA
20180719_D5_1,20180719,1,D5,-0.747460279,0.2,L%,H1_B_blank_D5,H1_B_blank,5_1,Ambient,10,NA,NA
20180719_D6_1,20180719,1,D6,-0.606974994,0.2,L% good - left scewed,H1_B_blank_D6,H1_B_blank,5_1,Ambient,10,NA,NA
20180719_A1_2,20180719,2,A1,-2.207615222,0.2,L%,H2_T_A1,H2_T,5_1,Ambient,10,5.2024,0.416551237
20180719_A2_2,20180719,2,A2,-1.930015833,0.2,L%,H2_T_A2,H2_T,5_1,Ambient,10,4.743,0.679129017
20180719_A3_2,20180719,2,A3,-3.068219155,0.2,Leq closest - at start of trial obvious break and slow after 20 mins,H2_T_A3,H2_T,5_1,Ambient,10,4.7867,0.646806351
20180719_A4_2,20180719,2,A4,-1.590629316,0.2,L%,H3_T_A4,H3_T,5_1,Low,9,5.393777778,0.413674322
20180719_A5_2,20180719,2,A5,-1.336375442,0.2,L%,H3_T_A5,H3_T,5_1,Low,10,5.3153,0.425094512
20180719_A6_2,20180719,2,A6,-1.614706771,0.2,L% good after a n obvios break at min 10,H3_T_A6,H3_T,5_1,Low,10,5.3695,0.808668625
20180719_B1_2,20180719,2,B1,-2.054478739,0.2,L%,H2_B_B1,H2_B,5_1,Ambient,10,5.4275,0.511151261
20180719_B2_2,20180719,2,B2,-2.052826553,0.2,L%,H2_B_B2,H2_B,5_1,Ambient,10,5.4277,0.490656035
20180719_B3_2,20180719,2,B3,-3.243175745,0.2,L% good - very linear with no breaks whatsoever,H2_B_B3,H2_B,5_1,Ambient,10,5.3319,0.706232013
20180719_B4_2,20180719,2,B4,-2.247012555,0.2,L%,H3_B_B4,H3_B,5_1,Low,10,5.2947,0.781314
20180719_B5_2,20180719,2,B5,-3.244070393,0.2,L%,H3_B_B5,H3_B,5_1,Low,10,5.2493,0.56634227
20180719_B6_2,20180719,2,B6,-2.147169989,0.2,L% good - second peak from rates at end of trial - slower than first peak,H3_B_B6,H3_B,5_1,Low,10,5.1947,0.364524668
20180719_C1_2,20180719,2,C1,-0.87407944,0.2,L%,H2_T_blank_C1,H2_T_blank,5_1,Ambient,10,NA,NA
20180719_C2_2,20180719,2,C2,-0.863918927,0.2,L%,H2_T_blank_C2,H2_T_blank,5_1,Ambient,10,NA,NA
20180719_C3_2,20180719,2,C3,-1.028307974,0.2,L%,H2_T_blank_C3,H2_T_blank,5_1,Ambient,10,NA,NA
20180719_C4_2,20180719,2,C4,-1.259561226,0.2,L%,H3_T_blank_C4,H3_T_blank,5_1,Low,10,NA,NA
20180719_C5_2,20180719,2,C5,-0.742710227,0.2,good - Lz is at the center of density peak!,H3_T_blank_C5,H3_T_blank,5_1,Low,10,NA,NA
20180719_C6_2,20180719,2,C6,-0.76183658,0.2,L% - not on peak because O2 decline has curvature,H3_T_blank_C6,H3_T_blank,5_1,Low,10,NA,NA
20180719_D1_2,20180719,2,D1,-0.754162634,0.2,L% - not on peak because O2 decline has curvature,H2_B_blank_D1,H2_B_blank,5_1,Ambient,10,NA,NA
20180719_D2_2,20180719,2,D2,-0.980812082,0.2,L%,H2_B_blank_D2,H2_B_blank,5_1,Ambient,10,NA,NA
20180719_D3_2,20180719,2,D3,-1.1795431,0.2,L%,H2_B_blank_D3,H2_B_blank,5_1,Ambient,10,NA,NA
20180719_D4_2,20180719,2,D4,-0.951729117,0.2,good - Leq at center of density peak,H3_B_blank_D4,H3_B_blank,5_1,Low,10,NA,NA
20180719_D5_2,20180719,2,D5,-0.839335862,0.2,good - Leq closest to center of density peak,H3_B_blank_D5,H3_B_blank,5_1,Low,10,NA,NA
20180719_D6_2,20180719,2,D6,-0.756255859,0.2,L% good - not on peak because O2 decline has curvature,H3_B_blank_D6,H3_B_blank,5_1,Low,10,NA,NA
20180722_A1_1,20180722,1,A1,-1.703501868,0.2, Leq closest to peak density,H0_T_A1,H0_T,8_1,Low,10,5.0561,0.483446527
20180722_A2_1,20180722,1,A2,-3.741804412,0.2,L% good - narrowed data to first 20 minutes to get data closest to peak,H0_T_A2,H0_T,8_1,Low,10,5.1746,0.535843302
20180722_A3_1,20180722,1,A3,-1.731007573,0.2,Leq closest to peak density - on second peak,H0_T_A3,H0_T,8_1,Low,10,4.9261,0.584950226
20180722_A4_1,20180722,1,A4,-1.966004797,0.2,L% good - on third/slowest peak,H1_T_A4,H1_T,8_1,Ambient,10,5.0501,0.825386166
20180722_A5_1,20180722,1,A5,-4.255257741,0.2,L% good - on first of three peaks,H1_T_A5,H1_T,8_1,Ambient,10,4.9454,0.938102008
20180722_A6_1,20180722,1,A6,-2.381186813,0.1,"good - Leq on the peak density, three peaks, slower is strongest",H1_T_A6,H1_T,8_1,Ambient,10,5.0295,0.591765579
20180722_B1_1,20180722,1,B1,-4.624834525,0.2,"L% good - from faster rate at start of trial, obvious break at 20 mins",H0_B_B1,H0_B,8_1,Low,10,4.984,0.518925599
20180722_B2_1,20180722,1,B2,-1.956309462,0.2,L% check this - near to third/slowest peak density,H0_B_B2,H0_B,8_1,Low,10,4.7746,0.631559833
20180722_B3_1,20180722,1,B3,-2.973365206,0.2,L% good -  thirs slowest peak -obvious break in resp,H0_B_B3,H0_B,8_1,Low,9,5.037,0.741221627
20180722_B4_1,20180722,1,B4,-3.833817415,0.4,"L% good - on faster/earlier of two peaks, obvious break after 20 mins",H1_B_B4,H1_B,8_1,Ambient,9,4.749222222,0.743046899
20180722_B5_1,20180722,1,B5,-3.500619179,0.2,L% good - on slower/later of three peaks - 15 - 30 mins,H1_B_B5,H1_B,8_1,Ambient,10,5.2632,0.693766659
20180722_B6_1,20180722,1,B6,-2.858136646,0.1,L% good - on strongest/later peak - 20-25mins,H1_B_B6,H1_B,8_1,Ambient,10,5.1463,0.325766464
20180722_C1_1,20180722,1,C1,-1.209956862,0.2,L%,H0_T_blank_C1,H0_T_blank,8_1,Low,10,NA,NA
20180722_C2_1,20180722,1,C2,-1.201971833,0.2,L%,H0_T_blank_C2,H0_T_blank,8_1,Low,10,NA,NA
20180722_C3_1,20180722,1,C3,-1.231837607,0.2,L%,H0_T_blank_C3,H0_T_blank,8_1,Low,10,NA,NA
20180722_C4_1,20180722,1,C4,-1.028066263,0.2,L%,H1_T_blank_C4,H1_T_blank,8_1,Ambient,10,NA,NA
20180722_C5_1,20180722,1,C5,-1.065449868,0.2,L%,H1_T_blank_C5,H1_T_blank,8_1,Ambient,10,NA,NA
20180722_C6_1,20180722,1,C6,-1.356274628,0.2,"Leq on strongest peak , Lpc is at 5-10 mins, most blank files are after 15 mins",H1_T_blank_C6,H1_T_blank,8_1,Ambient,10,NA,NA
20180722_D1_1,20180722,1,D1,-0.876611954,0.3,L%,H0_B_blank_D1,H0_B_blank,8_1,Low,10,NA,NA
20180722_D2_1,20180722,1,D2,-1.329228284,0.3,L%,H0_B_blank_D2,H0_B_blank,8_1,Low,10,NA,NA
20180722_D3_1,20180722,1,D3,-1.301165299,0.2,L% good - at start of trial ,H0_B_blank_D3,H0_B_blank,8_1,Low,10,NA,NA
20180722_D4_1,20180722,1,D4,-1.208189563,0.3,Leq on peak,H1_B_blank_D4,H1_B_blank,8_1,Ambient,10,NA,NA
20180722_D5_1,20180722,1,D5,-1.597105982,0.2,L%,H1_B_blank_D5,H1_B_blank,8_1,Ambient,10,NA,NA
20180722_D6_1,20180722,1,D6,-1.230717303,0.2,L%,H1_B_blank_D6,H1_B_blank,8_1,Ambient,10,NA,NA
20180722_A1_2,20180722,2,A1,-2.328735525,0.2,L%,H2_T_A1,H2_T,8_1,Ambient,10,5.115,0.87093092
20180722_A2_2,20180722,2,A2,-2.003010357,0.2,L%,H2_T_A2,H2_T,8_1,Ambient,10,5.1385,0.607942477
20180722_A3_2,20180722,2,A3,-1.715154346,0.2,L%,H2_T_A3,H2_T,8_1,Ambient,10,5.222,0.499779285
20180722_A4_2,20180722,2,A4,-2.386511684,0.2,L%,H3_T_A4,H3_T,8_1,Low,10,5.5784,0.385286387
20180722_A5_2,20180722,2,A5,-2.502090008,0.3,L%,H3_T_A5,H3_T,8_1,Low,10,5.5212,0.677497815
20180722_A6_2,20180722,2,A6,-2.255571409,0.2,L%,H3_T_A6,H3_T,8_1,Low,10,5.1907,1.038685178
20180722_B1_2,20180722,2,B1,-1.890206261,0.3,L%,H2_B_B1,H2_B,8_1,Ambient,10,5.2781,0.691656699
20180722_B2_2,20180722,2,B2,-2.472205124,0.3,L%,H2_B_B2,H2_B,8_1,Ambient,10,5.291,0.771178319
20180722_B3_2,20180722,2,B3,-2.159598637,0.2,L%,H2_B_B3,H2_B,8_1,Ambient,10,5.4839,0.552442546
20180722_B4_2,20180722,2,B4,-2.700161715,0.65,Leq closest to peak density high alpha to encompass more of the jumpy data,H3_B_B4,H3_B,8_1,Low,10,5.0719,0.747445197
20180722_B5_2,20180722,2,B5,-3.742702611,0.3,"L% good, first peak ",H3_B_B5,H3_B,8_1,Low,10,5.3219,0.264098235
20180722_B6_2,20180722,2,B6,-2.637460216,0.5,alpha 0.5 to include more data ,H3_B_B6,H3_B,8_1,Low,10,5.1732,0.505236534
20180722_C1_2,20180722,2,C1,-0.897057265,0.2,"good - curved data, L% on smaller peak at end of trial",H2_T_blank_C1,H2_T_blank,8_1,Ambient,10,NA,NA
20180722_C2_2,20180722,2,C2,-1.123642301,0.2,L%,H2_T_blank_C2,H2_T_blank,8_1,Ambient,10,NA,NA
20180722_C3_2,20180722,2,C3,-1.072177822,0.2,L%,H2_T_blank_C3,H2_T_blank,8_1,Ambient,10,NA,NA
20180722_C4_2,20180722,2,C4,-0.808901185,0.2,L%,H3_T_blank_C4,H3_T_blank,8_1,Low,10,NA,NA
20180722_C5_2,20180722,2,C5,-1.091531473,0.2,"good - curved data, L% on smaller peak at end of trial",H3_T_blank_C5,H3_T_blank,8_1,Low,10,NA,NA
20180722_C6_2,20180722,2,C6,-0.869359776,0.2,"good - curved data, L% on smaller peak at end of trial",H3_T_blank_C6,H3_T_blank,8_1,Low,10,NA,NA
20180722_D1_2,20180722,2,D1,-1.412789652,0.3, Leq closest to peak density,H2_B_blank_D1,H2_B_blank,8_1,Ambient,10,NA,NA
20180722_D2_2,20180722,2,D2,-1.57922423,0.2,L%,H2_B_blank_D2,H2_B_blank,8_1,Ambient,10,NA,NA
20180722_D3_2,20180722,2,D3,-1.47274053,0.2, Leq closest to peak density,H2_B_blank_D3,H2_B_blank,8_1,Ambient,10,NA,NA
20180722_D4_2,20180722,2,D4,-1.504492681,0.2, Leq closest to peak density,H3_B_blank_D4,H3_B_blank,8_1,Low,10,NA,NA
20180722_D5_2,20180722,2,D5,-1.189118907,0.2,"good - curved data, L% on smaller peak at end of trial",H3_B_blank_D5,H3_B_blank,8_1,Low,10,NA,NA
20180722_D6_2,20180722,2,D6,-1.511054734,0.1, Leq closest to peak density,H3_B_blank_D6,H3_B_blank,8_1,Low,10,NA,NA
20180724_A1_1,20180724,1,A1,-1.690169973,0.3,L%,H0_T_A1,H0_T,10_1,Low,10,5.1096,0.62127954
20180724_A2_1,20180724,1,A2,-2.602039245,0.2,L%,H0_T_A2,H0_T,10_1,Low,10,5.4318,0.3243903
20180724_A3_1,20180724,1,A3,-1.728839583,0.3,L%,H0_T_A3,H0_T,10_1,Low,10,5.0449,0.659767206
20180724_A4_1,20180724,1,A4,-2.810335071,0.2,L%,H1_T_A4,H1_T,10_1,Ambient,10,5.021,0.864072271
20180724_A5_1,20180724,1,A5,-3.046739695,0.2,L%,H1_T_A5,H1_T,10_1,Ambient,10,5.4303,0.627244246
20180724_A6_1,20180724,1,A6,-3.199634992,0.2,L%,H1_T_A6,H1_T,10_1,Ambient,10,5.6119,0.625410345
20180724_B1_1,20180724,1,B1,-2.26637443,0.2,L% - higher alpha nearest to peak density,H0_B_B1,H0_B,10_1,Low,10,4.9996,0.750422873
20180724_B2_1,20180724,1,B2,-2.616990825,0.2,L%,H0_B_B2,H0_B,10_1,Low,10,4.9965,0.733739471
20180724_B3_1,20180724,1,B3,-2.280434183,0.2,L%,H0_B_B3,H0_B,10_1,Low,10,5.3896,0.655714403
20180724_B4_1,20180724,1,B4,-2.489070886,0.2,L%,H1_B_B4,H1_B,10_1,Ambient,10,5.1491,0.715998363
20180724_B5_1,20180724,1,B5,-2.869355847,0.2,L%,H1_B_B5,H1_B,10_1,Ambient,10,5.2891,0.866118089
20180724_B6_1,20180724,1,B6,-2.754763486,0.2,L%,H1_B_B6,H1_B,10_1,Ambient,10,5.4167,0.82375469
20180724_C1_1,20180724,1,C1,-1.32068336,0.2,L%,H0_T_blank_C1,H0_T_blank,10_1,Low,10,NA,NA
20180724_C2_1,20180724,1,C2,-1.19680072,0.2,L%,H0_T_blank_C2,H0_T_blank,10_1,Low,10,NA,NA
20180724_C3_1,20180724,1,C3,-0.514487068,0.2,L%,H0_T_blank_C3,H0_T_blank,10_1,Low,10,NA,NA
20180724_C4_1,20180724,1,C4,-0.794026823,0.2,Leq closest to peak density,H1_T_blank_C4,H1_T_blank,10_1,Ambient,10,NA,NA
20180724_C5_1,20180724,1,C5,-0.936930821,0.1,L%,H1_T_blank_C5,H1_T_blank,10_1,Ambient,10,NA,NA
20180724_C6_1,20180724,1,C6,-0.858399768,0.1,L%,H1_T_blank_C6,H1_T_blank,10_1,Ambient,10,NA,NA
20180724_D1_1,20180724,1,D1,-0.890345659,0.2,L%,H0_B_blank_D1,H0_B_blank,10_1,Low,10,NA,NA
20180724_D2_1,20180724,1,D2,-0.829974233,0.2,Leq closest to peak density,H0_B_blank_D2,H0_B_blank,10_1,Low,10,NA,NA
20180724_D3_1,20180724,1,D3,-0.952284466,0.2,L%,H0_B_blank_D3,H0_B_blank,10_1,Low,10,NA,NA
20180724_D4_1,20180724,1,D4,-1.052482922,0.3,L%,H1_B_blank_D4,H1_B_blank,10_1,Ambient,10,NA,NA
20180724_D5_1,20180724,1,D5,-0.669678387,0.2,Lz closest to peak density,H1_B_blank_D5,H1_B_blank,10_1,Ambient,10,NA,NA
20180724_D6_1,20180724,1,D6,-1.009733308,0.2,L%,H1_B_blank_D6,H1_B_blank,10_1,Ambient,10,NA,NA
20180724_A1_2,20180724,2,A1,-3.281089991,0.2,L%,H2_T_A1,H2_T,10_1,Ambient,10,5.341,0.55198591
20180724_A2_2,20180724,2,A2,-3.115558775,0.2,L%,H2_T_A2,H2_T,10_1,Ambient,10,4.8744,0.343943535
20180724_A3_2,20180724,2,A3,-1.556632315,0.2,L%,H2_T_A3,H2_T,10_1,Ambient,10,5.2041,0.692565994
20180724_A4_2,20180724,2,A4,-2.736001454,0.2,L%,H3_T_A4,H3_T,10_1,Low,10,5.4338,0.779450063
20180724_A5_2,20180724,2,A5,-2.174919282,0.2,L%,H3_T_A5,H3_T,10_1,Low,10,5.4296,0.495054475
20180724_A6_2,20180724,2,A6,-2.809664629,0.2,L%,H3_T_A6,H3_T,10_1,Low,10,5.0938,0.671471982
20180724_B1_2,20180724,2,B1,-2.142286703,0.2,L%,H2_B_B1,H2_B,10_1,Ambient,10,5.4986,0.333044942
20180724_B2_2,20180724,2,B2,-2.630856693,0.4,L%,H2_B_B2,H2_B,10_1,Ambient,10,5.2981,0.698756427
20180724_B3_2,20180724,2,B3,-1.87588963,0.2,L%,H2_B_B3,H2_B,10_1,Ambient,10,5.1683,0.660851984
20180724_B4_2,20180724,2,B4,-2.243939773,0.2,L%,H3_B_B4,H3_B,10_1,Low,10,5.3038,0.264363723
20180724_B5_2,20180724,2,B5,-3.161764363,0.2,L%,H3_B_B5,H3_B,10_1,Low,10,5.3658,0.587868806
20180724_B6_2,20180724,2,B6,-3.436385836,0.2,Leq closest to peak density,H3_B_B6,H3_B,10_1,Low,10,5.194,0.612460248
20180724_C1_2,20180724,2,C1,-1.341663304,0.1,Leq closest to peak density,H2_T_blank_C1,H2_T_blank,10_1,Ambient,10,NA,NA
20180724_C2_2,20180724,2,C2,-0.926839296,0.2,L%,H2_T_blank_C2,H2_T_blank,10_1,Ambient,10,NA,NA
20180724_C3_2,20180724,2,C3,-0.789356675,0.2,L%,H2_T_blank_C3,H2_T_blank,10_1,Ambient,10,NA,NA
20180724_C4_2,20180724,2,C4,-1.151571971,0.3,Leq closest to peak density,H3_T_blank_C4,H3_T_blank,10_1,Low,10,NA,NA
20180724_C5_2,20180724,2,C5,-1.181350795,0.2,L%,H3_T_blank_C5,H3_T_blank,10_1,Low,10,NA,NA
20180724_C6_2,20180724,2,C6,-1.009992569,0.2,L%,H3_T_blank_C6,H3_T_blank,10_1,Low,10,NA,NA
20180724_D1_2,20180724,2,D1,-1.29744295,0.1,L%,H2_B_blank_D1,H2_B_blank,10_1,Ambient,10,NA,NA
20180724_D2_2,20180724,2,D2,-1.297889614,0.2,L%,H2_B_blank_D2,H2_B_blank,10_1,Ambient,10,NA,NA
20180724_D3_2,20180724,2,D3,-0.816167931,0.2,L%,H2_B_blank_D3,H2_B_blank,10_1,Ambient,10,NA,NA
20180724_D4_2,20180724,2,D4,-1.376119437,0.1,L%,H3_B_blank_D4,H3_B_blank,10_1,Low,10,NA,NA
20180724_D5_2,20180724,2,D5,-2.095807598,0.2,L%,H3_B_blank_D5,H3_B_blank,10_1,Low,10,NA,NA
20180724_D6_2,20180724,2,D6,-1.003248247,0.1,Leq closest to peak density,H3_B_blank_D6,H3_B_blank,10_1,Low,10,NA,NA
20180807_A1_1,20180807,1,A1,-2.778473752,0.1,L%,H0_T_A1,H0_T,0_2,Low_Ambient,10,4.9323,0.58371874
20180807_A2_1,20180807,1,A2,-2.537025947,0.3,L%,H0_T_A2,H0_T,0_2,Low_Ambient,10,5.1593,0.83764751
20180807_A3_1,20180807,1,A3,-2.525182673,0.2,L%,H0_T_A3,H0_T,0_2,Low_Ambient,10,5.4338,0.7593693
