Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
16.07.18 15:55:36,0.03,290.19,250.92,317.71,324.6,266.88,279.57,312.7,330.14,238.17,300.03,309.97,320,235.21,233.95,316.34,317.71,250.49,255.64,317.71,345.54,257.36,275.61,312.24,321.38
16.07.18 15:55:51,0.28,289.3,248.36,316.8,323.68,265.58,276.93,311.79,328.75,235.63,296.89,310.42,320.92,231.85,232.27,314.52,315.43,249.21,252.21,314.97,343.66,254.78,273.42,310.88,320.46
16.07.18 15:56:06,0.53,288.42,246.23,316.8,323.22,264.27,274.74,310.88,328.29,233.95,294.21,311.33,319.55,229.33,227.24,314.52,314.52,247.93,250.07,314.52,340.85,253.06,270.8,310.42,319.55
16.07.18 15:56:21,0.78,286.64,244.52,316.34,322.76,262.54,272.55,309.97,325.52,231.43,291.53,310.88,317.71,226.41,226.82,314.52,315.43,245.37,248.78,314.52,341.31,250.92,268.19,309.97,319.09
16.07.18 15:56:37,1.05,284.43,241.55,314.97,321.38,260.81,270.36,309.06,323.22,228.5,288.86,309.06,317.26,223.49,224.32,313.15,311.79,242.82,247.08,312.24,336.18,248.36,266.45,309.51,316.34
16.07.18 15:56:52,1.3,282.66,240.7,314.06,320.46,259.08,268.62,308.15,321.84,225.16,286.2,308.15,314.52,221.41,223.49,312.7,313.61,241.13,245.37,311.33,335.25,246.23,264.71,308.15,316.8
16.07.18 15:57:07,1.55,280.45,238.59,314.06,319.09,257.79,267.32,307.7,321.84,221.41,284.43,307.7,315.43,219.34,222.66,312.24,312.24,240.28,244.52,310.88,338.98,244.52,263.41,308.15,314.97
16.07.18 15:57:22,1.8,279.13,237.74,313.15,317.71,256.93,265.58,307.25,320.92,218.92,282.66,307.25,313.61,217.26,220.99,311.79,311.79,238.17,243.67,310.88,341.31,241.98,261.68,307.25,314.06
16.07.18 15:57:37,2.05,276.05,236.48,312.24,317.71,256.07,263.84,306.34,319.55,216.02,279.57,307.25,313.15,215.2,220.99,311.33,309.51,236.9,242.4,310.42,344.13,239.86,259.95,306.34,312.24
16.07.18 15:57:52,2.3,273.86,234.79,311.79,316.34,254.35,262.54,305.89,319.09,213.96,278.69,306.8,314.06,213.55,220.16,311.33,310.88,234.37,241.13,309.97,344.13,238.17,258.65,305.89,311.33
