Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,Error
07.08.18 20:12:23,0.05,199.32,199.71,299.05,309.66,202.09,217.32,295.11,298.18,197.73,218.54,291.61,300.81,180.86,205.68,297.74,302.14,167.73,218.13,300.37,302.58,191.42,209.68,299.05,303.46,
07.08.18 20:12:38,0.3,197.73,197.73,298.18,309.66,201.3,214.5,294.23,297.74,196.54,216.52,291.17,300.37,180.47,203.69,296.86,301.25,166.2,213.29,299.05,301.25,188.67,206.08,297.74,303.9,
07.08.18 20:12:53,0.55,193.78,196.94,296.86,307.89,199.71,211.28,293.36,296.86,194.18,215.31,289.43,298.61,179.7,202.89,295.54,300.37,164.29,212.89,297.3,299.93,186.32,200.9,295.98,300.81,
07.08.18 20:13:09,0.82,192.21,195.36,295.54,307,198.52,210.08,292.92,295.11,190.63,213.69,289,298.18,178.14,200.9,294.67,299.49,162.76,207.28,296.42,299.05,183.2,196.15,295.11,300.37,
07.08.18 20:13:24,1.07,189.46,193.39,294.67,306.11,197.73,207.68,291.17,295.11,189.46,211.68,288.56,297.3,177.76,201.3,294.23,298.18,160.85,204.08,295.54,297.74,180.09,192.21,294.23,298.61,
07.08.18 20:13:39,1.32,188.28,194.57,293.36,304.79,196.15,205.68,290.3,293.79,186.71,211.28,287.69,296.42,176.21,199.32,292.92,297.74,160.09,203.69,295.11,296.86,176.21,186.71,292.92,297.3,
07.08.18 20:13:54,1.57,187.89,193.78,292.92,304.34,194.96,204.48,290.3,293.36,185.93,210.08,287.69,295.98,175.43,199.32,292.48,297.3,159.33,198.52,294.67,296.42,173.89,182.03,292.05,296.42,
07.08.18 20:14:09,1.82,185.15,192.99,291.61,303.9,194.18,203.29,289.43,292.92,184.37,208.48,286.82,294.67,173.5,198.52,292.05,296.42,157.81,199.32,294.23,295.54,170.81,178.53,291.17,296.42,
07.08.18 20:14:24,2.07,183.59,190.24,290.74,301.25,192.21,201.3,288.56,291.61,181.64,207.28,285.96,293.79,172.35,197.34,291.17,295.54,155.54,196.94,292.92,294.67,167.73,175.43,289.87,295.54,
07.08.18 20:14:39,2.32,181.25,189.85,290.3,302.14,191.03,201.3,288.56,291.17,180.86,206.88,285.52,293.36,170.81,196.94,290.3,295.11,154.4,194.57,292.92,293.79,166.2,173.12,289,292.92,
07.08.18 20:14:54,2.57,178.92,190.24,289,300.81,189.46,200.11,287.69,290.74,178.14,205.68,285.09,292.48,169.65,195.75,289.87,294.23,151.76,196.15,292.48,292.48,163.9,170.42,288.56,293.36,
07.08.18 20:15:09,2.82,177.37,188.67,288.56,299.49,188.28,198.92,287.26,289.87,176.21,204.88,284.66,292.05,168.5,195.36,289.43,293.36,149.12,191.03,292.05,292.05,162,169.27,287.26,290.74,
07.08.18 20:15:25,3.08,174.27,186.71,286.82,298.18,186.71,197.73,285.52,288.56,172.73,202.89,283.36,289.87,165.43,194.18,287.69,292.05,145.74,191.42,290.3,290.74,158.19,167.35,285.52,289,
07.08.18 20:15:40,3.33,172.35,185.15,286.82,297.74,185.54,196.94,285.52,287.69,170.42,202.89,283.36,290.3,163.9,193.39,288.13,291.61,144.62,189.85,290.3,290.3,157.81,166.97,285.52,289.43,
07.08.18 20:15:55,3.58,170.81,184.76,286.39,297.3,184.37,195.75,285.09,287.69,168.5,202.09,283.36,289.87,162,194.57,287.69,291.61,143.5,186.71,289.87,289.87,155.92,166.2,285.09,286.39,
07.08.18 20:16:10,3.83,170.04,183.2,285.96,297.3,182.81,195.75,285.09,286.82,167.35,201.3,283.36,289.43,158.95,192.99,287.69,291.17,142.75,187.89,290.3,289.43,153.65,165.43,284.66,288.56,
07.08.18 20:16:25,4.08,168.12,182.81,285.52,296.42,181.25,194.96,284.22,285.96,165.82,200.51,282.92,288.13,156.3,193.39,286.39,289.87,140.88,186.32,289,288.56,151,165.05,283.36,285.09,
07.08.18 20:16:40,4.33,167.35,182.03,284.66,295.98,180.86,194.18,284.22,286.39,164.67,199.71,282.49,288.13,155.16,192.6,286.39,290.3,139.77,183.2,288.56,288.13,149.12,163.14,282.92,285.96,
07.08.18 20:16:55,4.58,165.82,180.86,284.22,295.11,178.53,193.78,283.36,285.52,164.29,198.92,282.49,287.69,154.02,192.99,285.96,289.43,138.28,184.37,288.13,287.26,146.87,160.85,282.06,282.92,
07.08.18 20:17:10,4.83,165.05,182.03,283.36,293.79,177.37,192.21,282.92,284.66,162.76,198.13,282.06,286.82,151.76,192.21,285.09,288.13,136.79,178.53,287.26,286.39,144.62,158.95,281.2,282.06,
07.08.18 20:17:25,5.08,163.52,178.53,282.92,293.36,175.43,191.81,282.49,284.22,161.62,196.54,281.63,285.96,150.25,191.42,284.66,288.13,134.94,176.98,287.26,285.09,142.75,156.67,280.33,282.92,
07.08.18 20:17:40,5.33,163.14,178.53,282.49,292.92,174.27,191.03,282.06,284.22,160.09,195.75,280.77,285.96,148.75,191.42,284.22,287.69,133.46,177.37,286.39,285.09,141.26,154.78,279.9,279.47,
07.08.18 20:17:55,5.58,162,176.21,281.63,292.92,172.73,190.24,281.63,282.92,159.33,194.57,280.77,285.09,147.24,189.85,283.79,287.26,132.72,175.05,286.39,284.22,140.14,152.51,279.04,280.33,
07.08.18 20:18:10,5.83,160.85,176.21,281.63,292.05,171.19,189.85,281.2,282.49,157.81,193.39,280.77,284.66,145.74,190.63,283.36,286.82,131.61,176.59,285.52,283.79,139.39,148.75,278.61,279.9,
07.08.18 20:18:25,6.08,159.33,174.27,281.2,291.17,169.65,189.06,280.77,282.06,156.3,192.21,279.9,284.22,144.62,188.67,282.92,285.96,130.87,173.89,285.52,283.36,138.65,147.24,277.75,276.89,
07.08.18 20:18:40,6.33,157.81,174.27,280.33,291.17,168.12,187.89,280.77,281.2,154.78,191.03,279.47,283.79,143.5,189.46,282.49,285.96,130.87,172.35,285.09,282.06,137.91,145.74,277.32,277.75,
07.08.18 20:18:55,6.58,157.05,174.27,279.9,290.74,166.97,187.5,280.77,281.2,153.65,189.46,279.04,283.36,142,187.1,282.49,285.52,130.13,173.12,284.66,281.63,137.53,144.99,276.46,277.75,
07.08.18 20:19:10,6.83,155.16,172.73,279.04,288.56,165.82,186.71,279.47,280.33,152.14,188.67,279.04,282.49,140.51,187.5,282.06,284.66,129.39,168.88,282.49,280.77,136.79,144.62,275.6,273.89,
07.08.18 20:19:25,7.08,154.78,171.19,279.04,289,165.43,185.54,279.47,280.33,151,187.89,278.61,282.06,139.02,186.32,280.77,284.66,128.66,169.65,283.79,280.33,136.05,144.25,274.74,276.46,
07.08.18 20:19:40,7.33,153.27,169.27,279.04,288.56,164.29,185.54,279.47,279.47,150.63,187.1,278.61,281.63,138.28,185.15,281.2,283.79,126.82,168.5,282.06,279.47,136.05,143.87,274.74,274.74,
07.08.18 20:19:55,7.58,152.51,169.27,278.18,288.13,163.14,184.37,278.61,278.61,149.12,185.15,278.18,281.2,136.42,184.76,279.9,283.36,125.72,166.58,283.36,279.04,134.2,143.12,273.89,271.75,
07.08.18 20:20:10,7.83,151.38,168.12,278.18,287.26,162.76,183.98,278.61,279.04,148.75,184.76,278.18,280.77,136.05,182.81,279.9,283.79,125.35,167.35,281.63,279.04,133.83,143.87,273.89,272.18,
07.08.18 20:20:25,8.08,150.25,168.12,277.32,286.39,161.23,182.81,278.18,277.75,146.87,183.59,277.32,279.9,134.2,183.59,279.04,282.49,124.25,162,281.63,277.75,132.35,143.12,272.6,269.61,
07.08.18 20:20:40,8.33,149.12,166.97,276.89,285.96,160.09,181.64,277.32,277.75,146.12,182.81,276.89,279.47,133.09,181.64,279.47,282.06,123.15,163.9,282.06,277.32,131.61,142.75,271.75,271.75,
07.08.18 20:20:55,8.58,147.99,166.58,277.32,286.39,158.95,180.86,277.75,276.89,144.99,181.64,277.32,279.04,132.35,182.03,279.04,282.06,122.06,162.76,279.9,277.32,130.5,143.5,271.75,268.76,
07.08.18 20:21:10,8.83,146.49,165.82,276.46,285.09,157.05,181.25,277.32,276.03,143.5,180.47,276.46,278.61,130.87,181.25,278.61,281.63,120.96,160.47,279.47,276.03,129.39,143.12,271.32,269.19,
07.08.18 20:21:25,9.08,145.74,163.52,276.46,284.66,156.3,181.25,276.46,276.03,142.75,179.31,276.46,278.18,129.39,180.09,277.75,281.2,120.23,161.62,278.61,275.6,127.19,143.12,270.47,268.34,
07.08.18 20:21:40,9.33,144.25,163.9,275.6,284.22,155.16,180.86,276.46,276.03,141.63,178.14,276.03,277.32,128.66,180.47,277.75,280.77,119.14,158.19,278.61,274.74,126.45,143.5,270.04,267.06,
07.08.18 20:21:55,9.58,142.75,162.38,275.17,284.22,154.4,180.09,276.03,275.6,140.51,176.98,276.46,277.32,127.55,178.53,277.32,280.33,117.68,158.95,277.75,274.32,124.62,144.25,269.19,267.06,
07.08.18 20:22:10,9.83,141.63,163.52,275.6,283.79,153.65,180.09,276.03,275.17,139.77,175.43,276.03,277.32,126.45,179.31,277.32,279.9,116.59,159.33,278.18,273.89,123.52,144.62,268.76,265.36,
07.08.18 20:22:25,10.08,140.51,162.38,274.74,282.92,152.14,179.31,275.6,274.32,138.65,173.89,275.6,276.46,124.98,177.76,276.46,279.47,115.5,154.4,277.75,273.46,122.42,144.25,268.34,266.63,
07.08.18 20:22:40,10.33,139.39,161.23,274.74,282.06,151.38,178.53,274.74,273.46,138.28,171.96,275.17,275.6,123.52,177.37,275.6,279.04,114.41,156.67,277.75,272.6,120.96,143.87,267.91,263.66,
07.08.18 20:22:55,10.58,138.28,160.85,274.32,282.49,150.63,178.14,274.74,273.03,137.16,171.19,275.17,275.6,122.42,177.37,275.6,279.04,113.69,154.4,277.32,273.03,119.86,144.25,267.48,267.06,
07.08.18 20:23:10,10.83,137.53,158.95,274.32,281.63,149.87,177.37,274.74,273.03,136.42,170.42,275.17,275.17,120.96,175.82,275.6,277.75,113.32,152.89,276.46,271.75,117.32,143.87,267.06,262.81,
07.08.18 20:23:25,11.08,136.05,159.71,273.89,281.2,148.75,176.98,274.32,272.6,135.31,169.27,274.74,273.89,119.86,176.21,274.74,277.75,112.96,155.54,276.89,271.75,115.86,143.12,266.63,264.51,
07.08.18 20:23:40,11.33,135.31,157.81,273.46,280.77,147.62,176.59,274.32,272.18,134.57,168.5,274.32,273.89,118.77,173.89,274.74,277.75,111.51,150.63,276.03,270.89,114.05,143.12,265.78,261.97,
07.08.18 20:23:55,11.58,133.46,158.19,273.03,280.33,146.87,175.82,273.46,271.32,133.46,167.73,273.89,273.46,116.95,173.12,274.32,276.89,110.43,151.76,273.89,270.04,111.51,142,265.36,261.55,
07.08.18 20:24:10,11.83,133.09,158.19,272.6,280.33,145.74,175.82,273.46,271.32,132.72,166.97,273.89,273.46,116.22,171.58,273.89,276.89,109.35,151,275.6,270.04,110.43,141.63,264.93,261.55,
07.08.18 20:24:25,12.08,131.98,157.05,273.03,279.9,145.37,175.05,273.46,270.89,131.98,166.2,273.89,272.6,115.5,170.81,273.46,276.46,108.27,146.12,275.17,269.61,110.07,140.51,264.51,260.28,
07.08.18 20:24:40,12.33,131.24,157.43,273.03,279.9,144.25,174.66,273.03,269.61,130.87,164.67,273.46,272.6,114.77,170.81,273.03,275.6,107.19,149.5,274.32,269.61,109.71,139.77,264.09,260.7,
07.08.18 20:24:55,12.58,130.13,154.78,272.6,279.04,143.5,174.27,272.6,269.61,130.5,163.9,273.89,272.18,114.05,168.12,273.03,276.46,106.11,146.12,274.74,268.34,108.99,139.39,264.09,259.01,
07.08.18 20:25:10,12.83,129.76,155.54,271.75,278.61,142,173.5,271.75,269.61,129.39,163.52,273.03,271.75,113.32,169.27,272.6,275.6,104.67,145.37,273.89,267.91,107.91,138.28,263.24,260.28,
07.08.18 20:25:25,13.08,128.29,154.02,271.75,277.75,140.88,173.12,271.75,268.34,128.29,161.62,272.6,271.32,112.96,166.97,271.75,274.74,103.59,148.37,272.18,267.91,106.83,138.28,262.81,257.75,
07.08.18 20:25:40,13.33,128.29,154.78,271.75,277.75,140.14,172.35,271.75,268.34,127.55,160.47,272.18,270.89,112.24,167.73,271.75,275.17,102.88,142.38,273.03,267.06,106.83,137.53,262.39,259.43,
07.08.18 20:25:55,13.58,127.55,153.65,270.89,277.75,139.39,172.35,271.32,268.34,126.82,159.71,272.6,270.89,111.51,166.2,270.89,274.32,101.8,144.62,273.03,267.06,106.11,136.42,261.97,256.48,
07.08.18 20:26:10,13.83,127.55,152.89,270.89,276.89,138.28,171.96,271.32,267.91,126.08,158.95,272.6,270.47,110.43,165.82,270.89,274.32,100.73,144.62,273.03,266.21,105.75,136.05,261.97,258.17,
07.08.18 20:26:25,14.08,126.82,152.51,270.89,276.89,137.53,171.96,271.32,267.48,125.35,157.81,272.18,270.04,110.07,165.05,270.89,273.89,99.3,139.02,273.03,266.21,105.39,135.31,260.7,256.48,
07.08.18 20:26:40,14.33,126.82,150.63,270.89,276.46,136.79,171.58,270.89,267.91,125.35,156.67,272.18,270.04,109.35,163.52,270.47,273.89,98.59,144.99,271.75,265.78,104.67,134.94,259.85,256.9,
07.08.18 20:26:55,14.58,125.35,151,270.04,275.6,135.68,171.58,270.47,266.63,123.88,155.54,271.32,268.76,108.63,163.14,269.61,273.46,97.16,141.63,270.47,265.36,103.59,134.57,258.59,256.06,
07.08.18 20:27:10,14.83,124.25,149.87,270.04,275.6,135.31,170.81,270.04,266.21,123.52,154.02,270.89,268.76,107.91,162.38,269.61,272.6,96.1,138.28,270.04,264.51,102.16,133.83,258.17,254.8,
07.08.18 20:27:25,15.08,124.25,150.25,269.61,274.32,134.57,170.42,269.61,266.21,122.79,153.27,270.89,268.76,107.19,162,268.76,272.18,95.38,143.12,270.47,264.09,100.73,133.46,258.17,255.64,
07.08.18 20:27:40,15.33,123.15,149.12,269.61,274.32,133.09,170.42,269.61,265.78,121.69,151.76,271.32,267.91,106.83,161.62,268.76,271.75,94.67,138.65,270.47,264.09,99.66,132.72,257.75,253.96,
07.08.18 20:27:55,15.58,122.42,148.37,269.19,274.74,132.35,169.65,269.19,264.93,121.32,150.63,270.47,267.48,106.11,160.85,267.91,271.32,93.61,139.77,270.04,263.24,97.88,131.61,257.33,254.8,
07.08.18 20:28:10,15.83,121.69,148.37,268.76,273.46,131.24,168.88,268.76,264.93,120.23,151,270.04,267.48,106.11,160.47,267.48,271.75,93.25,142.75,268.34,262.81,96.81,130.87,256.9,253.12,
07.08.18 20:28:25,16.08,120.59,146.87,268.76,273.89,130.5,168.88,268.34,264.51,119.86,149.87,270.04,266.63,106.11,160.09,267.91,271.32,92.55,134.94,269.61,262.39,96.45,130.13,256.06,255.22,
07.08.18 20:28:40,16.33,119.5,146.87,268.76,273.03,129.39,168.5,268.76,264.09,119.14,149.12,269.61,266.63,105.39,159.33,267.48,270.89,92.19,139.77,269.61,261.97,96.1,129.39,256.06,251.45,
