Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
13.08.18 19:18:24,0.03,174.27,210.08,293.36,299.05,176.59,227.07,291.17,302.14,151.76,225.03,292.92,295.54,159.33,198.52,291.61,297.3,170.04,236.5,303.46,292.05,167.73,235.26,294.23,296.86
13.08.18 19:18:39,0.28,171.96,206.08,292.05,297.3,173.12,223.4,289.87,300.37,148.75,221.78,292.05,292.92,156.3,193.78,291.17,295.98,167.73,233.21,301.25,289.87,163.9,232.8,292.48,295.11
13.08.18 19:18:54,0.53,168.12,204.08,290.3,295.11,169.27,220.56,288.56,299.05,146.12,219.75,289.43,291.61,154.02,192.21,288.56,294.67,166.58,230.34,298.61,288.56,156.67,230.75,291.61,294.23
13.08.18 19:19:09,0.78,165.43,202.09,288.56,294.67,167.35,217.73,287.26,297.74,144.99,216.92,288.13,290.74,152.51,190.24,287.69,293.36,166.58,227.88,296.86,287.69,151.38,228.7,290.3,293.36
13.08.18 19:19:24,1.03,162.76,200.51,287.69,293.36,165.43,214.9,286.39,296.86,142.38,215.71,287.26,289.43,150.25,188.28,286.82,292.92,164.67,225.44,295.54,287.26,147.62,226.66,289.43,292.05
13.08.18 19:19:40,1.3,159.71,198.13,285.96,292.05,163.9,211.68,285.09,295.11,140.14,213.69,285.96,288.56,148.37,185.54,285.52,291.61,163.14,223.4,293.79,285.96,144.25,225.03,287.69,290.74
13.08.18 19:19:55,1.55,156.67,196.94,285.09,291.61,162.38,209.28,284.66,294.23,139.02,212.89,285.09,287.26,146.49,183.59,284.66,290.74,161.62,221.78,292.48,285.52,141.26,222.59,287.26,289.43
13.08.18 19:20:10,1.8,154.4,194.96,284.22,290.3,161.23,206.48,283.79,292.92,135.68,211.28,284.22,286.39,143.5,181.25,284.22,289.87,159.71,220.56,291.17,284.66,138.65,219.75,285.96,288.13
13.08.18 19:20:25,2.05,151.76,193.39,283.36,289,159.33,204.08,282.49,292.05,133.83,209.68,282.92,285.09,140.88,180.09,283.36,288.56,158.19,218.94,289.87,283.79,135.68,216.92,284.66,287.26
13.08.18 19:20:40,2.3,147.99,192.99,282.92,288.56,158.57,203.29,282.06,291.61,132.35,208.48,282.49,285.09,139.39,179.31,282.49,288.56,157.43,217.32,289,283.79,133.46,214.9,284.22,286.39
13.08.18 19:20:55,2.55,145.74,191.03,282.06,288.13,157.05,201.7,281.63,290.74,130.5,206.88,282.06,284.22,138.65,178.14,282.06,287.69,155.54,214.9,288.56,282.92,131.24,212.89,283.36,285.52
13.08.18 19:21:10,2.8,142.75,190.24,282.06,286.82,155.92,200.51,280.33,289.87,128.66,206.48,280.77,283.36,136.42,177.76,281.63,286.82,154.02,212.89,287.69,281.63,128.29,211.28,281.63,282.49
13.08.18 19:21:25,3.05,140.51,189.85,281.63,286.39,155.54,199.32,279.9,290.3,126.08,206.08,278.61,282.92,134.94,176.59,281.2,285.52,152.51,211.28,287.26,281.63,126.45,209.28,280.77,281.2
13.08.18 19:21:40,3.3,139.39,188.28,280.77,285.96,153.65,196.54,279.47,289.43,123.15,205.28,277.75,282.49,133.46,175.82,280.33,284.22,151.38,209.68,285.96,280.77,124.98,207.68,279.04,279.9
13.08.18 19:21:55,3.55,136.79,186.32,279.9,284.66,151.38,194.57,279.04,289,121.69,204.08,277.32,281.63,131.61,174.66,279.9,283.36,150.25,208.48,285.52,280.33,122.79,206.08,278.61,279.04
13.08.18 19:22:10,3.8,134.57,183.59,279.04,283.79,148.37,192.6,278.61,288.56,119.86,202.49,276.89,280.77,130.5,174.27,279.47,282.06,148.37,205.28,284.66,279.47,119.14,204.48,277.75,278.61
13.08.18 19:22:25,4.05,133.46,180.47,278.61,282.92,146.12,191.42,277.75,287.26,118.41,201.3,276.46,279.9,129.39,172.73,279.04,281.63,146.87,204.48,283.79,278.61,116.95,202.89,276.46,277.32
13.08.18 19:22:40,4.3,132.72,179.31,278.18,282.92,144.62,189.85,277.32,287.26,116.95,200.11,276.89,279.47,127.55,172.73,278.61,281.2,146.12,204.08,283.36,278.61,115.5,201.3,276.03,276.89
13.08.18 19:22:55,4.55,130.5,177.76,277.75,281.63,142.75,188.28,276.46,286.39,115.86,199.71,276.46,279.04,125.72,171.58,278.18,280.33,144.62,202.89,282.06,277.75,113.32,199.32,274.32,276.03
13.08.18 19:23:10,4.8,127.55,175.43,277.32,281.63,140.14,186.71,276.46,285.96,114.77,198.92,276.03,278.61,124.62,169.65,277.32,279.9,142.75,202.09,281.63,277.75,111.51,197.73,274.32,275.6
13.08.18 19:23:25,5.05,126.08,173.89,276.46,280.77,138.65,185.15,276.03,285.52,113.32,198.13,275.6,277.75,123.52,169.27,277.32,279.04,141.63,200.51,281.2,276.89,110.43,195.75,273.03,274.32
13.08.18 19:23:40,5.3,127.19,173.89,276.03,279.9,137.16,183.59,275.17,285.52,111.88,196.54,274.32,277.32,121.69,168.12,276.46,278.61,140.14,199.71,280.33,276.03,108.99,194.18,272.6,273.46
13.08.18 19:23:55,5.55,125.72,173.12,275.6,279.47,136.79,182.81,275.17,284.22,110.79,194.96,274.32,277.32,120.59,166.97,276.03,277.75,139.02,198.92,280.33,275.6,107.55,192.6,271.75,273.46
13.08.18 19:24:10,5.8,123.15,171.96,275.6,278.61,136.42,181.64,274.32,283.79,109.35,193.78,273.89,276.89,118.77,165.82,275.6,277.32,137.91,198.13,279.04,275.17,106.11,191.03,270.47,272.6
13.08.18 19:24:25,6.05,120.96,170.81,273.89,277.75,136.42,179.7,273.03,282.92,107.55,191.81,273.03,275.6,117.32,163.52,274.74,276.03,136.42,196.54,278.18,273.89,103.95,189.46,269.61,271.32
13.08.18 19:24:40,6.3,119.86,170.04,273.89,277.32,134.94,178.92,273.46,282.92,106.47,191.03,272.6,275.17,116.22,162.38,274.74,275.6,135.68,195.75,277.75,273.46,102.16,188.28,268.76,270.47
13.08.18 19:24:55,6.55,119.5,169.65,273.89,276.89,132.35,178.53,272.6,282.49,105.03,190.63,273.03,275.6,115.14,161.62,274.32,275.6,134.94,194.57,277.75,273.46,101.09,187.1,268.76,270.04
13.08.18 19:25:10,6.8,117.68,168.12,273.46,276.03,131.61,177.37,272.6,281.2,103.24,188.67,272.18,274.32,112.96,158.57,273.03,274.32,133.09,193.78,276.46,272.6,98.95,185.93,267.91,269.19
13.08.18 19:25:25,7.05,118.41,168.12,273.03,275.6,129.76,176.59,271.75,281.2,101.8,187.89,272.18,274.32,111.88,156.67,273.03,273.89,131.98,192.99,276.03,272.18,98.23,184.76,267.48,269.19
13.08.18 19:25:40,7.3,116.22,166.97,272.6,275.17,128.29,175.82,271.75,280.77,100.37,187.1,271.75,273.46,110.43,154.78,272.6,273.46,131.24,192.6,275.6,271.75,96.45,183.98,266.63,268.34
13.08.18 19:25:55,7.55,114.77,165.82,271.75,274.32,126.82,175.05,271.75,279.9,98.95,185.93,271.32,272.6,108.63,153.65,271.75,273.03,130.13,192.21,274.74,270.89,92.9,183.2,266.21,267.91
13.08.18 19:26:10,7.8,115.14,165.43,272.18,273.89,125.72,174.27,270.89,279.9,98.59,184.76,271.32,272.6,107.91,152.89,271.32,272.6,129.39,191.03,273.89,270.89,91.13,182.03,265.36,267.48
13.08.18 19:26:25,8.05,110.79,163.52,271.75,273.89,124.25,172.73,270.47,279.04,97.52,183.98,270.89,271.75,106.11,152.51,270.47,271.75,128.66,189.85,273.46,269.61,89.01,181.25,264.09,266.63
13.08.18 19:26:40,8.3,109.35,163.14,271.75,274.32,122.79,171.58,270.47,279.04,96.81,183.98,270.89,271.75,105.03,152.51,270.89,271.75,127.55,189.06,273.46,269.61,87.25,180.47,264.51,266.63
13.08.18 19:26:55,8.55,108.63,163.14,270.89,273.46,120.59,170.04,270.04,278.18,95.74,182.81,270.89,271.32,103.24,151.76,270.04,271.32,126.45,188.67,272.6,268.76,83.73,179.31,263.24,266.21
13.08.18 19:27:10,8.8,102.52,161.23,270.47,272.6,119.14,169.27,269.19,277.75,95.03,182.42,270.47,270.47,101.45,151.38,269.19,270.47,125.35,187.1,272.18,267.91,81.27,178.14,262.81,264.93
