Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
09.08.18 19:36:02,0.03,173.5,212.49,311.89,309.22,193.78,222.59,312.78,306.11,223.4,234.85,308.77,306.11,202.89,213.29,303.02,303.46,191.81,216.92,305.67,304.34,154.78,236.91,303.46,304.79
09.08.18 19:36:17,0.28,168.88,210.88,310.11,307.44,191.42,220.56,310.55,305.23,218.54,234.03,305.67,305.23,201.3,211.68,302.14,302.58,189.06,213.29,305.23,303.02,152.51,234.85,302.58,303.02
09.08.18 19:36:32,0.53,165.43,209.28,308.33,305.67,189.06,218.54,308.77,303.46,213.69,232.8,305.23,303.9,199.32,209.68,300.81,300.81,185.93,209.68,303.46,301.7,149.87,231.98,300.81,301.25
09.08.18 19:36:47,0.78,164.29,208.08,307.44,304.34,185.93,216.52,307.44,302.14,211.28,231.98,303.02,302.14,196.15,208.08,300.37,299.49,182.03,206.88,302.58,300.81,147.62,230.75,299.49,300.37
09.08.18 19:37:02,1.03,162,205.68,306.11,302.58,183.98,215.71,306.11,301.7,208.48,231.16,301.7,301.25,194.18,206.88,300.37,298.61,178.53,204.48,302.14,299.49,146.49,228.7,298.61,299.49
09.08.18 19:37:18,1.3,160.09,204.08,304.79,300.81,180.47,214.1,304.79,299.93,206.08,230.75,300.81,300.37,192.21,205.28,299.05,297.3,175.05,202.09,300.37,298.61,143.87,226.25,297.3,297.74
09.08.18 19:37:34,1.57,157.81,202.09,303.02,299.05,176.21,212.09,303.02,299.05,203.69,229.52,298.61,298.61,189.46,203.29,297.3,295.54,170.04,199.32,299.49,297.3,141.26,223.81,295.98,295.98
09.08.18 19:37:49,1.82,155.92,200.51,302.14,297.74,173.5,210.88,302.14,298.61,201.7,228.7,297.3,298.18,187.89,201.7,296.86,294.67,167.35,196.94,299.05,296.42,138.65,221.37,294.67,294.67
09.08.18 19:38:04,2.07,154.02,198.92,301.25,296.86,171.19,209.68,301.25,297.3,198.52,227.47,297.3,296.86,185.54,198.92,294.23,294.23,164.29,194.96,298.18,295.54,136.42,218.94,293.79,293.79
09.08.18 19:38:19,2.32,153.27,198.13,300.37,295.98,169.65,209.28,300.37,296.86,196.54,226.25,295.54,296.42,183.59,197.34,293.79,293.79,162.76,193.39,297.74,295.11,134.2,217.32,293.36,292.92
