Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
24.07.18 17:25:40,0.03,222.99,198.13,324.44,330.77,237.32,239.39,328.51,323.99,241.04,213.69,309.66,325.34,201.7,219.34,313.22,319.94,235.26,258.17,316.8,334.87,225.03,257.75,324.89,323.99
24.07.18 17:25:55,0.28,220.56,196.94,323.08,328.96,234.44,238.56,327.6,322.63,238.56,212.89,308.77,323.53,200.9,218.13,311.89,319.04,233.62,253.96,315.46,331.23,222.99,254.38,323.08,322.18
24.07.18 17:26:12,0.57,216.92,195.75,321.28,327.15,231.16,236.09,326.24,321.28,236.09,208.48,307.89,322.18,200.51,213.69,310.55,318.14,233.21,249.78,314.12,328.05,221.37,251.45,321.28,321.28
24.07.18 17:26:27,0.82,215.31,194.57,319.49,325.79,229.11,233.21,324.44,319.49,233.21,206.48,307,320.38,198.92,212.49,308.77,316.8,231.57,246.02,312.33,325.34,220.15,248.94,319.49,319.49
24.07.18 17:26:42,1.07,214.1,192.99,319.04,325.34,227.47,231.57,323.08,318.14,231.57,204.48,306.11,319.49,197.34,210.08,308.33,316.35,230.75,242.28,311.89,323.53,218.94,246.86,319.04,318.14
24.07.18 17:26:57,1.32,212.49,191.03,318.14,323.99,226.25,229.93,321.73,317.24,229.11,202.89,305.23,318.14,195.75,208.48,307.44,315.01,228.29,238.56,311,321.73,217.32,244.36,317.24,316.8
24.07.18 17:27:12,1.57,210.48,189.06,316.35,322.18,224.62,226.25,320.38,315.9,227.07,200.9,303.9,316.8,193.78,206.88,306.56,314.12,225.03,234.03,309.22,319.04,214.9,240.21,315.01,315.01
24.07.18 17:27:27,1.82,210.08,187.1,315.01,321.28,223.81,224.62,319.49,315.01,225.03,199.71,303.46,315.9,192.21,206.48,305.23,313.22,222.59,229.93,308.77,317.69,213.29,238.15,314.56,314.12
24.07.18 17:27:42,2.07,209.68,184.76,313.67,319.94,222.59,222.59,318.14,313.22,222.18,197.34,302.58,314.56,190.24,205.68,304.79,312.78,219.75,225.84,307.89,316.35,212.09,235.67,312.78,313.22
24.07.18 17:27:57,2.32,208.88,182.42,312.33,318.59,221.37,220.56,317.24,312.78,218.94,194.96,301.7,313.22,188.67,204.48,304.34,311.44,216.52,221.78,306.56,314.56,210.48,233.62,311.44,311.89
24.07.18 17:28:12,2.57,210.08,179.7,311.89,317.24,220.56,218.54,315.46,311,215.71,193.78,300.81,312.33,186.71,202.09,303.46,310.55,214.1,217.73,305.67,313.22,208.08,231.16,310.11,310.11
24.07.18 17:28:27,2.82,209.68,177.76,311,316.35,219.75,216.92,314.56,310.55,212.49,192.21,300.37,311.44,185.15,201.3,303.02,310.11,211.28,215.31,305.23,311.89,206.48,229.11,308.77,309.66
24.07.18 17:28:42,3.07,207.68,175.43,310.11,314.56,218.54,215.71,313.22,309.22,208.48,191.03,299.49,310.11,183.59,202.09,302.14,309.66,208.08,212.49,304.34,310.55,203.69,226.25,307.89,307.89
24.07.18 17:28:57,3.32,206.08,173.5,308.77,313.67,217.32,213.69,311.89,309.22,205.68,189.46,299.05,309.22,182.42,197.34,301.25,308.33,206.48,208.08,303.46,309.22,202.49,223.81,306.56,307
24.07.18 17:29:12,3.57,203.69,171.96,307.89,313.22,216.52,212.49,311.44,308.33,204.48,188.28,298.18,308.77,180.86,196.15,301.25,307.89,203.29,205.28,303.02,308.77,201.3,220.56,305.23,306.11
24.07.18 17:29:27,3.82,203.29,170.81,307,311.89,216.11,211.28,310.55,307.44,202.89,187.1,297.74,307.89,179.31,194.57,300.37,307.44,200.51,202.49,302.14,307.44,200.11,218.54,303.9,305.23
24.07.18 17:29:42,4.07,201.7,169.27,306.11,311,214.5,210.08,310.11,306.56,202.09,185.93,296.86,307,177.76,193.78,299.93,306.56,197.73,200.11,302.14,306.56,198.52,216.11,302.58,303.46
24.07.18 17:29:57,4.32,199.71,168.12,305.23,309.66,214.1,208.48,308.77,305.67,200.51,184.76,296.42,305.67,175.82,192.21,299.05,305.67,195.36,197.73,301.25,305.67,196.15,213.29,301.25,302.58
