Date,Day,run,vial_pos,SIZE
20180724,10,2,B4,5.116
20180724,10,2,B4,5.167
20180724,10,2,B5,5.847
20180724,10,2,B5,4.7
20180724,10,2,B5,4.951
20180724,10,2,B5,4.894
20180724,10,2,B5,4.678
20180724,10,2,B5,5.432
20180724,10,2,B5,5.091
20180724,10,2,B5,6.294
20180724,10,2,B5,5.678
20180724,10,2,B5,6.093
20180724,10,2,B6,4.994
20180724,10,2,B6,4.916
20180724,10,2,B6,4.792
20180724,10,2,B6,5.504
20180724,10,2,B6,6.507
20180724,10,2,B6,4.551
20180724,10,2,B6,5.805
20180724,10,2,B6,5.034
20180724,10,2,B6,4.523
20180724,10,2,B6,5.314
