Date,Day,run,vial_pos,SIZE,
20180807,0,1,B5,6.457,
20180807,0,1,B5,5.613,
20180807,0,1,B5,5.99,
20180807,0,1,B5,6.2,
20180807,0,1,B6,4.45,
20180807,0,1,B6,6.036,
20180807,0,1,B6,8.002,
20180807,0,1,B6,6.873,
20180807,0,1,B6,5.925,
20180807,0,1,B6,5.91,
20180807,0,1,B6,6.627,
20180807,0,1,B6,7.279,
20180807,0,1,B6,6.108,
20180807,0,1,B6,5.434,
20180807,0,2,A1,5.241,
20180807,0,2,A1,4.293,
20180807,0,2,A1,5.366,
20180807,0,2,A1,5.012,
20180807,0,2,A1,5.509,
20180807,0,2,A1,5.51,
20180807,0,2,A1,4.711,
20180807,0,2,A1,6.296,
20180807,0,2,A1,5.853,
20180807,0,2,A1,5.989,
20180807,0,2,A2,5.956,
20180807,0,2,A2,4.647,
20180807,0,2,A2,5.52,
20180807,0,2,A2,4.572,
20180807,0,2,A2,5.392,
20180807,0,2,A2,5.51,
20180807,0,2,A2,5.839,
20180807,0,2,A2,4.152,
20180807,0,2,A2,6.549,
20180807,0,2,A2,6.276,
20180807,0,2,A3,3.815,
20180807,0,2,A3,5.767,
20180807,0,2,A3,6.142,
20180807,0,2,A3,4.536,
20180807,0,2,A3,5.93,
20180807,0,2,A3,4.62,
20180807,0,2,A3,5.224,
20180807,0,2,A3,5.663,
20180807,0,2,A3,6.142,
20180807,0,2,A3,6.16,
20180807,0,2,A4,7.6,
20180807,0,2,A4,3.934,
20180807,0,2,A4,6.262,
20180807,0,2,A4,5.871,
20180807,0,2,A4,5.969,
20180807,0,2,A4,6.112,
20180807,0,2,A4,5.788,
20180807,0,2,A4,5.731,
20180807,0,2,A4,6.277,
20180807,0,2,A4,6.075,
20180807,0,2,A5,6.398,
20180807,0,2,A5,5.668,
20180807,0,2,A5,6.666,
20180807,0,2,A5,5.591,
20180807,0,2,A5,5.275,
20180807,0,2,A5,6.973,
20180807,0,2,A5,6.53,
20180807,0,2,A5,6.473,
20180807,0,2,A5,5.97,
20180807,0,2,A5,4.943,
20180807,0,2,A6,5.96,
20180807,0,2,A6,6.83,
20180807,0,2,A6,6.04,
20180807,0,2,A6,5.933,
20180807,0,2,A6,5.587,
20180807,0,2,A6,6.201,
20180807,0,2,A6,7.649,
20180807,0,2,A6,4.998,
20180807,0,2,A6,5.544,
20180807,0,2,A6,5.901,
20180807,0,2,B1,6.148,
20180807,0,2,B1,5.855,
20180807,0,2,B1,4.28,
20180807,0,2,B1,5.776,
20180807,0,2,B1,6.291,
20180807,0,2,B1,4.779,
20180807,0,2,B1,6.216,
20180807,0,2,B1,5.729,
20180807,0,2,B1,6.534,
20180807,0,2,B1,5.885,
20180807,0,2,B2,5.571,
20180807,0,2,B2,4.867,
20180807,0,2,B2,5.445,
20180807,0,2,B2,5.244,
20180807,0,2,B2,6.164,
20180807,0,2,B2,6.062,
20180807,0,2,B2,6.755,
20180807,0,2,B2,5.912,
20180807,0,2,B2,6.036,
20180807,0,2,B2,6.057,
20180807,0,2,B3,5.75,
20180807,0,2,B3,5.332,
20180807,0,2,B3,6.267,
20180807,0,2,B3,6.325,
20180807,0,2,B3,5.203,
20180807,0,2,B3,5.302,
20180807,0,2,B3,6.005,
20180807,0,2,B3,6.26,
20180807,0,2,B3,4.538,
20180807,0,2,B3,6.228,
20180807,0,2,B4,4.736,
20180807,0,2,B4,4.732,
20180807,0,2,B4,5.629,
20180807,0,2,B4,5.846,
20180807,0,2,B4,3.68,
20180807,0,2,B4,6.958,
20180807,0,2,B4,5.734,
20180807,0,2,B4,5.906,
20180807,0,2,B4,5.359,
20180807,0,2,B4,5.19,
20180807,0,2,B5,6.037,
20180807,0,2,B5,6.009,
20180807,0,2,B5,5.454,
20180807,0,2,B5,6.805,
20180807,0,2,B5,5.516,
20180807,0,2,B5,5.552,
20180807,0,2,B5,5.332,
20180807,0,2,B5,6.347,
20180807,0,2,B5,6.108,
20180807,0,2,B5,5.452,
20180807,0,2,B6,5.384,
20180807,0,2,B6,6.204,
20180807,0,2,B6,6.619,
20180807,0,2,B6,6.234,
20180807,0,2,B6,5.669,
20180807,0,2,B6,6.82,
20180807,0,2,B6,7.284,
20180807,0,2,B6,5.666,
20180807,0,2,B6,5.287,
20180807,0,2,B6,6.422,
20180809,2,1,A1,5.493,
20180809,2,1,A1,5.129,
20180809,2,1,A1,5.928,
20180809,2,1,A1,4.195,
20180809,2,1,A1,4.316,
20180809,2,1,A1,6.096,
20180809,2,1,A1,7.193,
20180809,2,1,A1,6.417,
20180809,2,1,A1,4.737,
20180809,2,1,A1,5.388,
20180809,2,1,A2,5.468,
20180809,2,1,A2,5.735,
20180809,2,1,A2,4.055,
20180809,2,1,A2,5.771,
20180809,2,1,A2,5.985,
20180809,2,1,A2,5.369,
20180809,2,1,A2,5.888,
20180809,2,1,A2,5.085,
20180809,2,1,A2,6.044,
20180809,2,1,A3,5.491,
20180809,2,1,A3,5.233,
20180809,2,1,A3,6.008,
20180809,2,1,A3,4.584,
20180809,2,1,A3,4.462,
20180809,2,1,A3,6.029,
20180809,2,1,A3,5.77,
20180809,2,1,A3,4.427,
20180809,2,1,A3,4.26,
20180809,2,1,A3,6.06,
20180809,2,1,A4,7.206,
20180809,2,1,A4,5.805,
20180809,2,1,A4,6.281,
20180809,2,1,A4,4.867,
20180809,2,1,A4,5.869,
20180809,2,1,A4,5.87,
20180809,2,1,A4,7.108,
20180809,2,1,A4,5.903,
20180809,2,1,A4,5.397,
20180809,2,1,A4,6.625,
20180809,2,1,A5,6.803,
20180809,2,1,A5,6.524,
20180809,2,1,A5,6.814,
20180809,2,1,A5,6.081,
20180809,2,1,A5,6.084,
20180809,2,1,A5,4.921,
20180809,2,1,A5,5.646,
20180809,2,1,A5,5.291,
20180809,2,1,A5,5.512,
20180809,2,1,A5,5.911,
20180809,2,1,A6,5.09,
20180809,2,1,A6,6.322,
20180809,2,1,A6,7.153,
20180809,2,1,A6,6.226,
20180809,2,1,A6,5.524,
20180809,2,1,A6,6.073,
20180809,2,1,A6,5.251,
20180809,2,1,A6,5.935,
20180809,2,1,A6,6.617,
20180809,2,1,A6,6.392,
20180809,2,1,B1,6.035,
20180809,2,1,B1,6.016,
20180809,2,1,B1,5.524,
20180809,2,1,B1,3.884,
20180809,2,1,B1,4.479,
20180809,2,1,B1,6.177,
20180809,2,1,B1,5.658,
20180809,2,1,B1,4.518,
20180809,2,1,B1,6.801,
20180809,2,1,B1,5.93,
20180809,2,1,B2,5.785,
20180809,2,1,B2,5.922,
20180809,2,1,B2,4.787,
20180809,2,1,B2,5.466,
20180809,2,1,B2,5.331,
20180809,2,1,B2,4.524,
20180809,2,1,B2,4.675,
20180809,2,1,B2,5.347,
20180809,2,1,B2,6.14,
20180809,2,1,B2,4.806,
20180809,2,1,B3,5.694,
20180809,2,1,B3,4.946,
20180809,2,1,B3,5.198,
20180809,2,1,B3,7.162,
20180809,2,1,B3,5.918,
20180809,2,1,B3,4.079,
20180809,2,1,B3,4.967,
20180809,2,1,B3,6.253,
20180809,2,1,B3,4.633,
20180809,2,1,B3,5.22,
20180809,2,1,B4,5.109,
20180809,2,1,B4,7.762,
20180809,2,1,B4,5.81,
20180809,2,1,B4,6.165,
20180809,2,1,B4,6.29,
20180809,2,1,B4,6.479,
20180809,2,1,B4,6.206,
20180809,2,1,B4,5.751,
20180809,2,1,B4,6.093,
20180809,2,1,B4,3.776,
20180809,2,1,B5,7.499,
20180809,2,1,B5,6.031,
20180809,2,1,B5,4.319,
20180809,2,1,B5,6.279,
20180809,2,1,B5,5.524,
20180809,2,1,B5,4.879,
20180809,2,1,B5,5.538,
20180809,2,1,B5,7.456,
20180809,2,1,B5,7.258,
20180809,2,1,B5,6.033,
20180809,2,1,B6,4.921,
20180809,2,1,B6,6.41,
20180809,2,1,B6,5.683,
20180809,2,1,B6,5.659,
20180809,2,1,B6,7.045,
20180809,2,1,B6,6.976,
20180809,2,1,B6,7.63,
20180809,2,1,B6,6.487,
20180809,2,1,B6,7.764,
20180809,2,1,B6,5.619,
20180809,2,2,A1,4.766,
20180809,2,2,A1,5.946,
20180809,2,2,A1,5.218,
20180809,2,2,A1,6.397,
20180809,2,2,A1,5.509,
20180809,2,2,A1,3.93,
20180809,2,2,A1,6.957,
20180809,2,2,A1,4.173,
20180809,2,2,A1,5.666,
20180809,2,2,A1,5.531,
20180809,2,2,A2,5.681,
20180809,2,2,A2,5.962,
20180809,2,2,A2,6.257,
20180809,2,2,A2,5.36,
20180809,2,2,A2,4.61,
20180809,2,2,A2,5.044,
20180809,2,2,A2,5.096,
20180809,2,2,A2,5.963,
20180809,2,2,A2,4.887,
20180809,2,2,A2,5.393,
20180809,2,2,A3,4.173,
20180809,2,2,A3,5.729,
20180809,2,2,A3,5.491,
20180809,2,2,A3,6.302,
20180809,2,2,A3,6.111,
20180809,2,2,A3,4.763,
20180809,2,2,A3,6.436,
20180809,2,2,A3,6.359,
20180809,2,2,A3,6.071,
20180809,2,2,A3,6.267,
20180809,2,2,A4,4.993,
20180809,2,2,A4,5.347,
20180809,2,2,A4,2.909,
20180809,2,2,A4,5.861,
20180809,2,2,A4,6.207,
20180809,2,2,A4,5.804,
20180809,2,2,A4,6.352,
20180809,2,2,A4,4.25,
20180809,2,2,A4,3.865,
20180809,2,2,A4,6.122,
20180809,2,2,A5,5.227,
20180809,2,2,A5,6.569,
20180809,2,2,A5,5.78,
20180809,2,2,A5,6.11,
20180809,2,2,A5,6.784,
20180809,2,2,A5,5.714,
20180809,2,2,A5,6.142,
20180809,2,2,A5,5.985,
20180809,2,2,A5,6.627,
20180809,2,2,A5,6.007,
20180809,2,2,A6,7.125,
20180809,2,2,A6,6.482,
20180809,2,2,A6,5.972,
20180809,2,2,A6,6.662,
20180809,2,2,A6,5.851,
20180809,2,2,A6,6.268,
20180809,2,2,A6,7.289,
20180809,2,2,A6,6.947,
20180809,2,2,A6,5.905,
20180809,2,2,A6,7.031,
20180809,2,2,B1,5.406,
20180809,2,2,B1,4.956,
20180809,2,2,B1,5.256,
20180809,2,2,B1,4.839,
20180809,2,2,B1,5.98,
20180809,2,2,B1,5.616,
20180809,2,2,B1,6.213,
20180809,2,2,B1,5.76,
20180809,2,2,B1,5.763,
20180809,2,2,B1,6.317,
20180809,2,2,B2,6.241,
20180809,2,2,B2,5.294,
20180809,2,2,B2,6.323,
20180809,2,2,B2,5.838,
20180809,2,2,B2,4.36,
20180809,2,2,B2,6.046,
20180809,2,2,B2,4.723,
20180809,2,2,B2,6.333,
20180809,2,2,B2,6.692,
20180809,2,2,B2,4.927,
20180809,2,2,B3,6.424,
20180809,2,2,B3,5.908,
20180809,2,2,B3,6.203,
20180809,2,2,B3,4.323,
20180809,2,2,B3,5.084,
20180809,2,2,B3,5.541,
20180809,2,2,B3,5.958,
20180809,2,2,B3,6.114,
20180809,2,2,B3,5.961,
20180809,2,2,B3,5.436,
20180809,2,2,B4,6.193,
20180809,2,2,B4,5.516,
20180809,2,2,B4,6.81,
20180809,2,2,B4,6.782,
20180809,2,2,B4,5.621,
20180809,2,2,B4,5.29,
20180809,2,2,B4,5.26,
20180809,2,2,B4,5.674,
20180809,2,2,B4,5.506,
20180809,2,2,B4,5.978,
20180809,2,2,B5,6.237,
20180809,2,2,B5,6.164,
20180809,2,2,B5,5.432,
20180809,2,2,B5,6.057,
20180809,2,2,B5,5.694,
20180809,2,2,B5,5.566,
20180809,2,2,B5,5.442,
20180809,2,2,B5,5.319,
20180809,2,2,B5,4.627,
20180809,2,2,B5,5.279,
20180809,2,2,B6,5.129,
20180809,2,2,B6,5.909,
20180809,2,2,B6,6.737,
20180809,2,2,B6,5.059,
20180809,2,2,B6,6.013,
20180809,2,2,B6,5.01,
20180809,2,2,B6,5.607,
20180809,2,2,B6,6.057,
20180809,2,2,B6,5.084,
20180809,2,2,B6,5.324,
20180811,4,1,A1,5.602,
20180811,4,1,A1,5.778,
20180811,4,1,A1,5.356,
20180811,4,1,A1,5.66,
20180811,4,1,A1,6.741,
20180811,4,1,A1,5.741,
20180811,4,1,A1,6.464,
20180811,4,1,A1,5.737,
20180811,4,1,A1,5.105,
20180811,4,1,A1,5.319,
20180811,4,1,A1,4.407,
20180811,4,1,A2,5.73,
20180811,4,1,A2,4.86,
20180811,4,1,A2,4.914,
20180811,4,1,A2,5.12,
20180811,4,1,A2,5.838,
20180811,4,1,A2,4.639,
20180811,4,1,A2,5.165,
20180811,4,1,A2,5.503,
20180811,4,1,A2,6.076,
20180811,4,1,A2,4.011,
20180811,4,1,A2,6.097,
20180811,4,1,A3,3.869,
20180811,4,1,A3,4.755,
20180811,4,1,A3,5.745,
20180811,4,1,A3,4.607,
20180811,4,1,A3,5.099,
20180811,4,1,A3,4.57,
20180811,4,1,A3,5.568,
20180811,4,1,A3,5.975,
20180811,4,1,A3,5.165,
20180811,4,1,A3,4.933,
20180811,4,1,A4,5.544,
20180811,4,1,A4,5.974,
20180811,4,1,A4,6.319,
20180811,4,1,A4,5.674,
20180811,4,1,A4,5.054,
20180811,4,1,A4,6.75,
20180811,4,1,A4,6.95,
20180811,4,1,A4,5.638,
20180811,4,1,A4,5.387,
20180811,4,1,A4,3.422,
20180811,4,1,A5,5.817,
20180811,4,1,A5,5.654,
20180811,4,1,A5,6.066,
20180811,4,1,A5,5.176,
20180811,4,1,A5,5.843,
20180811,4,1,A5,6.595,
20180811,4,1,A5,6.152,
20180811,4,1,A5,6.882,
20180811,4,1,A5,4.678,
20180811,4,1,A5,5.719,
20180811,4,1,A6,6.198,
20180811,4,1,A6,6.442,
20180811,4,1,A6,5.543,
20180811,4,1,A6,5.877,
20180811,4,1,A6,7.223,
20180811,4,1,A6,6.291,
20180811,4,1,A6,5.614,
20180811,4,1,A6,5.477,
20180811,4,1,A6,6.441,
20180811,4,1,A6,5.245,
20180811,4,1,B1,5.868,
20180811,4,1,B1,5.176,
20180811,4,1,B1,4.499,
20180811,4,1,B1,5.373,
20180811,4,1,B1,5.868,
20180811,4,1,B1,4.684,
20180811,4,1,B1,4.2,
20180811,4,1,B1,3.907,
20180811,4,1,B1,4.778,
20180811,4,1,B1,4.7,
20180811,4,1,B2,5.864,
20180811,4,1,B2,5.52,
20180811,4,1,B2,4.363,
20180811,4,1,B2,4.448,
20180811,4,1,B2,5.681,
20180811,4,1,B2,4.729,
20180811,4,1,B2,6.453,
20180811,4,1,B2,3.581,
20180811,4,1,B2,5.07,
20180811,4,1,B2,5.515,
20180811,4,1,B3,4.624,
20180811,4,1,B3,6.807,
20180811,4,1,B3,5.971,
20180811,4,1,B3,4.839,
20180811,4,1,B3,5.924,
20180811,4,1,B3,5.955,
20180811,4,1,B3,6.183,
20180811,4,1,B3,5.594,
20180811,4,1,B3,4.747,
20180811,4,1,B3,4.749,
20180811,4,1,B4,6.218,
20180811,4,1,B4,5.725,
20180811,4,1,B4,6.262,
20180811,4,1,B4,5.959,
20180811,4,1,B4,6.317,
20180811,4,1,B4,7.034,
20180811,4,1,B4,5.85,
20180811,4,1,B4,5.228,
20180811,4,1,B4,7.576,
20180811,4,1,B4,4.79,
20180811,4,1,B5,5.832,
20180811,4,1,B5,4.46,
20180811,4,1,B5,4.802,
20180811,4,1,B5,7.205,
20180811,4,1,B5,5.771,
20180811,4,1,B5,6.48,
20180811,4,1,B5,6.416,
20180811,4,1,B5,5.403,
20180811,4,1,B5,7.3,
20180811,4,1,B5,6.313,
20180811,4,1,B6,5.998,
20180811,4,1,B6,7.444,
20180811,4,1,B6,7.272,
20180811,4,1,B6,7.46,
20180811,4,1,B6,5.414,
20180811,4,1,B6,5.621,
20180811,4,1,B6,6.946,
20180811,4,1,B6,6.733,
20180811,4,1,B6,5.303,
20180811,4,2,B6,4.681,
20180811,4,2,A1,5.641,
20180811,4,2,A1,4.594,
20180811,4,2,A1,6.139,
20180811,4,2,A1,5.103,
20180811,4,2,A1,5.533,
20180811,4,2,A1,7.147,
20180811,4,2,A1,5.667,
20180811,4,2,A1,4.874,
20180811,4,2,A1,6.37,
20180811,4,2,A1,5.667,
20180811,4,2,A2,6.182,
20180811,4,2,A2,4.287,
20180811,4,2,A2,4.979,
20180811,4,2,A2,5.498,
20180811,4,2,A2,6.755,
20180811,4,2,A2,4.897,
20180811,4,2,A2,6,
20180811,4,2,A2,6.073,
20180811,4,2,A2,5.481,
20180811,4,2,A2,4.485,
20180811,4,2,A3,5.849,
20180811,4,2,A3,5.241,
20180811,4,2,A3,6.555,
20180811,4,2,A3,6.644,
20180811,4,2,A3,6.021,
20180811,4,2,A3,4.889,
20180811,4,2,A3,5.828,
20180811,4,2,A3,6.235,
20180811,4,2,A3,5.815,
20180811,4,2,A3,5.775,
20180811,4,2,A4,6.275,
20180811,4,2,A4,7.394,
20180811,4,2,A4,4.252,
20180811,4,2,A4,5.405,
20180811,4,2,A4,5.94,
20180811,4,2,A4,5.713,
20180811,4,2,A4,7.061,
20180811,4,2,A4,6.082,
20180811,4,2,A4,6.785,
20180811,4,2,A4,5.791,
20180811,4,2,A5,6.438,
20180811,4,2,A5,5.806,
20180811,4,2,A5,5.789,
20180811,4,2,A5,6.833,
20180811,4,2,A5,5.841,
20180811,4,2,A5,3.809,
20180811,4,2,A5,6.866,
20180811,4,2,A5,6.609,
20180811,4,2,A5,7.056,
20180811,4,2,A5,6.4,
20180811,4,2,A6,6.023,
20180811,4,2,A6,5.765,
20180811,4,2,A6,5.398,
20180811,4,2,A6,5.958,
20180811,4,2,A6,6.404,
20180811,4,2,A6,7.072,
20180811,4,2,A6,6.389,
20180811,4,2,A6,4.824,
20180811,4,2,A6,5.792,
20180811,4,2,A6,6.235,
20180811,4,2,B1,4.713,
20180811,4,2,B1,5.478,
20180811,4,2,B1,4.271,
20180811,4,2,B1,4.536,
20180811,4,2,B1,5.966,
20180811,4,2,B1,5.833,
20180811,4,2,B1,4.647,
20180811,4,2,B1,5.786,
20180811,4,2,B1,5.893,
20180811,4,2,B1,5.619,
20180811,4,2,B1,6.728,
20180811,4,2,B2,6.191,
20180811,4,2,B2,5.304,
20180811,4,2,B2,5.175,
20180811,4,2,B2,6.38,
20180811,4,2,B2,5.652,
20180811,4,2,B2,5.665,
20180811,4,2,B2,5.896,
20180811,4,2,B2,6.411,
20180811,4,2,B2,6.141,
20180811,4,2,B2,5.379,
20180811,4,2,B3,4.137,
20180811,4,2,B3,6.348,
20180811,4,2,B3,5.737,
20180811,4,2,B3,4.384,
20180811,4,2,B3,6.216,
20180811,4,2,B3,5.851,
20180811,4,2,B3,5.011,
20180811,4,2,B3,5.29,
20180811,4,2,B3,5.874,
20180811,4,2,B3,6.481,
20180811,4,2,B4,5.341,
20180811,4,2,B4,5.255,
20180811,4,2,B4,5.917,
20180811,4,2,B4,5.961,
20180811,4,2,B4,6.964,
20180811,4,2,B4,5.005,
20180811,4,2,B4,5.822,
20180811,4,2,B4,4.992,
20180811,4,2,B4,5.818,
20180811,4,2,B4,6.095,
20180811,4,2,B5,5.016,
20180811,4,2,B5,6.271,
20180811,4,2,B5,4.9,
20180811,4,2,B5,6.049,
20180811,4,2,B5,7.035,
20180811,4,2,B5,5.339,
20180811,4,2,B5,5.882,
20180811,4,2,B5,6.183,
20180811,4,2,B5,5.123,
20180811,4,2,B5,6.177,
20180811,4,2,B6,6.088,
20180811,4,2,B6,5.461,
20180811,4,2,B6,4.996,
20180811,4,2,B6,5.224,
20180811,4,2,B6,6.224,
20180811,4,2,B6,5.08,
20180811,4,2,B6,5.992,
20180811,4,2,B6,5.192,
20180811,4,2,B6,5.362,
20180813,6,1,B6,5.25,
20180813,6,1,A1,4.795,
20180813,6,1,A1,4.195,
20180813,6,1,A1,3.492,
20180813,6,1,A1,5.088,
20180813,6,1,A1,4.038,
20180813,6,1,A1,6.706,
20180813,6,1,A1,5.235,
20180813,6,1,A1,5.132,
20180813,6,1,A1,5.187,
20180813,6,1,A1,6.562,
20180813,6,1,A2,5.143,
20180813,6,1,A2,5.731,
20180813,6,1,A2,5.109,
20180813,6,1,A2,5.372,
20180813,6,1,A2,5.81,
20180813,6,1,A2,5.353,
20180813,6,1,A2,4.496,
20180813,6,1,A2,4.145,
20180813,6,1,A2,4.37,
20180813,6,1,A2,6.195,
20180813,6,1,A3,5.041,
20180813,6,1,A3,5.613,
20180813,6,1,A3,5.879,
20180813,6,1,A3,5.361,
20180813,6,1,A3,5.724,
20180813,6,1,A3,5.997,
20180813,6,1,A3,5.697,
20180813,6,1,A3,5.345,
20180813,6,1,A3,6.221,
20180813,6,1,A3,5.044,
20180813,6,1,A4,6.16,
20180813,6,1,A4,5.115,
20180813,6,1,A4,6.557,
20180813,6,1,A4,6.444,
20180813,6,1,A4,5.692,
20180813,6,1,A4,5.114,
20180813,6,1,A4,5.813,
20180813,6,1,A4,5.745,
20180813,6,1,A4,5.534,
20180813,6,1,A4,3.431,
20180813,6,1,A5,5.398,
20180813,6,1,A5,5.892,
20180813,6,1,A5,6.797,
20180813,6,1,A5,4.495,
20180813,6,1,A5,5.5,
20180813,6,1,A5,6.573,
20180813,6,1,A5,6.058,
20180813,6,1,A5,5.451,
20180813,6,1,A5,6.845,
20180813,6,1,A5,5.741,
20180813,6,1,A6,5.808,
20180813,6,1,A6,5.847,
20180813,6,1,A6,5.235,
20180813,6,1,A6,6.591,
20180813,6,1,A6,4.444,
20180813,6,1,A6,6.942,
20180813,6,1,A6,5.505,
20180813,6,1,A6,5.971,
20180813,6,1,A6,5.509,
20180813,6,1,A6,6.188,
20180813,6,1,B1,3.973,
20180813,6,1,B1,5.721,
20180813,6,1,B1,4.626,
20180813,6,1,B1,5.504,
20180813,6,1,B1,6,
20180813,6,1,B1,4.601,
20180813,6,1,B1,4.139,
20180813,6,1,B1,5.628,
20180813,6,1,B1,5.816,
20180813,6,1,B1,5.039,
20180813,6,1,B2,4.324,
20180813,6,1,B2,3.697,
20180813,6,1,B2,4.886,
20180813,6,1,B2,4.589,
20180813,6,1,B2,5.59,
20180813,6,1,B2,5.257,
20180813,6,1,B2,5.961,
20180813,6,1,B2,4.668,
20180813,6,1,B2,4.929,
20180813,6,1,B2,5.382,
20180813,6,1,B3,5.135,
20180813,6,1,B3,4.408,
20180813,6,1,B3,6.635,
20180813,6,1,B3,5.414,
20180813,6,1,B3,4.954,
20180813,6,1,B3,6.857,
20180813,6,1,B3,5.43,
20180813,6,1,B3,4.641,
20180813,6,1,B3,5.402,
20180813,6,1,B3,6.864,
20180813,6,1,B4,4.442,
20180813,6,1,B4,6.975,
20180813,6,1,B4,5.166,
20180813,6,1,B4,7.667,
20180813,6,1,B4,4.956,
20180813,6,1,B4,5.975,
20180813,6,1,B4,6.357,
20180813,6,1,B4,6.493,
20180813,6,1,B4,5.65,
20180813,6,1,B4,6.019,
20180813,6,1,B4,5.768,
20180813,6,1,B5,5.824,
20180813,6,1,B5,5.804,
20180813,6,1,B5,5.232,
20180813,6,1,B5,5.519,
20180813,6,1,B5,7.43,
20180813,6,1,B5,7.013,
20180813,6,1,B5,7.503,
20180813,6,1,B5,5.399,
20180813,6,1,B5,6.144,
20180813,6,1,B5,5.665,
20180813,6,1,B5,5.862,
20180813,6,1,B6,7.427,
20180813,6,1,B6,4.71,
20180813,6,1,B6,7.072,
20180813,6,1,B6,6.038,
20180813,6,1,B6,6.21,
20180813,6,1,B6,7.175,
20180813,6,1,B6,5.711,
20180813,6,1,B6,6.07,
20180813,6,1,B6,6.386,
20180813,6,2,B6,6.325,
20180813,6,2,A1,5.569,
20180813,6,2,A1,6.044,
20180813,6,2,A1,5.556,
20180813,6,2,A1,6.223,
20180813,6,2,A1,4.972,
20180813,6,2,A1,5.463,
20180813,6,2,A1,6.784,
20180813,6,2,A1,5.074,
20180813,6,2,A1,6.575,
20180813,6,2,A1,4.636,
20180813,6,2,A2,4.258,
20180813,6,2,A2,5.614,
20180813,6,2,A2,4.469,
20180813,6,2,A2,6.291,
20180813,6,2,A2,6.639,
20180813,6,2,A2,5.778,
20180813,6,2,A2,5.616,
20180813,6,2,A2,4.449,
20180813,6,2,A2,6.09,
20180813,6,2,A2,5.452,
20180813,6,2,A3,6.494,
20180813,6,2,A3,5.262,
20180813,6,2,A3,5.246,
20180813,6,2,A3,6.246,
20180813,6,2,A3,4.53,
20180813,6,2,A3,4.871,
20180813,6,2,A3,6.936,
20180813,6,2,A3,6.277,
20180813,6,2,A3,6.031,
