sample,mass,salinity,Sample.ID,Type, Notes
20180717_JUNK,59.5856,29,JUNK,JUNK,
20180717_CRM1,59.1414,33.481,CRM1,CRM,Bottle #168-0511
20180717_CRM2,59.0625,33.481,CRM2,CRM,Bottle #168-0511
