sample,mass,salinity,Sample.ID,Type
20180627_Junk1,60.5138,29.06,Junk,Junk
20180627_Junk2,61.619,29.06,Junk,Junk
20180627_Junk3,60.0611,29.06,Junk,Junk
20180627_Junk4,60.5103,29.06,Junk,Junk
20180627_Junk5,61.2874,29.06,Junk,Junk
20180627_Junk6,60.0291,29.06,Junk,Junk
20180627_Junk7,59.9206,29.06,Junk,Junk
20180627_Junk8,61.9995,29.06,Junk,Junk
20180627_Junk9,60.7892,29.06,Junk,Junk
