sample,mass,salinity,Sample.ID,Type, Notes
20180809_JUNK,59.6139,29,JUNK,JUNK,
20180809_CRM1,59.3536,33.607,CRM1,CRM,Bottle #137-1095 
20180809_CRM2,59.0841,33.607,CRM2,CRM,New Bottle Opened #137-1026
