sample,mass,salinity,Sample.ID,Type, Notes
20180810_JUNK,60.4245,29,JUNK,JUNK,
20180810_CRM1,59.3916,33.607,CRM1,CRM,Bottle #137-1026
20180810_CRM2,59.1705,33.607,CRM2,CRM,Bottle #137-1026
