"SampleID","TA","Mass"
"20180703_T9",1982.5523462405,60.8948
"20180703_H0_low",1967.26076675774,60.7806
"20180703_H1_control",1981.08029410881,60.9274
"20180703_H2_control",1974.96759294234,60.3862
"20180703_T0_low",1979.0685644126,60.1703
"20180703_T2_control",1979.25429946701,60.2607
"20180703_T1_control",1982.50062032043,60.2688
