"SampleID","TA","Mass"
"20180703_H3_low",1975.60121763548,59.6913
"20180703_T3_low",1980.52818890506,59.9597
"20180703_spawn_tank",1982.4208221209,60.6972
"20180703_T7",1983.06881490349,59.4879
"20180703_T9",1977.05328461299,60.1907
