sample,mass,salinity,Sample.ID,Type, Notes
20180812_JUNK,60.6857,29,JUNK,JUNK,
20180812_CRM1,59.1624,33.607,CRM1,CRM,Bottle #137-1026
20180812_CRM2,59.7268,33.607,CRM2,CRM,Bottle #137-1026
