"Sample.ID","TA","Mass"
"20180724_H0_T",2047.85411473385,60.9255
"20180724_H0_B",2052.28630684671,60.7082
"20180724_H1_B",2044.81274939456,60.4953
"20180724_H1_T",2044.89430428337,60.7747
"20180724_H2_B",2050.39021528935,60.2477
"20180724_H2_T",2048.97895946988,60.2746
"20180724_H3_B",2047.26479371393,60.4172
"20180724_H3_T",2046.66765034963,60.1056
"20180724_inflow_sump",2050.0910089746,60.8471
