sample,mass,salinity,Sample.ID,Type, Notes
20180724_JUNK,59.6162,29,JUNK,JUNK,
20180724_CRM1,59.0948,33.481,CRM1,CRM,Bottle #168-0158
20180724_CRM2,59.1501,33.481,CRM2,CRM,Bottle #168-0158
