Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
19.07.18 15:50:57,0.03,230.59,241.98,322.76,335.25,257.36,241.98,308.15,325.98,248.78,239.86,309.97,327.83,223.91,263.41,321.38,332.46,226.82,257.36,313.61,325.06,245.37,269.49,325.52,321.38
19.07.18 15:51:12,0.28,228.5,237.74,320.46,331.99,254.35,239.43,307.25,325.06,247.5,239.01,308.15,324.6,223.07,261.24,320.46,330.6,225.99,253.49,311.33,323.22,241.13,267.32,323.22,319.09
19.07.18 15:51:27,0.53,225.57,236.06,318.63,329.68,251.78,237.32,305.89,324.14,245.8,238.59,306.8,321.84,223.91,259.08,320.92,328.29,225.16,251.78,310.42,321.84,237.74,266.01,322.76,317.26
19.07.18 15:51:42,0.78,222.24,233.95,316.8,327.83,249.21,234.79,304.99,323.22,244.52,238.17,305.89,320,223.49,257.79,319.55,326.44,223.91,250.92,309.06,320.92,234.79,264.71,321.38,315.89
19.07.18 15:51:57,1.03,217.26,231.43,314.97,325.52,245.8,230.59,304.09,322.3,242.82,237.32,304.54,317.26,222.24,256.07,318.17,324.14,222.24,248.78,307.7,319.09,232.69,263.41,320,314.06
19.07.18 15:52:12,1.28,213.96,229.75,313.61,323.22,242.4,225.99,303.18,321.38,241.98,236.9,303.63,315.43,221.41,253.92,317.71,321.84,220.58,246.65,306.8,318.17,228.92,261.68,319.09,312.24
19.07.18 15:52:27,1.53,209.85,227.66,312.24,322.3,239.86,223.49,302.28,320.46,240.28,236.48,303.18,313.61,218.92,253.06,316.8,320,218.51,245.8,306.34,316.34,225.99,260.38,318.17,310.42
19.07.18 15:52:42,1.78,205.34,225.57,310.42,320,236.48,220.99,301.38,319.55,239.01,235.63,301.83,311.79,217.26,250.49,315.89,317.71,216.85,244.1,304.99,315.43,223.07,258.22,316.34,308.61
19.07.18 15:52:57,2.03,201.67,222.66,309.06,318.17,233.53,216.85,300.03,318.17,237.74,235.21,300.93,309.97,216.02,248.78,314.52,315.89,215.2,242.82,303.18,314.06,220.99,256.93,314.97,306.8
19.07.18 15:53:12,2.28,199.64,220.99,308.61,316.8,231.01,213.96,299.13,317.71,236.48,235.21,300.93,308.61,213.14,247.08,314.06,314.06,214.37,241.55,303.18,313.61,218.92,254.78,314.06,306.34
19.07.18 15:53:27,2.53,196.79,218.92,307.25,315.43,228.92,211.08,299.13,317.26,235.21,234.37,300.48,307.25,210.67,245.37,313.15,312.7,212.31,239.86,302.28,311.79,216.44,253.06,313.15,304.54
19.07.18 15:53:42,2.78,193.96,216.85,305.89,313.61,225.57,209.03,298.24,315.89,233.11,233.95,299.58,305.89,207.39,243.25,311.79,310.88,209.85,237.74,301.38,310.42,213.14,251.78,311.33,303.18
19.07.18 15:53:57,3.03,191.94,216.02,304.99,312.24,223.07,208.21,297.79,315.89,231.43,233.53,298.69,304.99,205.34,241.55,311.79,309.51,208.21,236.9,300.93,309.97,211.49,249.64,310.42,302.28
19.07.18 15:54:12,3.28,189.93,215.61,304.09,310.88,220.16,206.16,297.34,315.43,229.75,233.11,298.24,304.09,203.3,240.28,310.88,308.61,204.52,235.63,300.48,308.61,208.21,248.36,309.51,301.38
19.07.18 15:54:27,3.53,189.13,214.37,303.63,310.42,218.51,205.34,296.89,314.06,228.92,232.69,297.79,303.18,200.45,238.59,309.97,307.7,203.3,235.21,299.58,308.15,204.93,247.08,308.61,300.48
19.07.18 15:54:42,3.78,188.32,213.14,302.73,309.06,216.02,204.12,296.44,313.61,228.08,232.27,296.89,302.28,196.79,237.32,309.51,306.34,201.26,233.95,299.13,306.8,202.08,245.8,307.25,299.58
19.07.18 15:54:57,4.03,189.53,212.72,302.28,307.7,213.55,204.93,296.44,313.15,226.82,231.85,296.89,301.38,192.75,235.63,308.61,305.44,200.86,233.53,298.69,305.89,199.23,245.37,307.25,298.24
19.07.18 15:55:12,4.28,189.53,211.08,301.38,306.8,210.67,204.52,295.55,312.7,224.74,230.59,296.44,300.48,189.53,233.53,307.7,304.54,199.23,231.85,298.24,304.99,195.58,243.67,305.44,296.89
19.07.18 15:55:27,4.53,188.72,209.85,300.48,304.99,208.62,204.12,294.65,311.33,221.83,230.17,295.55,299.13,187.12,231.85,307.25,303.18,198.01,230.59,296.89,303.63,191.94,242.4,304.54,296.44
19.07.18 15:55:42,4.78,187.92,208.62,299.58,304.99,206.98,203.71,294.21,310.88,220.99,229.33,295.1,298.69,185.91,230.17,306.8,302.28,196.39,228.5,297.34,303.18,189.53,241.13,303.63,296
19.07.18 15:55:57,5.03,187.12,206.16,299.13,304.09,204.93,203.3,294.21,310.88,220.16,228.92,295.55,298.24,183.51,228.92,306.34,302.28,195.98,228.08,296.89,302.73,186.72,240.28,303.18,295.55
19.07.18 15:56:12,5.28,186.32,204.52,298.69,303.18,202.89,202.08,293.31,309.51,219.34,227.66,294.65,297.34,181.52,226.82,305.44,301.38,194.37,227.24,296.44,301.83,184.71,239.01,302.28,294.65
19.07.18 15:56:28,5.55,185.51,202.89,298.24,302.28,201.26,200.86,293.31,309.06,218.51,226.41,294.65,296.44,179.52,225.57,304.99,300.48,193.15,225.99,296,300.93,182.71,238.17,301.83,293.76
