Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
22.07.18 17:00:53,0.03,190.63,237.32,310.55,313.22,230.75,242.7,311.44,345.41,236.5,320.83,323.53,312.33,221.37,261.55,315.46,326.69,250.61,272.18,335.32,315.9,249.36,263.66,328.51,328.96
22.07.18 17:01:08,0.28,190.63,234.85,308.77,311,229.52,240.21,310.55,345.41,234.85,318.14,319.94,310.55,219.75,259.01,313.67,322.18,248.52,270.47,328.96,314.56,246.02,261.12,325.34,326.69
22.07.18 17:01:23,0.53,190.63,231.98,307.44,310.11,228.7,238.56,309.66,344.95,233.62,315.9,318.59,309.66,218.13,258.17,313.22,319.04,247.27,268.34,330.77,311,244.77,259.01,322.18,323.53
22.07.18 17:01:38,0.78,191.03,229.52,306.11,308.77,227.88,237.32,308.77,344.49,231.98,313.67,317.69,308.77,216.52,256.9,311.89,317.24,245.61,266.63,324.44,309.66,242.28,257.33,319.49,320.83
22.07.18 17:01:53,1.03,191.81,227.47,305.23,307.89,227.07,235.67,307.89,344.49,231.57,314.56,321.73,307.89,214.1,256.06,311,315.46,244.36,264.93,326.69,309.22,240.21,254.8,317.24,319.04
22.07.18 17:02:08,1.28,191.42,225.84,303.46,306.11,225.84,233.62,307,343.57,229.93,313.22,328.51,306.56,212.49,256.06,311,313.67,241.87,261.97,322.18,308.33,238.15,252.7,315.46,317.24
22.07.18 17:02:24,1.55,190.63,223.81,302.14,304.79,224.62,231.98,305.67,342.65,228.29,309.66,316.35,306.56,211.28,255.22,311,311,241.04,259.43,321.73,305.23,235.26,251.87,313.67,314.12
22.07.18 17:02:40,1.82,190.63,221.37,301.25,303.9,223.4,230.75,305.23,341.27,227.47,305.67,313.67,305.67,210.48,255.22,310.11,309.22,238.97,257.33,317.69,304.34,232.8,250.19,310.55,312.33
22.07.18 17:02:55,2.07,189.85,219.34,299.93,303.02,222.18,229.11,304.34,339.9,225.84,302.58,312.78,305.23,209.28,254.8,309.22,307.89,237.74,253.96,316.35,302.58,230.75,246.86,309.66,311
22.07.18 17:03:10,2.32,188.67,217.73,298.61,302.58,220.97,227.88,303.46,338.52,225.03,299.49,315.9,304.34,208.08,255.22,308.33,306.11,236.09,252.29,315.9,301.25,227.88,244.77,307.44,308.77
22.07.18 17:03:25,2.57,187.5,215.31,297.3,300.81,218.13,226.25,303.46,337.15,223.4,296.86,308.77,303.02,206.88,254.38,307.44,304.34,234.85,249.36,311.89,299.93,226.25,241.87,306.11,307.44
22.07.18 17:03:40,2.82,187.1,214.1,296.42,299.49,216.92,225.44,303.02,335.32,222.59,293.79,306.56,302.58,206.88,253.96,307,303.9,234.44,248.52,313.22,299.05,224.21,240.21,304.34,305.23
22.07.18 17:03:55,3.07,185.93,212.49,295.54,299.05,215.71,224.21,302.58,334.41,220.56,290.3,306.11,302.14,206.48,253.54,306.11,303.02,233.21,247.69,311.44,298.61,222.59,238.56,303.02,303.9
22.07.18 17:04:10,3.32,184.76,211.68,295.11,298.61,213.69,223.4,302.14,333.5,219.34,287.69,304.79,301.25,205.28,252.7,306.11,301.7,231.57,246.02,310.55,297.74,220.97,236.5,301.25,301.7
22.07.18 17:04:25,3.57,183.59,209.68,292.48,295.98,212.89,222.18,301.7,332.14,217.32,285.96,306.56,301.25,204.48,252.29,305.67,301.25,229.93,244.36,310.55,296.42,218.94,235.26,300.81,301.25
22.07.18 17:04:40,3.82,182.81,208.88,292.05,295.11,211.28,221.37,302.14,331.23,216.52,285.52,302.58,300.37,203.29,251.45,305.23,300.81,228.7,243.11,309.22,296.42,216.92,233.62,299.05,299.49
22.07.18 17:04:55,4.07,180.86,206.48,291.17,293.79,209.68,218.94,301.25,328.05,214.9,284.66,301.7,299.05,202.49,249.78,304.34,299.05,225.44,240.63,309.22,295.11,214.5,231.57,298.18,297.74
22.07.18 17:05:10,4.32,179.7,206.08,290.3,292.92,208.08,218.54,301.25,327.6,213.29,282.06,301.7,299.05,201.7,248.94,303.9,298.61,223.4,238.97,306.56,294.23,213.29,230.75,297.3,296.42
22.07.18 17:05:25,4.57,178.92,204.08,289.87,292.05,206.08,216.92,299.93,325.79,212.49,277.75,299.93,298.61,200.51,248.52,303.46,297.74,220.56,237.32,307.44,293.36,210.88,228.7,295.54,295.11
22.07.18 17:05:40,4.82,178.53,202.89,289,291.17,204.88,214.9,299.93,324.44,211.68,275.6,299.05,298.18,199.71,248.11,302.14,297.3,218.94,234.85,305.67,292.48,208.88,227.47,294.23,293.79
22.07.18 17:05:55,5.07,177.76,201.3,288.13,290.74,204.08,213.69,299.93,322.63,211.68,272.18,299.05,297.3,198.52,247.27,302.58,296.42,217.32,234.03,305.23,292.05,207.68,225.03,293.79,292.48
22.07.18 17:06:10,5.32,176.98,200.51,287.69,289.87,201.7,212.09,299.05,322.18,210.08,269.19,296.86,297.3,197.34,247.69,302.14,295.98,215.71,231.98,305.23,292.05,205.68,225.44,292.92,292.05
22.07.18 17:06:25,5.57,176.59,198.92,287.26,289,200.9,211.28,299.05,319.94,209.28,267.06,296.42,296.42,195.36,246.86,301.7,295.11,214.9,229.11,303.9,291.17,203.29,222.99,292.05,290.3
22.07.18 17:06:40,5.82,175.43,197.73,286.39,288.56,199.71,209.68,299.49,319.04,208.88,266.21,296.42,295.98,195.36,245.61,301.25,295.11,214.5,227.88,304.79,290.74,200.51,222.18,291.61,290.3
22.07.18 17:06:55,6.07,174.66,194.96,285.52,287.69,198.52,208.08,298.61,317.24,208.08,264.51,294.67,295.11,192.21,243.94,300.81,293.79,213.69,225.84,302.14,289.87,198.52,220.56,289.87,288.56
22.07.18 17:07:10,6.32,173.89,193.78,285.09,286.82,196.94,206.48,298.18,315.9,207.28,262.39,295.11,294.67,191.42,243.11,299.93,293.36,213.69,223.81,302.58,289,195.75,219.34,289.43,288.13
22.07.18 17:07:25,6.57,171.96,191.81,284.66,285.96,196.15,205.68,298.18,314.56,206.88,260.28,294.23,294.23,189.85,242.28,299.93,292.48,212.89,221.37,301.25,288.13,192.21,218.13,289.43,286.39
22.07.18 17:07:40,6.82,170.81,190.24,284.22,285.09,194.96,204.08,298.18,313.67,205.68,258.59,292.92,292.92,189.46,241.04,299.49,292.05,212.89,220.15,302.14,287.69,190.63,216.92,288.56,285.96
22.07.18 17:07:55,7.07,168.5,189.06,283.36,284.66,193.39,204.08,297.3,311.89,205.68,255.64,292.92,292.92,187.89,240.21,298.61,292.05,211.68,218.13,301.25,287.26,188.67,216.11,287.69,284.66
22.07.18 17:08:11,7.33,167.35,187.5,282.92,283.36,192.21,203.29,296.86,310.55,204.48,253.12,293.36,292.05,185.93,239.39,299.05,290.74,209.68,216.11,301.25,287.69,188.28,214.5,286.82,284.22
22.07.18 17:08:26,7.58,167.73,185.93,282.06,282.92,191.03,202.09,295.98,309.66,203.69,251.03,294.23,291.61,183.98,238.56,298.61,290.74,208.88,214.1,300.81,287.69,186.32,213.69,285.96,282.92
22.07.18 17:08:41,7.83,167.35,184.76,282.06,282.49,189.85,201.7,296.42,308.33,203.29,249.36,293.79,291.61,182.81,237.32,298.61,289.87,207.68,212.09,298.61,286.82,184.76,212.89,286.39,282.49
22.07.18 17:08:56,8.08,166.2,183.59,281.2,282.49,189.46,201.7,296.42,307.44,202.09,248.11,292.48,291.17,180.86,235.67,298.18,289.87,206.08,210.88,300.81,286.39,183.2,212.09,285.96,282.06
22.07.18 17:09:11,8.33,165.43,182.03,280.33,281.2,187.89,200.51,295.98,305.67,200.51,244.77,291.17,289.87,179.31,234.03,297.3,289.43,204.88,208.88,298.61,285.52,181.25,209.68,284.66,280.77
22.07.18 17:09:26,8.58,165.05,181.64,280.77,281.2,187.5,200.11,295.98,305.23,199.71,242.28,292.05,290.3,179.31,233.21,297.74,290.3,204.08,207.68,299.49,285.52,179.7,208.88,284.66,280.33
22.07.18 17:09:41,8.83,163.52,180.09,279.9,280.33,186.32,199.32,295.11,304.34,199.32,240.63,292.05,289.87,178.53,231.98,297.3,288.56,202.89,206.08,297.74,284.66,178.14,207.68,283.79,279.9
22.07.18 17:09:56,9.08,162,178.92,279.47,279.9,185.54,199.32,295.11,303.46,198.52,238.15,290.74,289,177.37,231.16,297.3,288.13,202.49,204.88,297.74,284.66,176.59,206.48,282.92,279.47
22.07.18 17:10:11,9.33,160.47,178.14,278.61,279.04,183.98,197.73,295.11,302.14,197.34,236.09,289.43,289,176.21,230.34,296.42,287.26,201.7,202.89,298.61,283.36,174.27,204.88,282.49,278.18
22.07.18 17:10:26,9.58,158.95,176.59,278.61,278.61,182.81,197.34,294.23,301.25,196.94,233.62,291.17,288.56,175.43,229.52,295.98,287.26,199.71,201.7,295.54,282.92,173.12,203.69,282.06,277.32
22.07.18 17:10:41,9.83,157.81,175.82,278.18,277.75,182.03,196.94,294.67,300.37,196.54,231.98,290.3,287.69,174.66,227.88,295.98,286.82,198.92,200.51,297.74,282.49,171.19,202.89,281.63,277.32
22.07.18 17:10:56,10.08,157.05,175.05,277.75,277.75,180.86,196.54,294.67,299.49,195.36,229.52,288.13,287.26,173.89,227.47,295.98,286.82,198.52,197.73,295.54,282.06,170.04,202.09,281.2,276.46
22.07.18 17:11:11,10.33,155.54,173.89,277.32,277.32,179.31,196.15,294.67,298.61,194.57,227.47,289.87,286.39,172.73,227.07,295.54,286.39,197.73,196.54,296.86,281.63,168.88,200.9,280.77,276.03
22.07.18 17:11:26,10.58,152.51,172.35,277.75,280.33,178.14,193.39,293.79,298.61,192.99,222.99,287.26,286.82,170.04,226.25,295.98,287.26,194.57,194.57,294.67,281.2,166.97,198.92,279.9,276.03
22.07.18 17:11:41,10.83,152.14,171.58,279.9,281.63,178.14,192.6,294.23,299.05,192.6,220.97,288.56,286.39,169.65,226.25,296.86,287.69,194.18,193.78,295.11,281.2,165.82,198.13,280.77,276.03
22.07.18 17:11:56,11.08,151.76,170.81,280.77,278.18,177.37,191.81,291.17,295.54,191.42,218.54,286.39,283.79,168.5,225.84,297.74,286.39,194.18,193.39,294.67,280.33,164.29,198.13,280.33,275.17
22.07.18 17:12:12,11.35,152.89,168.88,278.18,274.32,178.92,191.03,291.17,289.43,192.21,216.92,285.09,278.61,170.42,225.44,295.11,280.33,195.36,193.39,290.3,273.03,162.38,195.75,276.03,268.76
22.07.18 17:12:27,11.6,153.27,168.12,277.32,271.75,176.98,185.54,285.96,289,186.32,208.48,280.33,276.03,163.14,223.81,291.17,279.47,188.67,188.28,285.96,272.18,154.78,189.46,273.46,267.48
22.07.18 17:12:42,11.85,152.51,166.58,278.61,272.18,175.82,184.37,285.96,289,182.81,206.08,279.9,276.89,161.62,225.03,291.17,278.61,185.54,187.89,286.82,270.89,152.89,187.89,272.6,264.51
22.07.18 17:12:57,12.1,152.51,164.67,279.47,270.89,175.82,183.2,285.52,286.39,182.42,204.48,281.2,276.46,161.23,223.81,290.74,278.18,185.93,186.32,287.26,270.89,153.27,187.5,272.6,266.21
22.07.18 17:13:12,12.35,152.14,163.9,278.18,271.32,175.05,181.64,285.96,285.96,180.86,202.89,278.18,273.89,159.71,221.78,289.87,277.32,183.59,183.59,284.22,270.04,152.14,186.32,271.75,263.24
22.07.18 17:13:27,12.6,152.51,162.38,277.32,270.04,173.89,182.03,283.79,283.79,181.25,199.71,279.47,276.03,161.23,219.34,289,276.89,183.98,182.42,285.96,269.19,151.76,183.59,270.89,264.93
22.07.18 17:13:42,12.85,153.27,160.85,277.32,270.04,173.5,180.47,285.52,285.09,181.25,199.32,278.61,274.74,160.85,214.9,289,276.46,182.03,179.31,283.36,269.19,150.63,183.2,270.04,262.39
22.07.18 17:13:57,13.1,153.27,160.47,276.46,268.76,172.73,182.42,283.79,284.22,180.47,198.92,279.47,272.6,160.09,216.11,288.13,276.03,181.25,178.92,285.09,269.19,150.25,182.81,270.04,263.24
22.07.18 17:14:12,13.35,153.27,158.19,276.46,267.48,171.19,178.92,284.22,281.63,178.92,195.75,278.18,272.6,157.81,212.49,288.13,275.6,180.47,175.43,282.06,269.61,148.37,181.25,269.61,261.12
22.07.18 17:14:27,13.6,153.65,157.05,276.03,267.48,170.81,177.76,282.92,282.92,178.14,194.18,276.46,273.03,157.05,212.09,287.69,276.03,178.14,174.27,284.66,268.34,147.99,180.09,268.76,261.97
22.07.18 17:14:42,13.85,153.65,157.05,276.03,267.06,170.04,177.37,283.36,279.47,177.37,192.99,278.61,270.89,156.67,210.48,287.69,275.6,178.92,174.27,281.63,267.91,147.62,179.7,268.34,261.55
22.07.18 17:14:57,14.1,152.89,155.92,275.17,265.78,169.27,176.59,282.06,279.9,176.21,192.21,276.03,271.32,155.92,209.28,287.26,275.17,176.98,171.58,284.22,266.21,146.49,178.53,268.34,259.01
22.07.18 17:15:13,14.37,151.76,155.54,274.32,264.93,168.12,175.43,282.49,277.32,175.82,191.03,275.6,272.18,154.78,207.68,286.39,274.74,175.82,170.42,280.33,264.93,145.37,178.14,267.48,259.85
22.07.18 17:15:28,14.62,150.63,154.78,274.32,264.93,166.97,175.43,280.77,278.61,175.43,191.03,276.46,268.76,154.02,206.08,286.39,274.74,176.21,170.04,282.92,264.51,144.99,176.59,267.48,257.75
22.07.18 17:15:43,14.87,146.49,152.89,273.03,264.09,166.58,174.66,281.63,277.32,174.27,190.24,275.17,268.34,152.51,203.69,285.96,274.32,174.66,168.88,280.77,264.51,144.25,175.43,267.48,259.43
22.07.18 17:15:58,15.12,147.24,151.76,272.6,264.51,165.82,173.5,280.33,276.03,174.66,189.85,273.46,270.89,152.14,200.51,285.96,272.6,173.89,166.97,279.9,264.51,143.5,175.05,267.06,257.33
22.07.18 17:16:13,15.37,145.37,151,271.75,263.66,164.67,173.5,281.63,276.46,174.27,189.46,276.03,269.61,150.25,199.71,285.09,273.46,172.73,166.2,282.06,264.09,142.75,174.27,266.63,257.75
22.07.18 17:16:28,15.62,144.62,148.75,270.04,264.93,162.38,171.96,280.77,275.6,173.12,188.67,274.74,273.03,148.37,198.13,285.09,270.47,174.66,165.43,280.33,264.51,141.63,173.5,264.93,256.48
22.07.18 17:16:43,15.87,143.87,147.24,270.47,266.21,162,171.96,279.9,276.89,173.12,187.89,273.89,270.47,146.87,196.54,285.09,270.04,170.42,164.67,278.61,264.93,140.88,172.73,264.93,256.06
22.07.18 17:16:58,16.12,143.5,146.12,270.04,264.09,160.85,170.81,280.33,275.17,173.5,187.89,271.75,269.61,146.12,194.96,284.22,273.03,172.73,163.9,279.9,264.09,140.51,171.96,263.66,256.06
