Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6
22.07.18 19:37:03,0.03,202.49,196.54,307,319.04,231.98,215.71,320.83,317.69,215.71,226.25,309.66,320.38,214.9,217.73,313.22,313.67,199.71,226.66,327.6,319.94,211.68,219.34,310.11,311.44
22.07.18 19:37:18,0.28,200.9,192.6,305.67,316.8,229.93,213.29,319.04,316.8,213.69,222.18,307.89,318.14,211.28,214.9,311,312.33,197.73,222.59,326.24,318.14,208.48,216.52,308.33,310.55
22.07.18 19:37:33,0.53,200.11,190.24,305.23,317.24,227.88,212.09,318.59,316.35,212.09,220.56,307.44,317.24,208.88,213.69,310.55,311.44,196.54,219.75,325.34,317.24,206.48,214.1,307.89,309.66
22.07.18 19:37:49,0.8,198.52,187.89,303.9,315.01,224.21,209.68,316.8,315.01,210.08,217.32,306.11,315.01,206.48,210.88,309.22,310.11,194.18,216.92,323.08,315.46,203.69,209.68,306.56,307.44
22.07.18 19:38:04,1.05,197.73,186.71,302.58,314.56,221.78,208.08,315.9,314.12,209.68,214.9,305.67,314.12,203.69,210.88,308.77,309.66,193.78,214.5,322.63,314.56,201.3,206.48,306.11,307
22.07.18 19:38:19,1.3,196.15,184.37,301.7,312.78,218.13,206.08,315.01,312.33,208.08,210.08,304.34,312.33,201.7,208.88,307.44,307.89,191.81,210.88,320.83,312.33,199.32,203.29,304.79,304.34
22.07.18 19:38:34,1.55,195.75,182.81,301.25,312.78,216.11,204.48,314.56,311.89,208.08,206.88,304.34,311.89,199.71,207.68,307.44,306.56,191.03,208.88,320.38,311.44,197.73,200.9,304.34,304.34
22.07.18 19:38:49,1.8,194.18,180.47,299.93,311,213.69,202.49,313.22,310.55,206.88,203.69,303.02,311,197.73,205.28,306.11,306.11,189.06,206.88,318.59,310.11,195.36,198.92,303.02,302.58
22.07.18 19:39:04,2.05,193.78,178.92,299.05,310.55,211.28,201.3,312.33,310.11,205.68,201.7,302.58,310.11,196.54,204.08,305.67,305.23,187.89,204.48,318.14,309.22,194.18,197.73,302.14,300.81
22.07.18 19:39:19,2.3,192.21,177.37,298.61,309.66,208.88,199.32,311.44,308.77,203.69,199.32,302.14,308.33,194.57,202.09,304.79,304.34,186.32,202.09,317.24,308.33,192.99,194.96,301.25,299.93
22.07.18 19:39:34,2.55,191.42,175.82,297.74,308.77,207.28,197.73,311,308.33,202.49,197.34,301.25,307.44,192.99,200.51,303.9,303.9,184.76,200.9,316.35,307,191.42,194.18,300.81,299.05
22.07.18 19:39:49,2.8,191.03,175.43,296.86,307,205.28,196.94,310.11,307,200.51,193.78,300.37,306.11,191.42,198.13,303.46,302.58,182.81,198.92,315.01,306.11,189.85,191.81,299.49,297.74
22.07.18 19:40:04,3.05,191.03,175.05,295.98,306.11,202.89,195.36,308.77,306.11,198.92,191.42,299.93,305.67,190.24,196.54,303.02,301.7,181.25,197.73,313.67,304.79,188.67,190.24,298.18,296.42
22.07.18 19:40:19,3.3,191.81,176.59,295.54,306.11,202.49,194.96,309.66,306.11,198.13,190.24,299.93,304.79,188.67,195.36,303.02,301.25,180.47,197.73,313.22,304.34,187.89,189.06,298.18,295.98
22.07.18 19:40:34,3.55,191.03,176.21,294.67,304.34,200.9,193.39,307.89,304.79,196.15,188.67,298.61,303.9,186.71,193.39,301.7,300.37,178.14,195.75,312.33,302.58,186.32,186.71,296.86,294.67
22.07.18 19:40:49,3.8,190.24,176.59,294.23,303.9,199.32,192.6,307.44,303.9,195.36,187.1,297.74,303.02,185.15,191.81,301.25,299.49,176.98,194.18,311.44,301.7,184.76,184.76,295.98,292.92
22.07.18 19:41:04,4.05,189.06,175.82,292.92,303.46,197.73,191.81,306.56,303.02,193.78,186.32,297.3,302.58,183.2,189.85,300.81,298.61,175.43,192.6,311,301.25,183.2,182.81,295.54,292.92
22.07.18 19:41:19,4.3,188.28,175.05,292.05,302.14,196.94,190.63,306.11,302.58,191.81,185.54,296.86,301.7,181.64,186.71,299.93,297.74,173.89,191.42,309.22,299.93,182.03,181.25,294.67,290.74
22.07.18 19:41:34,4.55,187.5,174.66,291.61,301.7,195.75,189.85,305.67,302.14,191.03,184.37,296.86,301.25,180.09,183.98,299.93,297.74,171.58,190.63,309.22,299.49,180.86,179.31,293.36,290.3
22.07.18 19:41:49,4.8,186.71,173.89,290.3,301.25,194.57,188.67,305.23,301.25,189.85,183.2,296.42,300.37,178.92,181.64,299.49,296.86,169.27,189.46,308.33,298.61,178.92,177.76,292.92,289
22.07.18 19:42:04,5.05,185.93,173.12,289.87,299.93,192.99,187.89,304.79,300.81,187.89,183.2,295.54,298.61,176.98,180.09,299.05,296.42,166.97,188.28,307.44,297.3,177.37,175.82,292.48,289
22.07.18 19:42:19,5.3,185.54,171.58,289.43,299.49,191.81,186.71,304.34,299.93,187.1,183.2,295.11,299.05,175.43,178.92,298.18,295.54,165.43,187.5,306.56,296.42,175.82,173.89,291.17,288.13
22.07.18 19:42:34,5.55,184.76,171.19,289,298.61,191.42,185.93,303.46,299.05,185.54,182.81,294.67,298.18,174.27,177.37,298.18,294.67,164.29,186.71,305.67,295.54,174.27,172.35,290.3,287.26
22.07.18 19:42:49,5.8,184.37,170.42,288.13,298.18,190.24,184.76,303.46,298.61,183.98,182.03,294.23,296.86,171.96,176.21,297.74,294.23,162.38,185.15,305.23,295.11,173.89,170.81,289.87,285.96
22.07.18 19:43:04,6.05,183.59,170.04,287.69,297.74,189.06,183.98,303.02,298.18,182.81,182.03,294.23,297.3,170.42,175.05,297.3,293.79,161.23,184.37,304.34,294.23,172.73,169.65,289,285.09
22.07.18 19:43:19,6.3,183.59,168.12,286.82,296.86,188.67,182.42,302.14,297.74,181.25,181.25,293.36,296.42,168.88,173.12,296.86,292.92,159.71,183.59,303.9,292.92,171.58,167.73,288.13,284.66
