Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,Error
11.08.18 20:07:15,3.3,143.12,189.06,290.74,291.61,159.33,193.78,294.67,286.39,116.22,215.31,289.43,287.69,137.16,196.15,289,286.39,137.53,190.63,295.98,297.3,156.3,214.5,289,292.05,
11.08.18 20:07:30,3.55,142.38,187.5,289.87,290.74,158.19,193.39,294.67,285.52,114.05,214.5,289.43,286.82,136.42,194.57,288.56,285.96,135.68,189.06,294.67,295.98,153.27,212.89,287.69,290.74,
11.08.18 20:07:45,3.8,140.88,187.1,289.43,290.3,157.05,192.21,294.23,285.52,112.6,214.1,289,286.82,134.57,194.18,288.13,285.52,134.57,187.1,294.67,295.54,151,211.68,287.26,290.3,
11.08.18 20:08:00,4.05,139.77,185.93,289,289.43,155.92,191.03,293.79,283.79,110.43,213.29,288.13,285.52,133.09,193.39,287.26,284.22,132.72,185.15,294.23,294.23,148.37,209.68,286.39,288.56,
11.08.18 20:08:15,4.3,137.91,184.76,288.13,288.56,155.54,190.24,293.36,283.36,109.35,212.89,288.13,285.52,131.98,192.6,287.69,284.22,131.24,184.37,293.79,294.23,146.12,208.88,285.09,287.69,
11.08.18 20:08:30,4.55,136.42,183.59,287.26,287.69,153.65,188.67,292.92,282.49,107.55,212.09,287.69,285.09,130.5,191.42,286.39,283.36,129.76,182.81,293.36,292.92,143.12,206.88,284.22,286.39,
11.08.18 20:08:45,4.8,136.79,182.81,287.26,286.82,152.89,188.28,292.48,281.63,105.75,211.68,286.82,284.66,129.03,189.85,286.39,282.92,127.92,180.86,292.92,292.48,140.51,205.68,283.36,285.09,
11.08.18 20:09:00,5.05,135.68,181.64,286.39,286.39,152.51,187.89,292.05,280.77,104.31,211.28,287.26,283.36,127.19,189.06,285.96,282.92,127.19,179.31,292.05,291.61,138.28,204.48,282.49,283.79,
11.08.18 20:09:15,5.3,133.83,180.86,285.96,286.39,151.38,187.5,292.05,280.77,103.24,210.88,286.82,283.36,124.98,188.28,285.96,282.49,125.72,178.92,292.48,290.74,136.42,203.29,282.49,283.36,
11.08.18 20:09:30,5.55,133.46,179.7,285.96,285.52,150.63,187.1,291.61,279.9,102.16,209.68,286.39,282.92,123.88,187.1,285.52,281.63,123.88,178.14,291.61,290.74,135.31,201.3,281.2,282.06,
11.08.18 20:09:45,5.8,132.72,178.92,284.66,284.22,149.5,185.54,291.17,279.04,101.09,209.28,285.52,282.06,121.69,185.54,284.22,280.33,122.06,176.98,290.74,289,133.09,199.71,279.9,280.77,
11.08.18 20:10:01,6.07,132.72,177.37,284.22,283.36,148.37,185.15,290.74,278.61,100.02,208.48,285.09,281.2,120.96,184.37,284.66,280.33,120.23,175.82,290.3,289,132.35,198.52,279.47,280.33,
11.08.18 20:10:16,6.32,130.5,176.59,283.79,282.92,147.24,184.37,289.87,278.18,98.95,208.08,284.66,280.33,119.14,183.2,284.22,279.9,118.77,174.66,289.87,288.13,130.5,196.54,278.61,279.9,
11.08.18 20:10:31,6.57,128.66,175.43,283.36,282.06,145.74,183.59,289.87,277.32,97.52,207.68,284.66,279.9,117.68,182.81,283.79,279.04,117.68,173.89,289.43,287.69,129.03,194.96,278.18,278.61,
11.08.18 20:10:46,6.82,128.66,174.27,282.49,281.2,143.87,182.81,289.43,277.32,98.23,206.88,284.66,280.33,116.95,181.25,283.36,278.61,116.95,173.12,288.56,286.82,127.55,192.99,276.89,278.18,
11.08.18 20:11:01,7.07,128.29,173.89,282.49,281.63,142.75,182.03,289.43,276.89,97.88,206.48,284.66,279.9,116.22,180.09,283.36,278.18,116.59,173.12,289,286.39,126.82,192.21,276.89,277.32,
11.08.18 20:11:16,7.32,127.19,172.35,282.06,280.77,141.63,180.86,288.56,276.03,97.88,205.68,284.22,278.61,114.41,178.92,282.92,277.75,115.5,171.96,287.69,285.52,124.62,190.63,276.03,276.03,
11.08.18 20:11:31,7.57,124.98,171.19,281.2,280.33,140.51,179.7,288.56,275.6,97.88,204.88,283.36,278.18,112.6,177.37,282.49,276.89,114.77,171.19,287.69,285.09,123.52,189.46,274.74,275.6,
11.08.18 20:11:46,7.82,124.62,170.04,281.2,279.04,140.14,179.31,288.56,275.17,97.52,204.48,283.36,277.75,111.51,176.59,282.49,276.89,113.69,170.04,287.26,284.66,122.79,188.28,274.74,275.17,
11.08.18 20:12:01,8.07,123.15,169.27,280.77,279.47,137.91,178.53,288.56,275.6,96.45,204.08,283.36,277.75,110.79,175.43,282.49,276.46,112.96,170.04,287.26,283.79,122.06,187.5,274.32,274.32,
11.08.18 20:12:16,8.32,122.06,168.12,279.9,278.18,136.79,176.98,287.69,274.32,95.38,202.89,282.49,276.89,109.35,173.5,281.63,275.6,111.51,169.27,285.96,283.36,119.86,186.32,273.46,273.46,
11.08.18 20:12:31,8.57,121.69,167.35,279.47,277.75,136.05,176.21,288.13,273.89,95.03,202.89,282.06,276.46,107.91,173.12,281.2,276.03,110.79,168.88,286.39,282.92,119.14,185.54,273.03,272.6,
11.08.18 20:12:46,8.82,118.77,166.2,279.47,277.32,135.68,175.43,287.69,274.32,93.96,202.09,282.49,276.03,106.83,171.96,280.33,275.17,109.35,167.73,285.52,282.49,118.41,184.37,272.18,271.75,
11.08.18 20:13:01,9.07,119.14,165.43,279.47,277.32,134.57,175.05,287.69,273.89,93.25,201.7,282.49,276.03,105.75,170.81,281.2,275.17,108.63,166.97,285.96,282.49,118.04,183.59,272.18,271.75,
11.08.18 20:13:16,9.32,117.32,164.67,278.61,276.89,133.83,174.27,287.26,273.46,92.19,200.9,282.49,275.17,105.39,170.04,280.77,274.74,107.55,166.2,285.09,281.63,116.95,182.42,271.32,270.89,
11.08.18 20:13:31,9.57,117.32,163.52,278.18,276.03,132.72,173.12,286.82,273.03,91.48,200.51,282.06,274.74,103.95,168.5,280.33,273.89,106.11,165.43,284.66,281.2,116.22,181.64,270.89,270.04,
11.08.18 20:13:46,9.82,115.86,162.76,277.75,275.17,131.61,172.35,286.82,272.6,90.07,200.11,281.63,274.74,102.88,167.35,279.9,273.46,105.39,165.05,284.22,280.33,115.5,180.09,270.47,269.61,
11.08.18 20:14:01,10.07,114.41,162,277.75,275.17,130.87,171.19,286.39,272.18,89.01,198.92,281.63,274.32,101.8,166.58,279.47,273.46,104.31,164.67,284.22,280.33,114.41,178.92,270.04,268.76,
11.08.18 20:14:16,10.32,115.86,161.62,276.89,274.74,129.76,170.42,285.96,271.75,88.3,198.52,281.2,273.89,100.73,165.43,279.04,272.6,102.88,164.29,283.79,279.9,112.24,178.14,269.61,268.34,
11.08.18 20:14:31,10.57,112.96,160.85,276.89,273.89,128.66,169.65,285.96,272.18,87.6,198.13,280.77,273.46,100.02,165.05,278.61,272.6,102.16,163.52,283.79,279.9,109.35,177.37,269.19,267.91,
11.08.18 20:14:46,10.82,112.24,160.09,276.03,273.89,127.19,168.88,285.96,270.89,86.19,197.34,280.33,273.46,98.59,163.9,278.18,272.18,101.09,163.14,283.79,279.04,107.55,176.21,268.34,267.06,
11.08.18 20:15:01,11.07,111.88,160.09,275.6,273.46,126.08,168.12,285.09,270.47,84.78,196.54,280.33,272.6,97.52,163.14,278.18,271.75,100.02,162.38,282.92,278.18,105.39,175.43,268.34,267.06,
11.08.18 20:15:16,11.32,109.71,159.33,275.6,272.6,124.62,166.97,285.52,270.47,83.38,195.75,280.33,272.6,96.45,162.38,277.75,271.32,98.95,161.62,282.49,277.75,105.39,174.27,267.48,265.78,
11.08.18 20:15:31,11.57,109.71,158.57,274.74,271.75,124.25,166.2,284.66,269.61,82.33,195.36,279.9,272.18,95.38,161.23,277.75,270.89,97.88,160.85,282.06,277.32,103.95,173.12,267.48,264.93,
11.08.18 20:15:46,11.82,108.63,158.57,274.74,272.18,123.52,165.05,285.09,269.61,81.62,194.96,279.9,271.75,94.67,161.23,278.18,270.89,97.52,160.47,282.06,277.32,102.52,172.35,267.06,265.36,
11.08.18 20:16:01,12.07,107.55,157.81,273.89,270.89,122.42,163.9,284.66,269.19,80.57,194.18,279.47,270.89,93.25,158.95,276.89,270.04,96.1,160.09,281.2,276.03,101.45,170.42,266.63,263.66,
11.08.18 20:16:16,12.32,108.63,157.05,273.46,271.32,121.32,163.14,284.22,268.34,79.53,193.78,279.04,270.47,91.84,158.57,276.89,269.61,95.03,158.95,280.77,275.6,100.37,169.27,266.21,263.24,
11.08.18 20:16:31,12.57,105.75,157.05,273.46,270.47,120.59,162.76,284.22,268.34,77.78,192.99,279.04,270.47,90.78,157.81,276.46,269.19,94.32,158.95,280.77,275.6,99.66,168.12,265.36,262.81,
11.08.18 20:16:47,12.83,107.91,157.05,273.03,270.47,119.5,162.76,284.22,267.91,76.73,192.99,278.61,271.32,90.07,156.67,276.46,269.19,93.61,158.57,280.33,275.6,98.59,167.73,265.36,262.39,
11.08.18 20:17:02,13.08,105.75,157.05,272.6,269.61,118.41,162,283.79,267.48,75.34,192.21,277.75,270.47,88.66,156.3,276.03,268.76,92.19,157.81,280.33,274.32,99.3,166.2,264.51,261.97,
11.08.18 20:17:17,13.33,104.31,156.67,272.18,269.61,116.59,161.23,283.36,267.48,74.3,191.42,278.18,270.04,87.95,155.16,276.03,268.76,91.48,157.43,279.9,274.32,97.88,165.05,264.09,261.12,
11.08.18 20:17:32,13.58,106.47,155.92,271.75,268.76,115.86,160.47,283.36,267.48,72.91,190.63,278.18,269.61,86.89,154.4,275.6,268.34,90.78,157.43,279.9,273.89,97.16,164.29,264.09,260.7,
11.08.18 20:17:47,13.83,102.88,155.54,271.32,267.91,115.14,160.09,282.92,266.63,71.52,189.85,277.75,269.61,85.84,154.02,275.6,267.91,90.07,157.05,279.47,273.03,97.16,163.14,263.24,261.97,
11.08.18 20:18:02,14.08,102.16,154.4,270.89,267.48,114.41,159.33,282.92,266.21,70.48,189.06,277.32,268.76,84.43,152.89,275.17,267.06,88.3,156.3,278.61,272.6,95.03,162,263.24,261.55,
11.08.18 20:18:17,14.33,102.88,154.02,270.89,267.91,113.32,158.95,282.92,266.21,69.44,188.67,277.32,268.76,84.08,152.51,275.17,267.06,87.95,156.67,279.04,272.6,93.96,161.23,263.24,261.55,
11.08.18 20:18:32,14.58,99.66,153.27,270.47,267.06,111.51,158.19,282.49,265.78,68.41,187.89,277.32,268.34,82.68,151,274.74,266.63,86.89,156.3,278.61,272.18,94.32,160.09,262.39,260.28,
11.08.18 20:18:47,14.83,101.8,153.27,270.04,267.06,110.79,157.81,282.49,265.36,67.37,187.5,276.46,268.34,81.62,150.63,274.74,266.63,85.84,155.92,278.18,271.75,93.25,159.33,261.97,260.7,
11.08.18 20:19:02,15.08,98.59,152.14,269.61,266.21,109.35,156.67,282.06,264.93,66.34,186.71,276.89,267.48,80.92,150.25,273.89,266.21,84.78,155.16,278.18,271.75,92.55,157.81,261.97,260.28,
11.08.18 20:19:17,15.33,98.95,151.76,269.61,266.63,108.63,156.3,282.06,264.51,67.37,186.32,276.03,267.48,79.53,149.5,274.74,266.21,84.08,155.16,277.75,270.89,91.48,157.05,261.97,259.85,
11.08.18 20:19:32,15.58,98.23,151,268.76,265.78,107.55,155.54,281.63,264.51,66.34,185.54,276.46,266.63,78.48,148.75,273.89,264.93,83.38,154.4,277.75,270.47,91.13,156.3,261.12,259.43,
11.08.18 20:19:47,15.83,94.67,149.5,267.91,264.93,106.47,154.02,280.77,263.24,65.3,184.37,275.17,265.78,77.08,147.24,273.03,264.51,81.98,153.27,276.46,269.19,90.42,154.78,260.28,257.75,
11.08.18 20:20:02,16.08,96.45,149.12,267.48,264.93,105.75,153.65,280.77,263.66,64.62,183.98,275.17,265.78,76.04,146.87,272.6,264.51,80.92,153.27,276.46,269.19,89.72,154.4,260.28,258.17,
11.08.18 20:20:17,16.33,94.32,148.75,267.91,264.93,105.03,153.27,280.77,263.66,64.96,183.98,275.17,265.78,74.99,146.49,273.03,264.09,80.22,152.89,276.89,269.19,89.72,154.02,260.28,257.75,
11.08.18 20:20:32,16.58,93.61,148.37,267.06,264.09,103.59,152.51,280.33,263.24,63.58,183.2,275.17,265.78,73.6,145.37,273.03,264.09,79.18,152.14,276.03,268.76,88.3,152.89,259.85,256.9,
11.08.18 20:20:47,16.83,94.32,147.62,267.06,264.09,102.88,151.76,280.33,262.81,62.55,182.81,274.74,265.36,72.21,144.62,272.18,264.09,78.48,151.38,276.03,267.91,87.6,151.76,259.01,256.9,
11.08.18 20:21:02,17.08,91.13,147.99,267.06,264.09,102.16,151.38,280.33,262.81,62.21,182.42,274.74,265.36,71.87,143.87,272.18,264.09,77.78,151,276.03,268.34,86.89,151,259.01,256.9,
11.08.18 20:21:17,17.33,92.19,147.24,266.21,263.66,101.45,151,279.9,262.81,61.18,182.03,274.32,264.51,70.83,143.5,272.6,262.81,76.73,151,276.03,267.48,85.49,149.87,258.59,256.06,
11.08.18 20:21:32,17.58,90.42,146.49,265.78,262.81,101.09,149.87,279.9,261.55,60.15,181.25,274.32,264.09,69.44,142.75,272.18,262.39,75.69,150.63,275.17,267.06,84.08,149.12,257.75,255.64,
11.08.18 20:21:47,17.83,88.3,145.37,264.93,261.55,98.59,149.12,279.04,261.55,57.42,180.47,273.89,262.39,68.06,141.63,271.32,262.39,74.99,149.5,275.17,266.63,82.68,148.37,257.33,254.8,
11.08.18 20:22:03,18.1,89.36,145.74,265.36,262.39,98.59,149.12,279.04,261.55,57.42,180.47,273.89,263.24,67.72,141.63,271.32,262.39,74.65,149.87,274.74,266.21,82.33,147.99,257.33,254.38,
11.08.18 20:22:18,18.35,86.89,144.62,264.93,261.97,97.88,147.99,279.04,260.7,56.74,179.31,273.46,262.81,66.68,140.88,270.89,261.97,73.6,148.75,275.17,266.21,81.27,146.49,256.9,253.96,
11.08.18 20:22:33,18.6,87.25,144.62,264.51,261.55,96.81,147.62,279.04,261.55,56.05,178.92,273.03,262.39,65.65,140.51,270.89,261.97,72.91,149.12,274.74,265.78,80.92,145.74,256.48,253.12,
11.08.18 20:22:48,18.85,86.19,143.87,264.51,261.55,96.1,146.87,279.04,260.7,55.03,178.14,273.03,262.39,64.27,139.39,270.47,261.97,72.21,148.75,274.74,265.36,79.88,144.62,256.48,253.12,
11.08.18 20:23:03,19.1,84.78,143.12,263.66,261.12,95.38,145.74,278.18,260.28,54.01,176.98,272.6,261.55,62.9,139.02,270.47,261.12,70.83,147.62,274.32,264.93,78.83,143.87,256.06,252.29,
11.08.18 20:23:18,19.35,84.78,142.75,264.09,260.7,93.96,144.99,278.61,259.85,52.65,176.21,272.6,261.55,61.87,138.28,270.04,260.7,69.79,146.87,274.32,264.51,78.13,142.38,255.64,251.87,
11.08.18 20:23:33,19.6,82.33,142.38,263.66,260.7,93.25,144.25,278.18,260.28,52.65,175.43,272.6,261.55,61.18,137.53,270.04,260.28,69.1,146.87,273.89,264.51,77.78,141.63,255.64,251.45,
11.08.18 20:23:48,19.85,82.68,141.26,263.24,260.28,92.9,143.87,278.18,259.85,51.63,175.05,272.18,261.12,60.5,136.79,270.04,260.28,68.06,146.49,273.89,264.09,77.08,140.51,255.22,251.45,
11.08.18 20:24:03,20.1,81.62,141.26,263.24,259.85,92.19,142.75,277.32,259.43,49.94,173.89,271.75,260.7,59.13,136.05,269.61,260.28,66.68,145.74,273.46,263.24,76.04,139.77,254.8,251.03,
11.08.18 20:24:18,20.35,80.22,140.14,262.39,259.43,91.13,142.38,277.32,259.01,48.92,173.12,272.18,260.7,58.44,134.94,269.19,259.85,65.65,145.37,273.46,263.24,75.34,139.02,254.38,251.45,
11.08.18 20:24:33,20.6,80.92,139.77,262.39,259.43,91.13,141.63,277.75,259.43,48.25,173.12,272.18,260.28,58.1,134.57,269.19,259.85,64.96,144.99,273.46,263.66,74.99,137.91,254.38,251.87,
11.08.18 20:24:48,20.85,78.48,139.39,262.39,259.43,90.42,141.26,277.32,259.01,47.91,171.96,271.75,259.85,57.42,134.2,268.76,259.43,63.58,144.62,273.03,262.81,73.6,136.79,253.96,251.03,
11.08.18 20:25:03,21.1,79.18,139.02,261.97,259.01,90.07,140.51,276.89,258.59,46.56,171.58,271.32,259.85,56.74,133.83,268.76,259.43,62.55,143.5,273.03,262.81,72.91,136.42,254.38,250.19,
11.08.18 20:25:18,21.35,78.48,137.91,261.55,258.59,89.01,139.77,276.46,258.17,45.55,170.42,270.89,259.43,55.37,132.72,267.91,258.59,61.53,143.12,272.6,261.97,71.87,134.94,253.12,250.19,
11.08.18 20:25:33,21.6,77.08,137.16,261.12,258.17,88.3,138.65,276.03,257.75,45.21,170.04,270.47,258.59,54.01,131.98,267.91,258.17,60.5,142,271.75,261.12,70.83,133.46,252.7,249.36,
11.08.18 20:25:48,21.85,76.39,136.79,260.7,257.75,87.6,138.65,276.03,257.33,44.53,169.65,270.47,258.59,53.33,131.61,267.91,258.17,60.15,142,271.75,261.55,70.48,133.09,253.12,249.36,
11.08.18 20:26:03,22.1,74.99,136.05,260.28,257.75,86.54,137.53,276.03,257.33,43.86,168.88,270.47,258.17,52.65,130.87,267.48,257.75,58.79,140.88,271.75,260.7,69.79,131.98,252.7,248.52,
11.08.18 20:26:18,22.35,75.69,135.68,260.28,257.33,86.54,137.53,275.6,257.33,43.19,168.12,270.04,258.17,51.97,130.5,267.48,257.33,58.1,140.51,271.75,260.7,69.44,131.24,252.29,248.52,
11.08.18 20:26:33,22.6,74.65,135.31,259.85,256.9,85.49,136.42,275.6,256.9,42.18,167.73,269.61,257.75,50.96,130.13,267.06,257.33,56.74,139.77,271.32,260.28,68.41,130.13,251.87,247.69,
11.08.18 20:26:48,22.85,73.95,134.57,259.43,256.48,84.43,135.68,274.74,256.48,41.51,166.97,269.61,257.33,49.94,129.39,266.63,257.33,55.71,139.02,270.89,259.43,67.03,129.76,251.45,247.69,
11.08.18 20:27:03,23.1,73.26,134.2,259.01,256.06,83.03,135.31,275.17,256.06,41.17,165.82,269.19,256.48,48.58,128.66,266.63,256.48,54.35,138.65,270.47,259.01,65.65,128.66,251.03,248.11,
11.08.18 20:27:18,23.35,72.56,133.83,259.01,256.06,82.33,134.57,275.17,256.48,39.83,165.82,269.61,256.9,48.25,128.66,266.21,256.48,54.01,137.91,270.47,259.43,65.3,128.29,251.45,248.52,
11.08.18 20:27:33,23.6,72.91,133.46,258.17,255.64,82.33,133.83,274.74,256.06,39.5,165.05,269.19,256.48,46.9,127.55,265.78,256.06,52.99,137.91,270.04,259.01,63.93,127.19,250.61,248.11,
11.08.18 20:27:48,23.85,71.87,132.72,258.59,255.64,81.98,133.09,274.74,256.06,39.5,164.67,269.19,256.48,45.88,127.19,266.21,256.06,51.97,137.53,270.04,258.59,63.24,126.45,250.61,247.69,
11.08.18 20:28:03,24.1,70.14,132.72,258.17,255.22,81.27,131.98,274.74,255.64,38.83,163.9,268.76,256.06,45.21,126.45,266.21,256.06,51.63,136.79,269.61,258.59,62.21,126.08,250.19,247.27,
11.08.18 20:28:18,24.35,70.14,131.98,258.17,255.22,80.57,131.61,274.32,255.64,38.83,163.14,268.34,256.06,44.53,126.08,265.78,256.06,50.62,136.79,269.61,258.59,61.53,124.98,250.19,247.27,
11.08.18 20:28:33,24.6,69.44,131.24,257.33,254.38,80.22,130.13,273.89,255.22,37.82,162.38,268.34,255.22,43.53,125.35,264.93,255.22,49.6,135.68,269.19,257.75,60.15,123.52,249.36,246.86,
11.08.18 20:28:48,24.85,69.79,131.24,257.33,254.38,79.88,129.76,273.89,255.22,37.82,161.62,268.34,254.8,43.19,124.62,264.93,255.22,49.26,135.68,269.19,257.75,59.47,123.52,249.36,246.44,
11.08.18 20:29:03,25.1,67.72,130.5,256.9,253.96,78.13,129.03,273.46,255.22,37.82,161.23,268.34,255.22,42.52,124.25,265.36,254.8,48.92,134.94,269.19,257.33,58.79,122.42,249.36,247.27,
11.08.18 20:29:18,25.35,66.68,130.5,256.9,253.96,77.43,128.29,273.03,254.38,37.49,160.47,267.48,254.8,41.51,123.15,264.51,254.8,47.91,134.2,268.76,257.33,58.1,121.32,248.94,246.44,
11.08.18 20:29:35,25.63,67.03,129.76,256.48,253.96,77.43,127.19,273.46,253.96,36.82,159.71,267.48,255.64,39.5,122.06,264.51,254.38,46.9,134.2,268.34,256.48,57.08,120.59,248.94,246.44,
11.08.18 20:29:50,25.88,69.1,129.03,256.48,253.54,77.08,126.45,273.46,254.38,36.82,159.33,267.06,255.22,39.83,121.32,264.51,254.38,46.56,133.46,268.34,256.48,57.08,119.86,248.94,245.61,
11.08.18 20:30:05,26.13,65.99,127.92,256.48,253.12,76.39,124.25,273.46,253.54,36.49,158.57,267.48,255.22,39.5,120.59,264.51,253.96,46.56,132.72,268.76,257.33,56.4,118.77,248.52,245.61,
11.08.18 20:30:20,26.38,66.34,127.19,256.06,252.7,75.69,123.52,272.18,253.12,35.82,158.19,267.06,254.8,38.49,119.5,264.09,253.54,45.21,131.98,267.91,256.9,55.71,118.41,247.69,245.61,
11.08.18 20:30:35,26.63,64.27,127.19,256.06,253.54,75.34,123.15,273.03,253.54,36.15,157.43,267.48,253.96,38.83,118.77,264.09,253.54,44.87,131.24,268.34,256.48,55.71,118.04,248.11,245.61,
11.08.18 20:30:50,26.88,64.96,126.08,255.64,252.7,74.65,122.42,272.6,253.12,35.49,156.67,266.63,253.96,37.15,117.32,263.66,253.12,43.86,130.5,267.48,255.64,54.35,116.95,247.27,244.77,
11.08.18 20:31:05,27.13,64.96,126.08,255.64,252.7,74.3,121.69,272.6,253.12,36.15,156.3,267.06,253.96,37.15,116.95,263.66,253.54,43.53,130.13,267.91,256.06,54.01,116.22,247.69,244.77,
11.08.18 20:31:20,27.38,62.9,125.72,255.64,252.29,73.6,121.32,272.6,252.7,35.82,155.92,266.63,253.96,36.49,115.86,263.24,252.7,42.85,130.13,267.06,255.64,53.67,115.5,247.27,243.94,
11.08.18 20:31:35,27.63,63.24,124.62,254.8,251.87,73.26,120.23,272.18,252.29,35.49,155.16,266.21,253.12,35.15,115.14,263.24,252.7,41.84,129.03,266.63,255.22,52.99,115.5,246.86,244.36,
11.08.18 20:31:50,27.88,61.87,124.25,254.8,251.87,72.91,119.86,271.75,251.87,34.82,154.78,266.21,253.12,35.15,114.41,263.24,252.29,40.84,128.29,267.06,254.8,52.31,114.41,246.44,243.53,
11.08.18 20:32:05,28.13,62.55,123.88,254.38,251.87,72.21,119.14,271.32,251.87,35.15,154.02,265.36,252.7,34.15,113.32,262.39,252.29,40.17,127.19,267.06,254.38,51.97,113.32,246.44,242.7,
11.08.18 20:32:20,28.38,61.53,123.52,254.38,251.45,71.52,118.77,271.75,251.87,34.82,153.65,265.78,252.7,33.49,112.6,262.39,251.87,39.16,126.45,266.63,254.38,51.29,112.6,246.02,242.28,
11.08.18 20:32:35,28.63,59.47,122.79,253.96,251.45,70.83,118.04,270.89,251.45,34.82,152.89,265.36,252.29,32.49,111.88,261.97,251.87,38.49,126.08,266.21,254.38,50.28,111.15,246.02,243.11,
11.08.18 20:32:50,28.88,60.84,122.42,253.54,250.61,70.48,117.68,270.89,251.45,34.49,152.14,264.93,251.87,31.82,111.15,261.55,251.45,37.49,125.35,265.78,253.96,50.28,110.07,246.02,243.11,
11.08.18 20:33:06,29.15,59.81,122.06,253.54,251.03,69.79,117.32,270.47,251.45,34.49,151.76,264.93,251.87,31.49,110.43,261.97,251.03,36.82,124.62,265.78,253.96,49.6,109.35,245.61,243.11,
11.08.18 20:33:21,29.4,58.1,120.96,253.12,249.78,69.44,116.22,270.04,250.61,34.15,150.63,264.09,251.03,30.5,109.35,261.12,250.61,35.49,123.52,264.93,253.12,48.25,108.27,245.19,241.87,
11.08.18 20:33:36,29.65,58.44,120.96,253.12,250.19,68.75,116.22,270.47,251.03,33.82,150.25,264.51,251.45,29.83,108.99,261.12,250.19,35.15,123.15,264.93,253.12,47.57,107.91,244.77,241.46,
11.08.18 20:33:51,29.9,56.74,120.23,252.7,249.78,69.1,115.86,270.47,250.61,34.15,149.87,264.09,251.03,29.5,107.91,260.7,250.61,34.15,122.79,264.93,252.7,46.9,106.47,244.77,241.46,
