"SampleID","TA","Mass"
"20180711_H3_B",2035.70890413524,59.1495
"20180711_H1_B",2017.53006491159,60.5853
"20180711_H0_B",2025.16237876575,60.9549
"20180711_H2_B",2024.33568399106,60.3809
"20180711_spawn_tank",2087.26208882423,59.8549
"20180711_T6",2038.53802279956,58.703
"20180711_T7",2027.57249128824,59.8204
"20180711_T9",2027.29513558059,59.9436
"20180711_inflow_sump",2022.53951181773,59.1404
