sample,mass,salinity,Sample.ID,Type, Notes
20180718_JUNK,60.6096,29,JUNK,JUNK,
20180718_CRM1,59.6861,33.481,CRM1,CRM,Opened new Bottle #168-0033
20180718_CRM2,59.3746,33.481,CRM2,CRM,Opened new Bottle #168-0033
