Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,Error
24.07.18 15:00:02,0.03,221.78,219.75,329.87,306.11,205.68,209.68,299.93,300.81,267.06,220.15,308.77,297.74,200.51,242.7,292.05,324.44,210.88,246.86,304.34,303.02,183.98,241.04,294.67,296.86,
24.07.18 15:00:17,0.28,222.18,216.11,328.96,304.34,204.48,209.28,298.61,299.93,267.91,218.54,305.23,296.42,199.32,239.39,290.74,320.83,209.68,243.94,301.7,302.58,181.25,238.97,293.36,292.92,
24.07.18 15:00:32,0.53,217.32,214.9,328.05,303.46,204.48,208.08,297.74,299.49,269.19,217.73,303.9,295.98,198.52,237.32,289.43,317.69,208.88,242.7,299.93,302.14,179.7,237.74,292.48,295.54,
24.07.18 15:00:47,0.78,218.13,212.89,327.6,301.7,203.69,206.88,296.42,298.61,269.19,216.52,302.14,295.54,197.73,234.85,288.56,315.01,207.68,241.04,298.61,301.7,178.92,236.09,292.05,290.3,
24.07.18 15:01:02,1.03,213.29,210.88,325.79,300.37,202.89,206.08,295.11,297.3,267.91,214.9,299.93,293.79,195.36,231.57,287.69,311.44,206.08,238.97,296.42,300.37,177.76,234.03,290.74,292.92,
24.07.18 15:01:17,1.28,211.28,208.88,325.34,298.61,201.7,204.48,294.23,296.86,267.48,213.69,297.74,292.92,194.18,229.93,286.82,308.77,204.88,237.32,294.67,299.49,176.59,232.39,289.43,288.56,
24.07.18 15:01:32,1.53,210.48,206.08,323.99,297.3,201.7,202.89,293.36,295.98,266.63,212.89,296.86,292.48,192.6,227.88,286.39,306.56,203.29,234.85,293.36,298.61,175.05,230.75,289,289.43,
24.07.18 15:01:47,1.78,207.28,204.48,323.08,296.42,200.51,204.08,292.92,294.67,266.63,211.28,295.54,291.61,191.81,226.25,285.96,304.79,201.3,232.8,292.48,298.18,174.27,229.11,288.13,288.13,
24.07.18 15:02:02,2.03,208.88,203.29,321.28,294.67,200.51,201.7,291.61,294.23,266.21,210.48,294.67,290.74,189.46,224.62,285.09,302.58,199.71,230.75,290.74,297.3,173.89,227.47,287.26,286.39,
24.07.18 15:02:17,2.28,204.08,201.7,320.83,293.79,199.71,200.9,291.61,293.36,264.93,209.68,293.36,290.3,188.28,223.81,284.66,300.81,198.13,228.29,289.87,296.42,173.12,225.44,286.82,286.82,
24.07.18 15:02:32,2.53,202.49,199.71,319.04,292.92,198.52,199.32,290.3,292.92,261.97,208.48,292.48,289,187.1,222.18,284.22,298.61,196.94,225.84,289,295.54,170.81,222.99,285.52,282.49,
24.07.18 15:02:47,2.78,199.71,197.73,317.69,292.05,198.13,199.32,289.87,292.05,259.85,207.28,291.61,288.13,185.93,220.56,283.79,297.3,194.96,223.4,287.69,294.67,170.04,220.56,285.09,285.09,
24.07.18 15:03:02,3.03,196.54,196.54,316.8,290.74,197.34,196.94,289,290.74,258.17,205.28,290.3,287.26,183.59,218.94,283.36,295.54,193.39,220.97,286.82,293.36,168.5,219.34,284.22,280.77,
24.07.18 15:03:17,3.28,197.73,196.54,315.46,289.87,196.94,196.54,288.56,290.74,256.06,203.69,289.87,286.82,182.03,218.13,282.92,294.23,191.81,219.34,285.52,292.48,168.88,217.32,283.79,282.92,
24.07.18 15:03:32,3.53,192.6,194.96,314.12,289,196.94,195.36,287.69,289.87,253.96,202.09,289,286.39,180.86,216.92,282.49,292.92,190.63,216.52,284.66,291.61,168.5,215.71,282.92,278.61,
