"","Date.Time","TMP_T0","pH_T0","Sal","TMP_T2","pH_T2","Temp_T3","pH_T3","TMP_T1","pH_T1"
"4",2018-07-08 00:00:00,"17.0","7.21","28.0","17.4","7.72","17.4","7.17","17.3","7.78"
"5",2018-07-08 00:10:00,"17.0","7.19","28.0","17.4","7.72","17.3","7.20","17.3","7.78"
"6",2018-07-08 00:20:00,"17.0","7.20","28.0","17.4","7.72","17.3","7.23","17.3","7.78"
"7",2018-07-08 00:30:00,"17.0","7.19","28.0","17.4","7.72","17.3","7.18","17.4","7.80"
"8",2018-07-08 00:40:00,"17.0","7.20","28.0","17.4","7.72","17.3","7.14","17.4","7.80"
"9",2018-07-08 00:50:00,"17.0","7.19","28.0","17.5","7.73","17.3","7.15","17.4","7.80"
"10",2018-07-08 01:00:00,"17.0","7.20","28.1","17.5","7.74","17.3","7.16","17.4","7.80"
"11",2018-07-08 01:10:00,"17.1","7.20","28.3","17.5","7.74","17.3","7.18","17.4","7.81"
"12",2018-07-08 01:20:00,"17.1","7.19","28.5","17.5","7.74","17.3","7.19","17.4","7.81"
"13",2018-07-08 01:30:00,"17.1","7.19","28.6","17.5","7.75","17.4","7.21","17.4","7.81"
"14",2018-07-08 01:40:00,"17.1","7.21","28.6","17.5","7.75","17.4","7.22","17.4","7.82"
"15",2018-07-08 01:50:00,"17.1","7.20","28.4","17.5","7.75","17.5","7.18","17.4","7.82"
"16",2018-07-08 02:00:00,"17.1","7.20","28.4","17.5","7.75","17.5","7.15","17.5","7.82"
"17",2018-07-08 02:10:00,"17.1","7.20","28.4","17.5","7.75","17.5","7.13","17.5","7.82"
"18",2018-07-08 02:20:00,"17.1","7.21","28.4","17.5","7.76","17.5","7.14","17.5","7.83"
"19",2018-07-08 02:30:00,"17.1","7.21","28.4","17.5","7.76","17.5","7.16","17.5","7.83"
"20",2018-07-08 02:40:00,"17.1","7.19","28.4","17.5","7.76","17.5","7.17","17.5","7.83"
"21",2018-07-08 02:50:00,"17.1","7.21","28.4","17.5","7.76","17.5","7.19","17.5","7.83"
"22",2018-07-08 03:00:00,"17.1","7.19","28.4","17.5","7.76","17.5","7.20","17.5","7.83"
"23",2018-07-08 03:10:00,"17.1","7.19","28.4","17.5","7.76","17.5","7.21","17.5","7.83"
"24",2018-07-08 03:20:00,"17.1","7.20","28.4","17.5","7.77","17.5","7.17","17.5","7.84"
"25",2018-07-08 03:30:00,"17.1","7.20","28.3","17.5","7.76","17.5","7.16","17.5","7.84"
"26",2018-07-08 03:40:00,"17.1","7.19","28.3","17.5","7.77","17.5","7.14","17.5","7.84"
"27",2018-07-08 03:50:00,"17.1","7.20","28.4","17.5","7.77","17.5","7.14","17.5","7.84"
"28",2018-07-08 04:00:00,"17.1","7.21","28.3","17.5","7.77","17.5","7.17","17.5","7.84"
