"","Date.Time","TMP_T1","pH_T1","ORP","Sal","TMP_T3","pH_T3","Temp_T5","pH_T5","TMP_T2","pH_T2"
"4",2018-06-09 00:00:00,"16.2","7.11","508","24.2","16.7","8.20","16.7","8.20","16.7","8.12"
"5",2018-06-09 00:10:00,"16.3","7.11","508","24.1","16.7","8.20","16.7","8.20","16.7","8.12"
"6",2018-06-09 00:20:00,"16.2","7.10","509","24.2","16.7","8.20","16.7","8.20","16.7","8.12"
"7",2018-06-09 00:30:00,"16.2","7.10","509","24.1","16.7","8.20","16.7","8.20","16.7","8.12"
"8",2018-06-09 00:40:00,"16.3","7.09","509","24.3","16.7","8.21","16.7","8.20","16.7","8.12"
"9",2018-06-09 00:50:00,"16.2","7.09","509","24.1","16.7","8.21","16.7","8.20","16.7","8.12"
"10",2018-06-09 01:00:00,"16.2","7.09","509","24.1","16.7","8.21","16.7","8.20","16.7","8.12"
"11",2018-06-09 01:10:00,"16.3","7.08","509","24.0","16.7","8.21","16.7","8.21","16.7","8.12"
"12",2018-06-09 01:20:00,"16.3","7.08","509","24.0","16.7","8.21","16.7","8.21","16.7","8.13"
"13",2018-06-09 01:30:00,"16.3","7.08","510","24.0","16.7","8.21","16.7","8.21","16.7","8.13"
"14",2018-06-09 01:40:00,"16.3","7.08","510","24.3","16.7","8.21","16.7","8.21","16.7","8.13"
"15",2018-06-09 01:50:00,"16.3","7.09","509","24.2","16.7","8.23","16.7","8.21","16.7","8.13"
"16",2018-06-09 02:00:00,"16.3","7.11","507","24.0","16.7","8.23","16.7","8.21","16.7","8.13"
"17",2018-06-09 02:10:00,"16.3","7.11","507","24.1","16.7","8.23","16.7","8.21","16.7","8.13"
"18",2018-06-09 02:20:00,"16.3","7.11","507","24.2","16.7","8.23","16.7","8.21","16.7","8.13"
"19",2018-06-09 02:30:00,"16.3","7.11","507","24.2","16.7","8.23","16.7","8.22","16.7","8.13"
"20",2018-06-09 02:40:00,"16.3","7.11","507","24.1","16.7","8.23","16.7","8.22","16.7","8.13"
"21",2018-06-09 02:50:00,"16.3","7.09","507","24.2","16.7","8.23","16.7","8.22","16.7","8.13"
"22",2018-06-09 03:00:00,"16.3","7.09","507","23.9","16.7","8.23","16.8","8.22","16.7","8.13"
"23",2018-06-09 03:10:00,"16.3","7.09","509","24.0","16.7","8.23","16.7","8.22","16.7","8.13"
"24",2018-06-09 03:20:00,"16.3","7.08","509","24.2","16.7","8.23","16.8","8.22","16.7","8.13"
"25",2018-06-09 03:30:00,"16.3","7.08","509","24.1","16.7","8.23","16.7","8.22","16.7","8.13"
"26",2018-06-09 03:40:00,"16.2","7.08","509","24.1","16.7","8.23","16.7","8.22","16.7","8.13"
"27",2018-06-09 03:50:00,"16.2","7.09","509","24.2","16.7","8.23","16.7","8.22","16.7","8.13"
"28",2018-06-09 04:00:00,"16.2","7.12","507","24.2","16.7","8.23","16.7","8.22","16.7","8.13"
"29",2018-06-09 04:10:00,"16.2","7.11","507","24.0","16.7","8.23","16.7","8.22","16.7","8.13"
"30",2018-06-09 04:20:00,"16.2","7.11","507","24.1","16.7","8.23","16.7","8.22","16.7","8.13"
"31",2018-06-09 04:30:00,"16.2","7.10","507","24.2","16.7","8.23","16.7","8.22","16.7","8.13"
"32",2018-06-09 04:40:00,"16.2","7.10","507","24.1","16.7","8.23","16.7","8.22","16.7","8.13"
"33",2018-06-09 04:50:00,"16.2","7.10","506","24.0","16.7","8.23","16.7","8.22","16.7","8.13"
