"","Date.Time","TMP_T0","pH_T0","Sal","TMP_T2","pH_T2","Temp_T3","pH_T3","TMP_T1","pH_T1"
"4",2018-07-24 00:00:00,"17.4","7.20","28.0","17.7","7.85","17.7","7.21","17.6","7.90"
"5",2018-07-24 00:10:00,"17.4","7.21","28.0","17.7","7.85","17.7","7.19","17.6","7.90"
"6",2018-07-24 00:20:00,"17.3","7.21","28.0","17.6","7.85","17.7","7.21","17.6","7.90"
"7",2018-07-24 00:30:00,"17.3","7.20","28.0","17.6","7.85","17.7","7.19","17.5","7.90"
"8",2018-07-24 00:40:00,"17.3","7.21","28.0","17.6","7.85","17.7","7.20","17.5","7.90"
"9",2018-07-24 00:50:00,"17.3","7.21","28.0","17.6","7.85","17.6","7.21","17.5","7.90"
"10",2018-07-24 01:00:00,"17.3","7.20","28.0","17.6","7.85","17.6","7.20","17.5","7.90"
"11",2018-07-24 01:10:00,"17.3","7.21","28.0","17.6","7.85","17.6","7.21","17.5","7.90"
"12",2018-07-24 01:20:00,"17.3","7.21","27.9","17.5","7.85","17.6","7.21","17.5","7.90"
"13",2018-07-24 01:30:00,"17.3","7.20","27.8","17.5","7.85","17.6","7.20","17.4","7.90"
"14",2018-07-24 01:40:00,"17.2","7.22","27.8","17.5","7.85","17.6","7.21","17.4","7.90"
"15",2018-07-24 01:50:00,"17.2","7.20","27.8","17.5","7.85","17.6","7.20","17.4","7.90"
"16",2018-07-24 02:00:00,"17.2","7.21","27.8","17.5","7.85","17.5","7.19","17.4","7.90"
"17",2018-07-24 02:10:00,"17.2","7.20","27.8","17.5","7.85","17.5","7.20","17.3","7.90"
"18",2018-07-24 02:20:00,"17.2","7.21","27.8","17.5","7.85","17.5","7.20","17.3","7.91"
"19",2018-07-24 02:30:00,"17.2","7.21","27.8","17.4","7.85","17.5","7.20","17.3","7.91"
"20",2018-07-24 02:40:00,"17.1","7.20","27.8","17.4","7.85","17.5","7.19","17.3","7.91"
"21",2018-07-24 02:50:00,"17.1","7.21","27.8","17.4","7.85","17.5","7.21","17.3","7.91"
"22",2018-07-24 03:00:00,"17.1","7.20","27.8","17.3","7.85","17.4","7.20","17.2","7.91"
"23",2018-07-24 03:10:00,"17.1","7.21","27.8","17.3","7.85","17.4","7.20","17.2","7.91"
"24",2018-07-24 03:20:00,"17.1","7.20","27.8","17.3","7.85","17.3","7.20","17.2","7.91"
"25",2018-07-24 03:30:00,"17.1","7.21","27.8","17.3","7.85","17.3","7.20","17.2","7.91"
"26",2018-07-24 03:40:00,"17.0","7.21","27.7","17.3","7.85","17.3","7.19","17.2","7.91"
"27",2018-07-24 03:50:00,"17.0","7.20","27.7","17.2","7.85","17.3","7.20","17.1","7.91"
"28",2018-07-24 04:00:00,"17.0","7.21","27.7","17.2","7.85","17.3","7.20","17.1","7.91"
"29",2018-07-24 04:10:00,"17.0","7.20","27.7","17.2","7.85","17.3","7.20","17.1","7.91"
"30",2018-07-24 04:20:00,"17.0","7.21","27.7","17.2","7.85","17.2","7.19","17.1","7.91"
"31",2018-07-24 04:30:00,"17.0","7.20","27.7","17.2","7.85","17.2","7.20","17.1","7.91"
"32",2018-07-24 04:40:00,"16.9","7.20","27.7","17.2","7.85","17.2","7.21","17.1","7.91"
"33",2018-07-24 04:50:00,"16.9","7.22","27.7","17.1","7.85","17.2","7.20","17.0","7.91"
"34",2018-07-24 05:00:00,"16.9","7.18","27.6","17.1","7.85","17.2","7.20","17.0","7.91"
"35",2018-07-24 05:10:00,"16.8","7.21","27.6","17.1","7.85","17.2","7.21","17.0","7.91"
"36",2018-07-24 05:20:00,"16.8","7.19","27.6","17.1","7.85","17.1","7.20","17.0","7.91"
"37",2018-07-24 05:30:00,"16.8","7.19","27.6","17.1","7.86","17.1","7.20","17.0","7.91"
"38",2018-07-24 05:40:00,"16.8","7.21","27.6","17.1","7.85","17.1","7.20","17.0","7.91"
"39",2018-07-24 05:50:00,"16.8","7.20","27.5","17.0","7.84","17.1","7.21","16.9","7.91"
"40",2018-07-24 06:00:00,"16.8","7.21","27.5","17.0","7.84","17.1","7.20","16.9","7.91"
"41",2018-07-24 06:10:00,"16.7","7.20","27.5","17.0","7.84","17.1","7.20","16.9","7.91"
"42",2018-07-24 06:20:00,"16.7","7.21","27.5","17.0","7.85","17.0","7.21","16.8","7.91"
"43",2018-07-24 06:30:00,"16.7","7.18","27.5","17.0","7.85","17.0","7.21","16.8","7.91"
"44",2018-07-24 06:40:00,"16.7","7.20","27.5","17.0","7.84","17.0","7.20","16.8","7.91"
"45",2018-07-24 06:50:00,"16.7","7.21","27.5","16.9","7.85","17.0","7.21","16.8","7.91"
"46",2018-07-24 07:00:00,"16.7","7.20","27.4","16.9","7.84","17.0","7.20","16.8","7.91"
"47",2018-07-24 07:10:00,"16.7","7.20","27.5","16.9","7.84","17.0","7.18","16.8","7.91"
"48",2018-07-24 07:20:00,"16.6","7.21","27.4","16.9","7.84","17.0","7.20","16.8","7.91"
"49",2018-07-24 07:30:00,"16.6","7.20","27.4","16.8","7.84","16.9","7.20","16.7","7.91"
"50",2018-07-24 07:40:00,"16.6","7.21","27.4","16.8","7.85","16.9","7.20","16.7","7.91"
"51",2018-07-24 07:50:00,"16.6","7.20","27.4","16.8","7.84","16.9","7.22","16.7","7.91"
"52",2018-07-24 08:00:00,"16.6","7.23","27.4","16.8","7.84","16.8","7.20","16.7","7.91"
"53",2018-07-24 08:10:00,"16.6","7.21","27.4","16.8","7.84","16.8","7.19","16.7","7.91"
"54",2018-07-24 08:20:00,"16.6","7.19","27.3","16.8","7.84","16.8","7.21","16.7","7.91"
"55",2018-07-24 08:30:00,"16.5","7.21","27.3","16.8","7.85","16.8","7.21","16.7","7.91"
"56",2018-07-24 08:40:00,"16.5","7.20","27.3","16.8","7.84","16.8","7.20","16.7","7.91"
"57",2018-07-24 08:50:00,"16.5","7.21","27.3","16.8","7.84","16.8","7.19","16.7","7.91"
"58",2018-07-24 09:00:00,"16.5","7.19","27.3","16.7","7.84","16.8","7.19","16.6","7.91"
"59",2018-07-24 09:10:00,"16.5","7.19","27.3","16.7","7.84","16.8","7.19","16.6","7.91"
"60",2018-07-24 09:20:00,"16.5","7.21","27.3","16.7","7.84","16.8","7.20","16.6","7.91"
"61",2018-07-24 09:30:00,"16.5","7.20","27.3","16.7","7.84","16.8","7.19","16.6","7.91"
"62",2018-07-24 09:40:00,"16.5","7.21","27.3","16.7","7.84","16.8","7.20","16.6","7.91"
"63",2018-07-24 09:50:00,"16.5","7.18","27.3","16.7","7.84","16.8","7.21","16.6","7.91"
"64",2018-07-24 10:00:00,"16.5","7.20","27.3","16.7","7.84","16.8","7.20","16.6","7.91"
"65",2018-07-24 10:10:00,"16.5","7.20","27.3","16.7","7.84","16.8","7.20","16.6","7.91"
"66",2018-07-24 10:20:00,"16.5","7.20","27.3","16.7","7.84","16.8","7.19","16.6","7.91"
"67",2018-07-24 10:30:00,"16.5","7.21","27.3","16.7","7.84","16.8","7.20","16.7","7.91"
"68",2018-07-24 10:40:00,"16.5","7.21","27.3","16.7","7.84","16.8","7.20","16.7","7.91"
"69",2018-07-24 10:50:00,"16.5","7.19","27.3","16.8","7.84","16.8","7.20","16.7","7.91"
"70",2018-07-24 11:00:00,"16.5","7.21","27.3","16.8","7.84","16.8","7.20","16.7","7.91"
"71",2018-07-24 11:10:00,"16.5","7.21","27.3","16.8","7.84","16.8","7.21","16.7","7.91"
"72",2018-07-24 11:20:00,"16.5","7.20","27.3","16.8","7.84","16.8","7.19","16.7","7.91"
"73",2018-07-24 11:30:00,"16.5","7.22","27.3","16.8","7.84","16.8","7.20","16.7","7.91"
"74",2018-07-24 11:40:00,"16.5","7.21","27.3","16.8","7.84","16.9","7.20","16.7","7.91"
"75",2018-07-24 11:50:00,"16.5","7.19","27.3","16.8","7.84","16.9","7.20","16.7","7.91"
"76",2018-07-24 12:00:00,"16.6","7.22","27.3","16.8","7.84","16.9","7.21","16.7","7.91"
"77",2018-07-24 12:10:00,"16.6","7.21","27.3","16.8","7.84","16.9","7.20","16.8","7.91"
"78",2018-07-24 12:20:00,"16.6","7.22","27.3","16.8","7.84","16.9","7.18","16.8","7.91"
"79",2018-07-24 12:30:00,"16.6","7.18","27.3","16.9","7.84","17.0","7.21","16.8","7.91"
"80",2018-07-24 12:40:00,"16.6","7.20","27.3","16.9","7.84","17.0","7.20","16.8","7.91"
"81",2018-07-24 12:50:00,"16.6","7.22","27.3","16.9","7.84","17.0","7.20","16.8","7.91"
"82",2018-07-24 13:00:00,"16.6","7.20","27.3","16.9","7.84","17.0","7.19","16.8","7.91"
"83",2018-07-24 13:10:00,"16.6","7.20","27.3","17.0","7.84","17.0","7.21","16.8","7.91"
"84",2018-07-24 13:20:00,"16.6","7.21","27.3","17.0","7.84","17.0","7.20","16.8","7.91"
