"Sample.ID","TA","Mass"
"20180723_inflow_sump",2057.16139130432,60.5816
"20180723_H3_T",2059.49007115812,59.5006
"20180723_H3_B",2054.00772425813,60.388
"20180723_H2_B",2060.64029013873,60.2364
"20180723_H2_T",2046.53045122272,59.1868
"20180723_H1_B",2052.42284626547,60.3754
"20180723_H1_T",2049.89561991288,60.4351
"20180723_H0_B",2053.89672467294,60.2677
"20180723_H0_T",2052.00884815768,60.3782
