"SampleID","TA","Mass"
"20180704_H3_low",2056.13294906782,60.5631
"20180704_inflow_sump",2040.71322529915,60.9028
"20180704_H2_control",2046.15304307144,59.1849
"20180704_H0_low",2042.28655568401,60.2708
"20180704_T9",2036.40198032697,60.6335
"20180704_H1_control",2040.66023984264,60.4439
"20180704_spawn_tank",2053.61328868732,59.6518
"20180704_T7",2034.68935255282,60.2818
"20180704_T6",2041.90903850683,60.2051
