"SampleID","TA","Mass"
"20180702_spawn_tank",2076.96297792157,60.0564
"20180702_T9",2064.93967819911,60.5455
"20180702_T6",2067.0634676443,60.4412
"20180701_T6",2063.06445685747,60.3386
"20180702_T7",2071.04439048965,60.9411
"20180701_spawn_tank",2075.56552291807,60.8836
"20180701_T9",2067.20556776288,60.1249
"20180701_T7",2066.58549077713,60.7191
"20180702_inflow_sump",2065.32448773277,60.6563
