"SampleID","TA","Mass"
"20180708_H2_B",2004.92296941405,60.4967
"20180708_H0_T",2009.39018196491,60.7511
"20180708_H1_T",2002.33338830976,60.4721
"20180708_H0_B",2000.21642338321,60.634
"20180708_H3_T",2004.46035433044,60.6627
"20180708_H1_B",2005.10417775622,60.1475
"20180708_H2_T",2005.48830919813,60.8892
"20180708_H3_B",2002.27625432212,60.0998
"20180708_inflow_sump",1992.50767931554,60.3171
