"SampleID","TA","Mass"
"20180703_H3_low",2052.14174893257,59.6913
"20180703_T3_low",2057.25728929646,59.9597
"20180703_spawn_tank",2061.73141133029,60.6972
"20180703_T7",2062.40671668684,59.4879
"20180703_T9",2056.1588297783,60.1907
