"Resp_individually_all.csv","LpcResp_alpha0.2_all.csv","LpcResp_alpha0.2_min10-20.csv","LpcResp_alpha0.2_min10-25.csv","LpcResp_alpha0.4_all.csv","LpcResp_alpha0.4_min10-20.csv","LpcResp_alpha0.4_min10-25.csv","LpcResp_alpha0.6_all.csv","LpcResp_alpha0.6_min10-20.csv","LpcResp_alpha0.6_min10-25.csv","Date","SDR_pos","RUN","tank","Day_trial","Treat1_Treat2"
0.283675083777563,0.325055680909019,0.268643343918068,0.291100320242705,0.213132864908938,0.271333206357107,0.289297560987955,0.290006658960103,0.27389596322215,0.209451165561036,20180716,"A1",1,"H0_T","2_1","Low"
0.294735484931811,0.144793624082568,0.260013881942049,0.292501203467359,0.17315290659815,0.262825853273136,0.290616606222668,0.189200487366412,0.301737125406714,0.288528719945009,20180716,"A2",1,"H0_T","2_1","Low"
0.248473291152534,0.0260459391795073,0.203638813447657,0.226380167962807,0.397089232472178,0.206362738273461,0.199204625483715,0.237552134679072,0.192549807543521,0.0862766245071608,20180716,"A3",1,"H0_T","2_1","Low"
0.371461879792441,0.371461879792441,0.436704565707892,0.311729159128038,0.410768395985079,0.469746054809218,0.326465718056093,0.413043145950271,0.380870195000065,0.387144980154097,20180716,"A4",1,"H1_T","2_1","Ambient"
0.480127823583087,0.480127823583087,0.226802311016946,0.211352223404422,0.296633900501194,0.492333304540302,0.485152333839399,0.331959403579829,0.484432071459626,0.299220146960149,20180716,"A5",1,"H1_T","2_1","Ambient"
0.446824468314412,0.0411566009340411,0.420452371921746,0.405372649852015,0.500497155481204,0.419798934723662,0.470427521183886,0.494002753555165,0.472072901196917,0.468218209831239,20180716,"A6",1,"H1_T","2_1","Ambient"
0.187114776331782,0.0376574441549411,0.119381298550994,0.152439742760156,0.179296336178912,0.119515606014994,0.162540938873576,0.149250700930019,0.138477566619353,0.173201765357266,20180716,"B1",1,"H0_B","2_1","Low"
0.184668942266697,0.129252042110814,0.265983207297119,0.263373752724883,0.16578085726754,0.268640986433826,0.234465757001729,0.171911733785693,0.279488489729227,0.16339527718721,20180716,"B2",1,"H0_B","2_1","Low"
0.068888144624447,0.068888144624447,0.281788677656664,0.0707401705235409,0.0767789593790732,0.296525452475898,0.327701862244576,0.158393247278314,0.301889596110793,0.0792697609796588,20180716,"B3",1,"H0_B","2_1","Low"
0.25625926977726,0.25625926977726,0.206083431927459,0.234159790831207,0.205909497404646,0.215324855772248,0.240531752205774,0.193781998726393,0.222177666306502,0.270522052992576,20180716,"B4",1,"H1_B","2_1","Ambient"
0.13519437351292,0.13519437351292,0.120042382396039,0.115507597530675,0.156885964388573,0.130024279282317,0.0995203281503552,0.125892456926719,0.128298659579948,0.114988220126233,20180716,"B5",1,"H1_B","2_1","Ambient"
0.350914298871811,0.350914298871811,0.416889037638258,0.143397055682563,0.40386902989526,0.418085747093252,0.142873900909417,0.300958327906455,0.418085747093252,0.229898292401942,20180716,"B6",1,"H1_B","2_1","Ambient"
0.0970127878391039,0.0557925507882437,0.0819678815617473,0.120419586519283,0.0931362360646595,0.0814712946792204,0.1325939437106,0.11518497630741,0.0829173488591039,0.136597865206138,20180716,"A1",2,"H2_T","2_1","Ambient"
0.243915661501429,0.182036007797428,0.178342370411032,0.182864759772466,0.239921192558621,0.177896107772288,0.181777414339617,0.179803670454331,0.172634606809854,0.186567745925642,20180716,"A2",2,"H2_T","2_1","Ambient"
0.0394865658876431,0.0394865658876431,0.114426655088806,0.119075642616931,0.0113004588066014,0.113967899931746,0.0412165248530296,0.034997788728177,0.0802992674893801,0.0366152794975429,20180716,"A3",2,"H2_T","2_1","Ambient"
0.261548640988822,0.261548640988822,0.227054770449341,0.249787717072087,0.297412488004071,0.226270459473397,0.248714842020096,0.292543647178784,0.222538304471454,0.248387324110385,20180716,"A4",2,"H3_T","2_1","Low"
0.631726877193977,0.631726877193977,0.502427163681725,0.258285357734118,0.60952356686516,0.501628244972129,0.266491270003934,0.494897576863119,0.497826578860579,0.356822518350253,20180716,"A5",2,"H3_T","2_1","Low"
0.110442275148503,0.110442275148503,0.262431932774512,0.31029582450456,0.142873729606942,0.261706074497766,0.264123305972652,0.178531972612873,0.258252067501367,0.206966961776896,20180716,"A6",2,"H3_T","2_1","Low"
0.325411525664737,0.325411525664737,0.372746045510002,0.323855348878514,0.370024924045971,0.372871230011401,0.324587298909562,0.327205967732722,0.362718447799523,0.347029750477313,20180716,"B1",2,"H2_B","2_1","Ambient"
0.304887289096492,0.304887289096492,0.330973791254572,0.296899671814832,0.336411149585372,0.331100122421573,0.296899671814832,0.370947583671845,0.331546799470405,0.302102331809815,20180716,"B2",2,"H2_B","2_1","Ambient"
0.0815575323212827,0.0815575323212827,0.0988918691479163,0.0670775326759894,0.114936518848321,0.0701280867864426,0.0844196405119434,0.119827584942279,0.075117324089832,0.088531878693489,20180716,"B3",2,"H2_B","2_1","Ambient"
0.230486611069135,0.230486611069135,0.110197346537639,0.140440514159571,0.259184196336001,0.109914016140054,0.140034009876643,0.245422381031129,0.129575944710999,0.185833146205565,20180716,"B4",2,"H3_B","2_1","Low"
0.209312644174858,0.209312644174858,0.115509633830823,0.153897877539193,0.235453832554389,0.115238526855811,0.153508910639017,0.220081718109857,0.116242658419068,0.143128510580708,20180716,"B5",2,"H3_B","2_1","Low"
0.131816805432277,0.131816805432277,0.0438866353813313,0.0970421749091052,0.161802102817063,0.0535524672425676,0.0962366230871915,0.161180271210998,0.0536864422240024,0.0965455606208147,20180716,"B6",2,"H3_B","2_1","Low"
0.0355488161743518,0.0355488161743518,0.22787602915777,0.258573948918921,0.0348297326339347,0.209735665558024,-0.117415988162031,0.0244510988005621,0.206568830605467,0.0515251564362466,20180719,"A1",1,"H0_T","5_1","Low"
0.19900831544599,0.19900831544599,0.0324736650493899,0.0605547422772706,0.214164701098239,0.0260243550311691,0.19513701687388,0.0705814906447322,0.116804461115529,0.19220427692122,20180719,"A2",1,"H0_T","5_1","Low"
0.198167237439255,0.198167237439255,0.146521605178294,0.176720748380662,0.204854240144162,0.139585844302165,0.176439437329899,0.193386059869626,0.140562137381131,0.165885990400638,20180719,"A3",1,"H0_T","5_1","Low"
0.233071942135774,0.233071942135774,0.0563768138380197,0.0922117849215737,0.236659423868196,0.0657157066751257,0.0922117849215737,0.230658519228802,0.0639128057612118,0.0873726765281333,20180719,"A4",1,"H1_T","5_1","Ambient"
0.637264306795199,0.639578321044094,0.326306194449408,0.146763574610825,0.203810597221255,0.173334833999957,0.231448438455493,0.148735622706125,0.479041499163843,0.231448438455493,20180719,"A5",1,"H1_T","5_1","Ambient"
0.372540009746084,0.372540009746084,0.346895031137246,0.373175681088018,0.364375541315443,0.346425798330562,0.373175681088018,0.39721775753873,0.344703430652445,0.343642535378386,20180719,"A6",1,"H1_T","5_1","Ambient"
0.128700007156286,0.128700007156286,0.0271926086186852,0.102925416537775,0.0444277761414118,0.019481297557261,0.102925416537775,0.0207380797070763,0.0261105336251558,0.096416584651344,20180719,"B1",1,"H0_B","5_1","Low"
0.0380281857421927,0.0380281857421927,-0.227700543961672,-0.15769423803081,0.0355431953346424,-0.00258070796451031,-0.11029105443943,0.0117555036014031,-0.00324547859922158,-0.0708452562320397,20180719,"B2",1,"H0_B","5_1","Low"
0.151807717588719,0.151807717588719,0.258060538751784,0.157379657430059,0.14922155471677,0.244565534194614,0.157379657430059,0.246913466442885,0.356806947161395,0.164171252811301,20180719,"B3",1,"H0_B","5_1","Low"
0.441399921730344,0.117101531998401,0.196706368688774,0.252255287623691,0.426366130850922,0.198488840860211,0.274699398738142,0.361421973579292,0.238134252222107,0.460180126827505,20180719,"B4",1,"H1_B","5_1","Ambient"
0.290327712128983,0.290327712128983,0.156444233562622,0.244604767885531,0.275645042570721,0.191365928862202,0.241877255997017,0.250818523361914,0.213972757288568,0.238571132458966,20180719,"B5",1,"H1_B","5_1","Ambient"
0.205500965836771,0.205500965836771,0.0193033983612298,0.168226339306004,0.190975908045901,0.0482514391086368,0.165384689832222,0.161077340184733,0.0586725115394338,0.15164361749724,20180719,"B6",1,"H1_B","5_1","Ambient"
0.189760949287021,0.189760949287021,0.278393250910472,0.0688886719776011,0.153877113790786,0.279701875719416,0.29115902483427,0.189707758996368,0.282525691691053,0.286383929785677,20180719,"A1",2,"H2_T","5_1","Ambient"
0.163194045243405,0.163194045243405,0.354526414035694,0.242502607335469,0.162419322107699,0.372795379437986,0.241735245183484,0.173113658019916,0.371506701633285,0.176608047731724,20180719,"A2",2,"H2_T","5_1","Ambient"
0.344311294655194,0.360193750247695,0.368237334877697,0.381449834353742,0.359426099918103,0.368237334877697,0.380689477806044,0.357163862776222,0.371306384580174,0.326702639165759,20180719,"A3",2,"H2_T","5_1","Ambient"
0.0952874877155089,0.103147891955687,0.0119038839945356,0.0241808844542398,0.0970395698712228,0.0119038839945356,0.0232218837970169,0.0866501189075039,0.00707173881372021,0.0505303342109946,20180719,"A4",2,"H3_T","5_1","Low"
0.0599598823613553,0.0679363415860027,-0.0732276153865226,-0.0225344243311738,0.0584911433751773,0.1739210297909,-0.151270243386959,0.0546950768720336,0.184140241784524,-0.102851043932942,20180719,"A5",2,"H3_T","5_1","Low"
0.0991619077164578,0.0645174074904494,0.221042896388288,0.175677181739603,0.0847234835778527,0.156924525691092,0.174713845035252,0.109759761544969,0.168103457478758,0.180172305926609,20180719,"A6",2,"H3_T","5_1","Low"
0.153232819523092,0.153232819523092,0.0503054896995051,0.0867890433048497,0.147663528046386,0.043555020318927,0.130225123623629,0.107076887956815,-0.0720695004820046,0.127522924400771,20180719,"B1",2,"H2_B","5_1","Ambient"
0.152993409440189,0.152993409440189,0.0588795002157643,0.0333261276867594,0.147424323180848,0.0569153251786768,0.0756953231961796,0.113942132457585,0.0277630198425499,0.0729932235440131,20180719,"B2",2,"H2_B","5_1","Ambient"
0.327187938842307,0.327187938842307,0.379959218655066,0.371538613092615,0.321734421023953,0.374958072848271,0.388251488802683,0.321866135231706,0.355735414135104,0.385500839637833,20180719,"B3",2,"H2_B","5_1","Ambient"
