"Date","Tank","Treatment","Salinity","Temperature","pH","CO2","pCO2","HCO3","CO3","DIC","TA","Aragonite.Sat"
20180701,"20180701_spawn_tank","na",29.11,13.7,7.69258422370259,37.2559599419017,927.946611090988,1931.34868573737,58.2315312433855,2026.83617692265,2075.565523,0.908281378496363
20180701,"20180701_T6","Ambient",29.33,14.5,7.72655622461664,33.2332647829984,849.525893551754,1903.48896207781,64.3720492126783,2001.09427607349,2063.064457,1.00604074456379
20180701,"20180701_T7","Ambient",29.37,14.6,7.74042102696848,32.0615228749143,822.274785396216,1901.27282264159,66.7078397321365,2000.04218524864,2066.585491,1.04277316884001
20180701,"20180701_T9","Ambient",29.35,14.8,7.72786564339733,32.9215333214134,849.417053388636,1905.18153693918,65.4078786892273,2003.51094894982,2067.205568,1.02317337599508
20180702,"20180702_inflow_sump","na",29.38,14.5,7.68437123614763,36.9039480680964,943.622835546994,1919.13169233753,58.9695614070603,2015.00520181269,2065.324488,0.921487196409035
20180702,"20180702_spawn_tank","na",29.29,13.4,7.66484456616251,40.135617392137,991.363401756877,1941.72632783628,54.5423235971626,2036.40426882558,2076.962978,0.849591789157409
20180702,"20180702_T6","Ambient",29.46,15,7.74804106607308,31.0964737809487,807.731079211907,1896.30586573677,68.9205521421258,1996.32289165985,2067.063468,1.0785134810436
20180702,"20180702_T7","Ambient",29.45,15,7.7515390864202,30.8909376081679,802.347377586835,1898.79757709482,69.5512670026851,1999.23978170567,2071.04439,1.08841299682387
20180702,"20180702_T9","Ambient",29.43,14.9,7.70383229482026,34.7747014732425,900.375806054654,1910.24839436426,62.4189931406694,2007.44208897817,2064.939678,0.976530024854264
20180703,"20180703_spawn_tank","na",29.21,13.2,7.67313826300726,39.2845958346034,963.844560192917,1926.14288252911,54.6091111449347,2020.03658950864,2061.731411,0.850288926677137
20180703,"20180703_T7","Ambient",29.45,14.9,7.73373277595112,32.2399097885881,834.838992867467,1897.65025177381,66.4611179679189,1996.35127953031,2062.406717,1.03971179783173
20180703,"20180703_T9","Ambient",29.43,14.9,7.71098775022766,34.016511323383,880.744912330282,1899.64154644505,63.1035846439445,1996.76164241238,2056.15883,0.987240293060635
20180703,"20180703_T9","Ambient",29.43,14.9,7.71098775022766,34.1403906418408,883.952368370539,1906.55954864259,63.3333915451761,2004.0333308296,2063.536446,0.990835566352942
20180704,"20180704_inflow_sump","na",29.24,14.5,7.76175815637177,30.1487561900303,770.288779344275,1870.75101796365,68.4468448728504,1969.34661902653,2040.713225,1.0699731580685
20180704,"20180704_spawn_tank","na",29.23,14,7.71393425116821,34.6317712150699,871.244651778489,1901.90474308883,61.1250965237193,1997.66161082762,2053.613289,0.954022950822204
20180704,"20180704_T6","Ambient",29.37,14.9,7.77574755842658,28.7695665795224,744.642140238886,1863.75208053818,71.7558911004033,1964.2775382181,2041.909039,1.1227848126623
20180704,"20180704_T7","Ambient",29.3,14.9,7.77049870633655,29.0728843291437,752.198167907338,1859.33804295513,70.5981008274873,1959.00902811176,2034.689353,1.10487467975628
20180704,"20180704_T9","Ambient",29.31,15,7.7656832313895,29.3678558950447,762.19030776465,1862.06117659836,70.2092072491713,1961.63823974257,2036.40198,1.09912414983279
20180708,"20180708_H0_B","Low",28.62,16.5,7.29587094786013,87.6996809283006,2371.91536316646,1936.42011268346,25.7465794192255,2049.86637303098,2000.216423,0.405948064199876
20180708,"20180708_H0_T","Low",28.63,16.5,7.26977165829457,93.7244339972495,2535.00221442586,1948.96799016325,24.4083957470952,2067.10081990759,2009.390182,0.384838732544582
20180708,"20180708_H1_B","Ambient",28.64,16.5,7.92051394479581,18.9200844613961,511.76336108652,1760.62478868507,98.6864375029751,1878.23131064944,2005.104178,1.55591403517721
20180708,"20180708_H1_T","Ambient",28.64,16.5,7.92051394479581,18.8933103840839,511.039156105866,1758.1333038132,98.5467849389095,1875.57339913619,2002.333388,1.55371223936843
20180708,"20180708_H2_B","Ambient",28.65,16.5,7.92399385007122,18.7461237692056,507.086039781453,1758.67130946824,99.3960358287134,1876.81346906616,2004.922969,1.56706049350527
20180708,"20180708_H2_T","Ambient",28.65,16.5,7.92399385007122,18.7515378851037,507.232492888966,1759.17923582215,99.4247426517565,1877.35551635901,2005.488309,1.5675130802499
