"Treatment","mean.Salinity","sem.Salinity","mean.Temperature","sem.Temperature","mean.pH","sem.pH","mean.CO2","sem.CO2","mean.pCO2","sem.pCO2","mean.HCO3","sem.HCO3","mean.CO3","sem.CO3","mean.DIC","sem.DIC","mean.TA","sem.TA","mean.Aragonite.Sat","sem.Aragonite.Sat"
"Ambient",28.6704166666667,0.0302374609696932,16.325125,0.217767703921809,7.93073020595504,0.00410064803886845,18.8244674132773,0.293513274127011,505.672094496469,5.42507249627866,1781.3636886773,5.42702760549566,101.80863973665,1.37375236216149,1901.99679582723,4.39767686855761,2032.9758359696,2.35148382204857,1.60461574330919,0.0231204754131641
"Low",28.6695833333333,0.0353680399342722,16.395,0.220077366172556,7.27291822902419,0.00669645397546446,94.5433382379643,1.32543997473315,2551.48438543809,42.4651844533027,1971.70623366927,2.6629604257429,24.836706576731,0.293537538198991,2091.08627848397,3.21372551864612,2033.07367822814,2.54802647876949,0.391440856736576,0.0045814929586635
