"Treatment","mean.Salinity","sem.Salinity","mean.Temperature","sem.Temperature","mean.pH","sem.pH","mean.CO2","sem.CO2","mean.pCO2","sem.pCO2","mean.HCO3","sem.HCO3","mean.CO3","sem.CO3","mean.DIC","sem.DIC","mean.TA","sem.TA","mean.Aragonite.Sat","sem.Aragonite.Sat"
"Ambient",29.092,0.0279335291590958,14.8165,0.11717002220092,7.86197026915211,0.00684121579262538,23.6162098580958,0.464953727403041,607.682705907478,10.5494828042817,1842.49277580785,4.15951087072658,86.0627873965012,1.41930707471043,1952.17177306245,3.22484345821049,2055.6041903,0.936077772840523,1.34754292636397,0.0225613235675105
"Low",29.00625,0.0379062397610276,14.9062,0.116856202451055,7.30797417657886,0.00367978587300956,90.7375517653764,0.699426432914161,2344.72078029889,20.4765577733897,1991.66467163962,0.794569281514229,25.9055344273991,0.199291665275139,2108.30775783239,0.998388084324885,2055.780074025,0.875446955054153,0.405764122509033,0.00313129512570555
