"Sample.ID","TA","Mass"
"20180716_H1_T",2074.52824637941,60.8448
"20180716_inflow_sump",2055.67971587928,60.5734
"20180716_H2_B",2060.85888197528,60.6405
"20180716_H2_T",2060.54858223888,60.3922
"20180716_H1_B",2056.61733110868,59.8175
"20180716_H3_T",2058.72036154703,60.4788
"20180716_H3_B",2064.74018284413,60.7663
"20180716_H0_B",2054.99181231566,60.5969
"20180716_H0_T",2059.97614988054,60.7646
