"SampleID","TA","Mass"
"20180712_H0_T",2025.58885360968,60.6242
"20180712_H0_B",2026.32378035937,60.602
"20180712_H1_T",2016.3718271436,60.7105
"20180712_H1_B",2022.0644605918,61.1981
"20180712_H2_T",2020.53017960349,59.4038
"20180712_H2_B",2018.66764093118,59.943
"20180712_H3_T",2027.34595303078,59.7068
"20180712_H3_B",2025.32868171865,59.6939
"20180712_inflow_sump",2027.19679782233,59.804
