sample,mass,salinity,Sample.ID,Type, Notes
20180712_JUNK,60.1542,35,JUNK,JUNK
20180712_CRM1,59.9695,33.481,CRM1,CRM, Bottle #168-0946
20180712_CRM2,59.6345,33.481,CRM2,CRM, Bottle #168-0946
