sample,mass,salinity,Sample.ID,Type, Notes
20180719_JUNK,60.719,29,JUNK,JUNK,
20180719_CRM1,59.5308,33.481,CRM1,CRM,Bottle #168-0033
20180719_CRM2,59.6723,33.481,CRM2,CRM,Bottle #168-0033
