sample,mass,salinity,Sample.ID,Type, Notes
20180802_JUNK,60.5852,29,JUNK,JUNK,
20180802_CRM1,59.2072,33.481,CRM1,CRM,Bottle #168-0158
20180802_CRM2,59.0722,33.481,CRM2,CRM,Bottle #168-0158
