"Sample.ID","TA","Mass"
"20180802_H0_B",2053.11897013367,60.9094
"20180802_H0_T",2046.08887759641,60.0271
"20180802_H2_T",2048.93495474435,60.1046
"20180802_H1_B",2053.13886231966,60.1467
"20180802_H2_B",2051.91867688506,60.1869
"20180802_H3_B",2046.29468424807,60.5781
"20180802_H3_T",2049.26618060216,59.2539
"20180802_H1_T",2046.38695547835,59.7301
"20180802_inflow_sump",2047.67122897684,59.4587
