"","Date.Time","TMP_T0","pH_T0","Sal","TMP_T2","pH_T2","Temp_T3","pH_T3","TMP_T1","pH_T1"
"4",2018-08-05 00:00:00,"15.8","7.74","27.3","16.1","7.73","16.0","7.74","16.1","7.81"
"5",2018-08-05 00:10:00,"15.8","7.74","27.3","16.1","7.73","16.0","7.74","16.1","7.81"
"6",2018-08-05 00:20:00,"15.8","7.74","27.3","16.0","7.73","16.0","7.74","16.0","7.81"
"7",2018-08-05 00:30:00,"15.8","7.74","27.3","16.0","7.73","16.0","7.74","16.0","7.81"
"8",2018-08-05 00:40:00,"15.8","7.74","27.3","16.0","7.73","15.9","7.74","16.0","7.81"
"9",2018-08-05 00:50:00,"15.8","7.74","27.3","16.0","7.73","15.9","7.74","16.0","7.81"
"10",2018-08-05 01:00:00,"15.8","7.74","27.2","16.0","7.73","15.9","7.74","16.0","7.81"
"11",2018-08-05 01:10:00,"15.7","7.74","27.2","16.0","7.73","15.9","7.74","16.0","7.81"
"12",2018-08-05 01:20:00,"15.7","7.74","27.2","15.9","7.73","15.8","7.74","15.9","7.81"
"13",2018-08-05 01:30:00,"15.7","7.74","27.2","15.9","7.73","15.8","7.74","15.9","7.81"
"14",2018-08-05 01:40:00,"15.7","7.74","27.2","15.9","7.73","15.8","7.74","15.9","7.81"
"15",2018-08-05 01:50:00,"15.7","7.74","27.2","15.9","7.73","15.8","7.74","15.9","7.81"
"16",2018-08-05 02:00:00,"15.7","7.74","27.2","15.9","7.73","15.8","7.74","15.8","7.81"
"17",2018-08-05 02:10:00,"15.7","7.74","27.2","15.8","7.73","15.8","7.74","15.8","7.81"
"18",2018-08-05 02:20:00,"15.7","7.74","27.2","15.9","7.73","15.8","7.74","15.8","7.81"
"19",2018-08-05 02:30:00,"15.7","7.74","27.2","15.8","7.73","15.8","7.74","15.8","7.81"
"20",2018-08-05 02:40:00,"15.7","7.74","27.2","15.8","7.73","15.8","7.74","15.8","7.81"
"21",2018-08-05 02:50:00,"15.7","7.74","27.1","15.8","7.73","15.8","7.74","15.8","7.81"
"22",2018-08-05 03:00:00,"15.6","7.74","27.1","15.8","7.73","15.8","7.74","15.8","7.81"
"23",2018-08-05 03:10:00,"15.6","7.74","27.1","15.8","7.73","15.8","7.74","15.8","7.81"
