"","Date.Time","TMP_T0","pH_T0","Sal","TMP_T2","pH_T2","Temp_T3","pH_T3","TMP_T1","pH_T1"
"4",2018-08-01 01:00:00,"18.5","7.83","29.3","18.8","7.86","18.8","7.86","18.9","7.90"
"5",2018-08-01 01:10:00,"18.4","7.83","29.1","18.8","7.86","18.8","7.86","18.8","7.90"
"6",2018-08-01 01:20:00,"18.4","7.83","29.1","18.8","7.87","18.8","7.86","18.8","7.90"
"7",2018-08-01 01:30:00,"18.4","7.83","29.1","18.8","7.86","18.8","7.86","18.8","7.90"
"8",2018-08-01 01:30:00,"18.3","7.85","29.2","18.8","7.87","18.8","7.88","18.7","7.92"
"9",2018-08-01 01:40:00,"18.3","7.85","29.2","18.8","7.87","18.8","7.88","18.7","7.92"
"10",2018-08-01 01:50:00,"18.3","7.85","29.2","18.8","7.87","18.8","7.88","18.7","7.92"
"11",2018-08-01 02:00:00,"18.3","7.85","29.2","18.8","7.87","18.8","7.88","18.7","7.92"
"12",2018-08-01 02:10:00,"18.3","7.85","29.2","18.8","7.87","18.8","7.88","18.7","7.92"
"13",2018-08-01 02:20:00,"18.3","7.85","29.2","18.8","7.87","18.8","7.88","18.7","7.92"
"14",2018-08-01 02:30:00,"18.3","7.85","29.2","18.8","7.87","18.8","7.88","18.7","7.92"
"15",2018-08-01 02:40:00,"18.3","7.85","29.2","18.8","7.87","18.8","7.88","18.7","7.92"
"16",2018-08-01 02:50:00,"18.3","7.85","29.2","18.8","7.87","18.8","7.88","18.7","7.92"
"17",2018-08-01 03:00:00,"18.3","7.85","29.2","18.8","7.87","18.8","7.88","18.7","7.92"
"18",2018-08-01 03:10:00,"18.3","7.85","29.1","18.8","7.87","18.8","7.88","18.7","7.92"
"19",2018-08-01 03:20:00,"18.3","7.85","29.1","18.8","7.87","18.8","7.88","18.7","7.92"
"20",2018-08-01 03:30:00,"18.3","7.85","29.1","18.8","7.87","18.8","7.88","18.7","7.92"
"21",2018-08-01 03:40:00,"18.2","7.85","29.1","18.8","7.87","18.8","7.88","18.6","7.92"
"22",2018-08-01 03:50:00,"18.2","7.85","29.1","18.8","7.87","18.8","7.88","18.6","7.92"
"23",2018-08-01 04:00:00,"18.2","7.85","29.1","18.8","7.87","18.8","7.88","18.6","7.92"
"24",2018-08-01 04:10:00,"18.2","7.85","29.1","18.8","7.87","18.8","7.88","18.6","7.92"
"25",2018-08-01 04:20:00,"18.2","7.85","29.1","18.8","7.87","18.8","7.88","18.6","7.92"
"26",2018-08-01 04:30:00,"18.2","7.85","29.1","18.8","7.87","18.8","7.88","18.6","7.92"
"27",2018-08-01 04:40:00,"18.2","7.85","29.1","18.8","7.87","18.8","7.88","18.6","7.92"
"28",2018-08-01 04:50:00,"18.2","7.85","29.1","18.8","7.87","18.8","7.88","18.6","7.92"
"29",2018-08-01 05:00:00,"18.2","7.85","29.1","18.8","7.87","18.8","7.88","18.6","7.92"
"30",2018-08-01 05:10:00,"18.2","7.85","29.1","18.7","7.87","18.8","7.88","18.6","7.92"
"31",2018-08-01 05:20:00,"18.2","7.85","29.1","18.7","7.87","18.8","7.88","18.6","7.92"
"32",2018-08-01 05:30:00,"18.2","7.84","29.1","18.7","7.87","18.8","7.88","18.6","7.92"
"33",2018-08-01 05:40:00,"18.2","7.85","29.1","18.7","7.87","18.8","7.88","18.6","7.92"
"34",2018-08-01 05:50:00,"18.2","7.85","29.1","18.7","7.87","18.8","7.88","18.6","7.92"
"35",2018-08-01 06:00:00,"18.2","7.85","29.1","18.7","7.87","18.8","7.88","18.6","7.92"
"36",2018-08-01 06:10:00,"18.2","7.85","29.1","18.7","7.87","18.8","7.88","18.5","7.92"
"37",2018-08-01 06:20:00,"18.2","7.85","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"38",2018-08-01 06:30:00,"18.2","7.85","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"39",2018-08-01 06:40:00,"18.1","7.85","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"40",2018-08-01 06:50:00,"18.1","7.85","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"41",2018-08-01 07:00:00,"18.1","7.85","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"42",2018-08-01 07:10:00,"18.1","7.85","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"43",2018-08-01 07:20:00,"18.1","7.84","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"44",2018-08-01 07:30:00,"18.1","7.85","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"45",2018-08-01 07:40:00,"18.1","7.85","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"46",2018-08-01 07:50:00,"18.1","7.84","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"47",2018-08-01 08:00:00,"18.1","7.85","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"48",2018-08-01 08:10:00,"18.1","7.85","29.1","18.7","7.87","18.7","7.88","18.5","7.92"
"49",2018-08-01 08:20:00,"18.1","7.84","29.1","18.6","7.87","18.7","7.88","18.5","7.92"
"50",2018-08-01 08:30:00,"18.1","7.84","29.1","18.6","7.87","18.7","7.88","18.5","7.92"
"51",2018-08-01 08:40:00,"18.1","7.84","29.1","18.6","7.87","18.7","7.88","18.4","7.92"
