mVTris,TTris
-82.9,10.674
-82.5,11.473
-82.3,11.789
-81.9,12.061
-81.5,12.512
-81.1,12.968
-80.9,13.306
-80.5,13.692
-80.2,14.014
-79.9,14.383
-79.6,14.698
-79.1,15.115
-78.7,15.611
-78.2,16.102
-77.8,16.555
-77.4,16.963
-77,17.321
-76.7,17.625
-76.5,17.892
-76.2,18.146
-75.8,18.632
-75.3,19.074
