mVTris,TTris
-80.7,12.5
-79.7,13.7
-79.1,14.5
-78.8,15
-78.5,15.5
-78.3,15.9
-77.9,16.4
-77.3,16.8
-76.8,17
-76.4,17.5
-75.5,18
-75,18.4
-74.6,18.7
-74.3,19
