mVTris,TTris
-81.6,11.1
-80.4,12.7
-79.7,13.3
-79.5,13.6
-78.2,14.7
-78.1,15
-77.8,15.5
-77.2,15.8
-76.2,16.6
-75.9,17.3
-75.4,17.6
-75.2,18
-74.6,18.4
-73.9,19
-73,19.7
