mVTris,TTris
-77.6,14.5
-77.1,15.5
-76.8,15.9
-76.5,16.2
-76.2,16.5
-75.7,16.9
-75.3,17.5
-74.9,17.8
-74.5,18.2
-72.7,19.9
-72.1,20.1
