mVTris,TTris
-79.1,11.146
-78.8,11.938
-78.2,13.046
-78,14.113
-77.7,14.477
-77.4,15.379
-76.4,16.974
-75.5,17.36
-74.9,18.05
-73.7,19.237
-73.2,19.74
-72.6,20.356
-71.9,21.05
-71.3,21.64
