mVTris,TTris
-81.9,10.3
-80.9,11.7
-80.2,13
-79.3,13.7
-78.6,14.4
-78.1,14.8
-77.7,15.2
-77.4,15.8
-76.9,16.7
-76.1,17.2
-75.5,17.8
-74.9,18.3
