mVTris,TTris
-79.4,12
-79.2,12.4
-78.9,13
-78.4,13.6
-78,14
-77.7,14.7
-77.4,15
-77.1,15.5
-76.8,15.8
-76.3,16.2
-76.1,16.4
-75.9,16.6
-75.7,16.9
-75.5,17.2
