mVTris,TTris
-82.2,11.9
-81.5,12.5
-80.9,13.4
-80.4,14.1
-79.9,14.8
-79.4,15.5
-78.3,16.2
-77.7,16.6
-77.1,17.1
-76.6,17.5
-76.1,18
-75.7,18.4
-75.2,18.9
-74.8,19.4
