mVTris,TTris
-81.5,10.4
-81.3,10.924
-81.1,11.259
-81,11.795
-80.7,12.253
-80.5,12.639
-80.3,12.831
-79.9,13.264
-79.2,13.898
-78.5,14.69
-77.9,15.304
-77.4,15.874
-76.8,16.446
-76.4,16.982
-75.7,17.855
-75.4,18.197
-75,18.567
-74.6,19.132
-74,19.486
-73.4,20.092
