mVTris,TTris
-81.8,10
-81.5,10.8
-81,11.6
-80.6,12.2
-80.3,12.8
-79.7,13.2
-79.2,13.7
-78.7,14.1
-78.3,14.7
-77.9,15
-77.3,15.6
-76.8,16
-76.5,16.4
-75.9,17
-75.2,17.7
-74.4,18.4
-73.9,18.9
-73.3,19.7
-71.9,20.6
