mVTris,TTris
-78.3,14.9
-77.9,15.3
-77.5,15.5
-77.1,15.9
-76.4,16.3
-75.7,17
-75.1,17.5
-74.7,17.8
-74.2,18.3
-73.5,18.7
-73.1,19
-72.7,19.4
