mVTris,TTris
-79,14
-78.7,14.4
-78.4,14.9
-78,15.4
-77.6,15.8
-77.3,16.1
-76.9,16.6
-76.5,16.9
-76.1,17.4
-75.8,17.6
-75.4,18
-75.1,18.4
-74.6,18.7
-74.2,19.1
-73.8,19.4
