mVTris,TTris
-78,10.809
-77.6,11.178
-76.9,12.166
-76.7,12.966
-76.5,13.326
-76.1,13.996
-75.7,14.654
-75.3,15.409
-74.9,15.983
-74.6,16.52
-74.2,17.099
-73.9,17.474
-73.7,17.844
-73.5,18.226
-73,18.834
-72.7,19.115
